INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT
1300094	223008	1050	120.1	58.4	-3.14	0	-1	-1	-1
1300095	223008	1050	117.2	56.3	-3.16	0	-1	-1	-1
1300096	223011	1050	41.4	22.7	1.16	0	-1	-1	-1
1300097	223011	1050	47.9	20.9	-4.32	0	-1	-1	-1
1300098	223100	1050	27.6	82.7	-3.76	0	-1	-1	-1
1300099	223100	1050	34.9	87.7	0.67	0	-1	-1	-1
1300100	223101	1050	78.4	77.7	-2.8	0	-1	-1	-1
1300101	223101	1050	79.7	71.8	-2.62	0	-1	-1	-1
1300102	223102	1050	120.1	58.4	-3.14	0	-1	-1	-1
1300103	223102	1050	117.2	56.3	-3.16	0	-1	-1	-1
1300104	223103	1050	41.4	22.7	1.16	0	-1	-1	-1
1300105	223103	1050	47.9	20.9	-4.32	0	-1	-1	-1
1300106	223104	1050	73.3	36	0.92	1	-1	-1	-1
1300107	995	1010	43.6	21.7	1.28	1	-1	-1	-1
1300108	996	1010	112	57.2	-0.49	1	-1	-1	-1
1300109	995	1020	29.78	85.32	-2.13	1	-1	-1	-1
1300110	995	1020	80.82	75.17	-1.71	1	-1	-1	-1
1300111	995	1020	121.93	57.73	-3.11	1	-1	-1	-1
1300112	995	1020	44.96	21.55	1.02	1	-1	-1	-1
1300113	995	1021	29.78	85.32	-2.13	1	-1	-1	-1
1300114	995	1021	80.82	75.17	-1.71	1	-1	-1	-1
1300115	995	1021	121.93	57.73	-3.11	1	-1	-1	-1
1300116	995	1021	44.96	21.55	1.02	1	-1	-1	-1
1300117	995	1022	29.78	85.32	-2.13	1	-1	-1	-1
1300118	995	1022	80.82	75.17	-1.71	1	-1	-1	-1
1300119	995	1022	121.93	57.73	-3.11	1	-1	-1	-1
1300120	995	1022	44.96	21.55	1.02	1	-1	-1	-1
1300121	995	1023	29.78	85.32	-2.13	1	-1	-1	-1
1300122	995	1023	80.82	75.17	-1.71	1	-1	-1	-1
1300123	995	1023	121.93	57.73	-3.11	1	-1	-1	-1
1300124	995	1023	44.96	21.55	1.02	1	-1	-1	-1
1300125	995	1050	27.6	82.7	-3.76	1	-1	-1	-1
1300126	995	1050	34.9	87.7	0.67	1	-1	-1	-1
1300127	995	1050	78.4	77.7	-2.8	1	-1	-1	-1
1300128	995	1050	79.7	71.8	-2.62	1	-1	-1	-1
1300129	995	1050	120.1	58.4	-3.14	1	-1	-1	-1
1300130	995	1050	117.2	56.3	-3.16	1	-1	-1	-1
1300131	995	1050	41.4	22.7	1.16	1	-1	-1	-1
1300132	995	1050	47.9	20.9	-4.32	1	-1	-1	-1
1400000	55000	8000	33.7	51.6	-1.71	0	-1	-1	-1
1400001	55000	8000	22.52	35.9	-0.28	0	-1	-1	-1
1400002	55000	8000	51.4	88.8	1.02	0	-1	-1	-1
1400003	55000	8000	82.4	83.6	-4.53	0	-1	-1	-1
1400004	55001	8000	60.7	35.7	-1.71	0	-1	-1	-1
1400005	55001	8000	60.4	26.3	-0.28	0	-1	-1	-1
1400006	55001	8000	49.2	14.7	1.02	0	-1	-1	-1
1400007	55001	8000	56.7	18.8	-3.76	0	-1	-1	-1
1400008	55002	8000	39.6	14.5	-3.92	0	-1	-1	-1
1400009	55002	8000	30.1	16.3	-2.8	0	-1	-1	-1
1400010	55002	8000	24.4	24.5	-2.62	0	-1	-1	-1
1400011	55002	8000	53.29	49.83	-1.35	0	-1	-1	-1
1400012	58999	8000	43.7	51.6	-0.62	0	-1	-1	-1
1400013	58999	8000	48.8	82.74	1.16	0	-1	-1	-1
1400014	58999	8000	24.11	47.74	-4.32	0	-1	-1	-1
1400015	58999	8000	68.3	8.6	1.16	0	-1	-1	-1
1400016	58999	8000	58.5	43.9	-0.28	0	-1	-1	-1
1401000	55100	8001	33.7	51.6	-1.71	0	-1	-1	-1
1401001	55100	8001	22.52	35.9	-0.28	0	-1	-1	-1
1401002	55100	8001	51.4	88.8	1.02	0	-1	-1	-1
1401003	55100	8001	82.4	83.6	1.75	0	-1	-1	-1
1401004	55101	8001	60.7	35.7	-1.71	0	-1	-1	-1
1401005	55101	8001	60.4	26.3	-0.28	0	-1	-1	-1
1401006	55101	8001	49.2	14.7	1.02	0	-1	-1	-1
1401007	55101	8001	56.7	18.8	2.52	0	-1	-1	-1
1401008	55102	8001	39.6	14.5	2.36	0	-1	-1	-1
1401009	55102	8001	30.1	16.3	-2.8	0	-1	-1	-1
1401010	55102	8001	24.4	24.5	-2.62	0	-1	-1	-1
1401011	55102	8001	53.29	49.83	-1.35	0	-1	-1	-1
1401012	58999	8001	43.7	51.6	-0.62	0	-1	-1	-1
1401013	58999	8001	48.8	82.74	1.16	0	-1	-1	-1
1401014	58999	8001	24.11	47.74	1.96	0	-1	-1	-1
1401015	58999	8001	68.3	8.6	1.16	0	-1	-1	-1
1401016	58999	8001	58.5	43.9	-0.28	0	-1	-1	-1
1402000	55200	8002	33.7	51.6	-1.71	0	-1	-1	-1
1402001	55200	8002	22.52	35.9	-0.28	0	-1	-1	-1
1402002	55200	8002	51.4	88.8	1.02	0	-1	-1	-1
1402003	55200	8002	82.4	83.6	1.75	0	-1	-1	-1
1402004	55201	8002	60.7	35.7	-1.71	0	-1	-1	-1
1402005	55201	8002	60.4	26.3	-0.28	0	-1	-1	-1
1402006	55201	8002	49.2	14.7	1.02	0	-1	-1	-1
1402007	55201	8002	56.7	18.8	2.52	0	-1	-1	-1
1402008	55202	8002	39.6	14.5	2.36	0	-1	-1	-1
1402009	55202	8002	30.1	16.3	-2.8	0	-1	-1	-1
1402010	55202	8002	24.4	24.5	-2.62	0	-1	-1	-1
1402011	55202	8002	53.29	49.83	-1.35	0	-1	-1	-1
1402012	58999	8002	43.7	51.6	-0.62	0	-1	-1	-1
1402013	58999	8002	48.8	82.74	1.16	0	-1	-1	-1
1402014	58999	8002	24.11	47.74	1.96	0	-1	-1	-1
1402015	58999	8002	68.3	8.6	1.16	0	-1	-1	-1
1402016	58999	8002	58.5	43.9	-0.28	0	-1	-1	-1
1403000	55300	8003	33.7	51.6	-1.71	0	-1	-1	-1
1403001	55300	8003	22.52	35.9	-0.28	0	-1	-1	-1
1403002	55300	8003	51.4	88.8	1.02	0	-1	-1	-1
1403003	55300	8003	82.4	83.6	1.75	0	-1	-1	-1
1403004	55301	8003	60.7	35.7	-1.71	0	-1	-1	-1
1403005	55301	8003	60.4	26.3	-0.28	0	-1	-1	-1
1403006	55301	8003	49.2	14.7	1.02	0	-1	-1	-1
1403007	55301	8003	56.7	18.8	2.52	0	-1	-1	-1
1403008	55302	8003	39.6	14.5	2.36	0	-1	-1	-1
1403009	55302	8003	30.1	16.3	-2.8	0	-1	-1	-1
1403010	55302	8003	24.4	24.5	-2.62	0	-1	-1	-1
1403011	55302	8003	53.29	49.83	-1.35	0	-1	-1	-1
1403012	58999	8003	43.7	51.6	-0.62	0	-1	-1	-1
1403013	58999	8003	48.8	82.74	1.16	0	-1	-1	-1
1403014	58999	8003	24.11	47.74	1.96	0	-1	-1	-1
1403015	58999	8003	68.3	8.6	1.16	0	-1	-1	-1
1403016	58999	8003	58.5	43.9	-0.28	0	-1	-1	-1
1404000	55400	8004	33.7	51.6	-1.71	0	-1	-1	-1
1404001	55400	8004	22.52	35.9	-0.28	0	-1	-1	-1
1404002	55400	8004	51.4	88.8	1.02	0	-1	-1	-1
1404003	55400	8004	82.4	83.6	1.75	0	-1	-1	-1
1404004	55401	8004	60.7	35.7	-1.71	0	-1	-1	-1
1404005	55401	8004	60.4	26.3	-0.28	0	-1	-1	-1
1404006	55401	8004	49.2	14.7	1.02	0	-1	-1	-1
1404007	55401	8004	56.7	18.8	2.52	0	-1	-1	-1
1404008	55402	8004	39.6	14.5	2.36	0	-1	-1	-1
1404009	55402	8004	30.1	16.3	-2.8	0	-1	-1	-1
1404010	55402	8004	24.4	24.5	-2.62	0	-1	-1	-1
1404011	55402	8004	53.29	49.83	-1.35	0	-1	-1	-1
1404012	58999	8004	43.7	51.6	-0.62	0	-1	-1	-1
1404013	58999	8004	48.8	82.74	1.16	0	-1	-1	-1
1404014	58999	8004	24.11	47.74	1.96	0	-1	-1	-1
1404015	58999	8004	68.3	8.6	1.16	0	-1	-1	-1
1404016	58999	8004	58.5	43.9	-0.28	0	-1	-1	-1
1405000	55500	8005	33.7	51.6	-1.71	0	-1	-1	-1
1405001	55500	8005	22.52	35.9	-0.28	0	-1	-1	-1
1405002	55500	8005	51.4	88.8	1.02	0	-1	-1	-1
1405003	55500	8005	82.4	83.6	1.75	0	-1	-1	-1
1405004	55501	8005	60.7	35.7	-1.71	0	-1	-1	-1
1405005	55501	8005	60.4	26.3	-0.28	0	-1	-1	-1
1405006	55501	8005	49.2	14.7	1.02	0	-1	-1	-1
1405007	55501	8005	56.7	18.8	2.52	0	-1	-1	-1
1405008	55502	8005	39.6	14.5	2.36	0	-1	-1	-1
1405009	55502	8005	30.1	16.3	-2.8	0	-1	-1	-1
1405010	55502	8005	24.4	24.5	-2.62	0	-1	-1	-1
1405011	55502	8005	53.29	49.83	-1.35	0	-1	-1	-1
1405012	58999	8005	43.7	51.6	-0.62	0	-1	-1	-1
1405013	58999	8005	48.8	82.74	1.16	0	-1	-1	-1
1405014	58999	8005	24.11	47.74	1.96	0	-1	-1	-1
1405015	58999	8005	68.3	8.6	1.16	0	-1	-1	-1
1405016	58999	8005	58.5	43.9	-0.28	0	-1	-1	-1
1520000	300	4	45.57	100.2	-0.28	0	-1	-1	-1
1520001	300	4	44.73	75.36	-0.28	0	-1	-1	-1
1520002	300	4	91	101	-0.28	0	-1	-1	-1
1520003	300	4	79.7	17.4	-0.28	0	-1	-1	-1
1520004	300	6	76.46	25.44	-0.28	0	-1	-1	-1
1520005	300	6	100	69	-0.28	0	-1	-1	-1
1520006	300	6	13.75	66.24	-0.28	0	-1	-1	-1
1520007	300	6	25	103	-0.28	0	-1	-1	-1
1520008	300	7	20	101	-0.28	0	-1	-1	-1
1520009	300	7	76	36	-0.28	0	-1	-1	-1
1520010	300	7	88	107	-0.28	0	-1	-1	-1
1520011	300	7	13	42	-0.28	0	-1	-1	-1
1600001	223200	10000	21	15	0.01	1	-1	-1	-1
1600002	223201	10001	21	15	0.01	1	-1	-1	-1
1600003	223202	10002	21	15	0.01	1	-1	-1	-1
1600004	223203	10003	21	15	0.01	1	-1	-1	-1
1600005	223204	10004	21	15	0.01	1	-1	-1	-1
1600006	223205	10005	21	15	0.01	1	-1	-1	-1
1600007	223206	10006	21	15	0.01	1	-1	-1	-1
1600008	223207	10007	21	15	0.01	1	-1	-1	-1
1600215	226000	6110	84.33	89.88	1	1	-1	-1	-1
1600216	226001	6110	84.26	97.54	1	1	-1	-1	-1
1600217	226002	6110	33.12	45.21	1	1	-1	-1	-1
1600218	226018	6110	35.44	94.01	1	1	-1	-1	-1
1600219	225000	0	-1	-1	1	1	437	445	-1
1600220	225001	0	-1	-1	1	1	437	445	-1
1600221	225002	0	-1	-1	1	1	437	445	-1
1600222	225003	0	-1	-1	1	1	437	445	-1
1600223	225004	0	-1	-1	1	1	437	445	-1
1600224	225005	0	-1	-1	1	1	437	445	-1
1600225	225006	0	-1	-1	1	1	437	445	-1
1600226	225007	0	-1	-1	1	1	437	445	-1
1600227	225008	0	35.68	28.49	1	1	411	415	-1
1600228	225009	0	-1	-1	1	1	437	445	-1
1600229	225010	0	-1	-1	1	1	437	445	-1
1600230	225011	0	-1	-1	1	1	437	445	-1
1600231	225012	0	-1	-1	1	1	437	445	-1
1600232	225013	0	-1	-1	1	1	437	445	-1
1600233	225014	0	-1	-1	1	1	437	445	-1
1600234	225015	0	-1	-1	1	1	437	445	-1
1600235	225016	0	-1	-1	1	1	437	445	-1
1600236	225017	0	35.68	28.49	1	1	428	436	-1
1600237	225018	0	-1	-1	1	1	437	445	-1
1600238	225019	0	-1	-1	1	1	437	445	-1
1600239	225020	0	-1	-1	1	1	437	445	-1
1600240	225021	0	-1	-1	1	1	437	445	-1
1600241	225022	0	-1	-1	1	1	437	445	-1
1600242	225023	0	-1	-1	1	1	437	445	-1
1600243	225024	0	-1	-1	1	1	437	445	-1
1600244	225025	0	-1	-1	1	1	437	445	-1
1600245	225026	0	35.68	28.49	1	1	419	427	-1
1600246	226003	6110	40.8	46.54	1	1	-1	-1	-1
1600247	226004	6110	39.03	141.41	1	1	-1	-1	-1
1600248	226005	6110	32.11	141.09	1	1	-1	-1	-1
1600249	226006	6111	84.33	89.88	1	1	-1	-1	-1
1600250	226007	6111	84.26	97.54	1	1	-1	-1	-1
1600251	226008	6111	33.12	45.21	1	1	-1	-1	-1
1600252	226009	6111	40.8	46.54	1	1	-1	-1	-1
1600253	226010	6111	39.03	141.41	1	1	-1	-1	-1
1600254	226011	6111	32.11	141.09	1	1	-1	-1	-1
1600255	226012	6112	84.33	89.88	1	1	-1	-1	-1
1600256	226013	6112	84.26	97.54	1	1	-1	-1	-1
1600257	226014	6112	33.12	45.21	1	1	-1	-1	-1
1600258	226015	6112	40.8	46.54	1	1	-1	-1	-1
1600259	226016	6112	39.03	141.41	1	1	-1	-1	-1
1600260	226017	6112	32.11	141.09	1	1	-1	-1	-1
1600261	226019	6111	35.44	94.01	1	1	-1	-1	-1
1600262	226020	6112	35.44	94.01	1	1	-1	-1	-1
1600300	225008	0	111.16	95.55	1	1	411	415	-1
1600301	225008	0	47.64	162.38	1	1	411	415	-1
1600302	225017	0	111.16	95.55	1	1	416	420	-1
1600303	225017	0	47.64	162.38	1	1	416	420	-1
1600304	225026	0	111.16	95.55	1	1	416	420	-1
1600305	225026	0	47.64	162.38	1	1	416	420	-1
1600306	227001	1	46.32	86.08	-0.09	0	-1	-1	-1
1600307	227002	1	76.73	118.16	-3.14	0	-1	-1	-1
1600308	227003	1	96.48	115.31	-0.3	0	-1	-1	-1
1600400	999	6110	34	51.5	1	1	-1	-1	-1
1600401	999	6110	37	51.5	1	1	-1	-1	-1
1600402	999	6110	78	95	1	1	-1	-1	-1
1600403	999	6110	78	93	1	1	-1	-1	-1
1600404	999	6110	34	136.5	1	1	-1	-1	-1
1600405	999	6110	37	136.5	1	1	-1	-1	-1
1600406	999	6111	34	51.5	1	1	-1	-1	-1
1600407	999	6111	37	51.5	1	1	-1	-1	-1
1600408	999	6111	78	95	1	1	-1	-1	-1
1600409	999	6111	78	93	1	1	-1	-1	-1
1600410	999	6111	34	136.5	1	1	-1	-1	-1
1600411	999	6111	37	136.5	1	1	-1	-1	-1
1600412	999	6112	34	51.5	1	1	-1	-1	-1
1600413	999	6112	37	51.5	1	1	-1	-1	-1
1600414	999	6112	78	95	1	1	-1	-1	-1
1600415	999	6112	78	93	1	1	-1	-1	-1
1600416	999	6112	34	136.5	1	1	-1	-1	-1
1600417	999	6112	37	136.5	1	1	-1	-1	-1
1600418	999	6110	35.5	51.5	1	1	-1	-1	-1
1600419	999	6110	78	94	1	1	-1	-1	-1
1600420	999	6110	35.5	136.5	1	1	-1	-1	-1
1600421	999	6111	35.5	51.5	1	1	-1	-1	-1
1600422	999	6111	78	94	1	1	-1	-1	-1
1600423	999	6111	35.5	136.5	1	1	-1	-1	-1
1600424	999	6112	35.5	51.5	1	1	-1	-1	-1
1600425	999	6112	78	94	1	1	-1	-1	-1
1600426	999	6112	35.5	136.5	1	1	-1	-1	-1
1600500	225100	0	-1	-1	1	1	437	445	-1
1600501	225101	0	-1	-1	1	1	407	418	-1
1600502	225102	0	-1	-1	1	1	407	418	-1
1600503	225103	0	-1	-1	1	1	407	418	-1
1600504	225104	0	-1	-1	1	1	407	418	-1
1600510	225110	0	-1	-1	1	1	437	445	-1
1600511	225111	0	-1	-1	1	1	419	427	-1
1600512	225112	0	-1	-1	1	1	419	427	-1
1600513	225113	0	-1	-1	1	1	419	427	-1
1600514	225114	0	-1	-1	1	1	419	427	-1
1600520	225120	0	-1	-1	1	1	437	445	-1
1600521	225121	0	-1	-1	1	1	428	436	-1
1600522	225122	0	-1	-1	1	1	428	436	-1
1600523	225123	0	-1	-1	1	1	428	436	-1
1600524	225124	0	-1	-1	1	1	428	436	-1
1600530	225130	0	-1	-1	1	1	437	445	-1
1600531	225131	0	-1	-1	1	1	419	427	-1
1600532	225132	0	-1	-1	1	1	419	427	-1
1600533	225133	0	-1	-1	1	1	419	427	-1
1600534	225134	0	-1	-1	1	1	419	427	-1
1600540	225140	0	-1	-1	1	1	437	445	-1
1600541	225141	0	-1	-1	1	1	428	436	-1
1600542	225142	0	-1	-1	1	1	428	436	-1
1600543	225143	0	-1	-1	1	1	428	436	-1
1600544	225144	0	-1	-1	1	1	428	436	-1
1600550	225150	0	-1	-1	1	1	437	445	-1
1600551	225151	0	-1	-1	1	1	428	436	-1
1600552	225152	0	-1	-1	1	1	428	436	-1
1600553	225153	0	-1	-1	1	1	428	436	-1
1600554	225154	0	-1	-1	1	1	428	436	-1
1600560	225160	0	-1	-1	1	1	437	445	-1
1600561	225161	0	-1	-1	1	1	407	418	-1
1600562	225162	0	-1	-1	1	1	407	418	-1
1600563	225163	0	-1	-1	1	1	407	418	-1
1600564	225164	0	-1	-1	1	1	407	418	-1
1600570	225170	0	-1	-1	1	1	437	445	-1
1600571	225171	0	-1	-1	1	1	419	427	-1
1600572	225172	0	-1	-1	1	1	419	427	-1
1600573	225173	0	-1	-1	1	1	419	427	-1
1600574	225174	0	-1	-1	1	1	419	427	-1
1600600	225200	0	-1	-1	1	1	437	445	-1
1600601	225201	0	-1	-1	1	1	407	418	-1
1600602	225202	0	-1	-1	1	1	407	418	-1
1600603	225203	0	-1	-1	1	1	407	418	-1
1600604	225204	0	-1	-1	1	1	407	418	-1
1600610	225210	0	-1	-1	1	1	437	445	-1
1600611	225211	0	-1	-1	1	1	419	427	-1
1600612	225212	0	-1	-1	1	1	419	427	-1
1600613	225213	0	-1	-1	1	1	419	427	-1
1600614	225214	0	-1	-1	1	1	419	427	-1
1600620	225220	0	-1	-1	1	1	437	445	-1
1600621	225221	0	-1	-1	1	1	428	436	-1
1600622	225222	0	-1	-1	1	1	428	436	-1
1600623	225223	0	-1	-1	1	1	428	436	-1
1600624	225224	0	-1	-1	1	1	428	436	-1
1600630	225230	0	-1	-1	1	1	437	445	-1
1600631	225231	0	-1	-1	1	1	407	418	-1
1600632	225232	0	-1	-1	1	1	407	418	-1
1600633	225233	0	-1	-1	1	1	407	418	-1
1600634	225234	0	-1	-1	1	1	407	418	-1
1600640	225240	0	-1	-1	1	1	437	445	-1
1600641	225241	0	-1	-1	1	1	428	436	-1
1600642	225242	0	-1	-1	1	1	428	436	-1
1600643	225243	0	-1	-1	1	1	428	436	-1
1600644	225244	0	-1	-1	1	1	428	436	-1
1600650	225250	0	-1	-1	1	1	437	445	-1
1600651	225251	0	-1	-1	1	1	419	427	-1
1600652	225252	0	-1	-1	1	1	419	427	-1
1600653	225253	0	-1	-1	1	1	419	427	-1
1600654	225254	0	-1	-1	1	1	419	427	-1
1600660	225260	0	-1	-1	1	1	437	445	-1
1600661	225261	0	-1	-1	1	1	428	436	-1
1600662	225262	0	-1	-1	1	1	428	436	-1
1600663	225263	0	-1	-1	1	1	428	436	-1
1600664	225264	0	-1	-1	1	1	428	436	-1
1600670	225270	0	-1	-1	1	1	437	445	-1
1600671	225271	0	-1	-1	1	1	419	427	-1
1600672	225272	0	-1	-1	1	1	419	427	-1
1600673	225273	0	-1	-1	1	1	419	427	-1
1600674	225274	0	-1	-1	1	1	419	427	-1
1600700	225300	0	-1	-1	1	1	437	445	-1
1600701	225301	0	-1	-1	1	1	407	418	-1
1600702	225302	0	-1	-1	1	1	407	418	-1
1600703	225303	0	-1	-1	1	1	407	418	-1
1600704	225304	0	-1	-1	1	1	407	418	-1
1600710	225310	0	-1	-1	1	1	437	445	-1
1600711	225311	0	-1	-1	1	1	419	427	-1
1600712	225312	0	-1	-1	1	1	419	427	-1
1600713	225313	0	-1	-1	1	1	419	427	-1
1600714	225314	0	-1	-1	1	1	419	427	-1
1600720	225320	0	-1	-1	1	1	437	445	-1
1600721	225321	0	-1	-1	1	1	428	436	-1
1600722	225322	0	-1	-1	1	1	428	436	-1
1600723	225323	0	-1	-1	1	1	428	436	-1
1600724	225324	0	-1	-1	1	1	428	436	-1
1600730	225330	0	-1	-1	1	1	437	445	-1
1600731	225331	0	-1	-1	1	1	419	427	-1
1600732	225332	0	-1	-1	1	1	419	427	-1
1600733	225333	0	-1	-1	1	1	419	427	-1
1600734	225334	0	-1	-1	1	1	419	427	-1
1600740	225340	0	-1	-1	1	1	437	445	-1
1600741	225341	0	-1	-1	1	1	407	418	-1
1600742	225342	0	-1	-1	1	1	407	418	-1
1600743	225343	0	-1	-1	1	1	407	418	-1
1600744	225344	0	-1	-1	1	1	407	418	-1
1600750	225350	0	-1	-1	1	1	437	445	-1
1600751	225351	0	-1	-1	1	1	419	427	-1
1600752	225352	0	-1	-1	1	1	419	427	-1
1600753	225353	0	-1	-1	1	1	419	427	-1
1600754	225354	0	-1	-1	1	1	419	427	-1
1600760	225360	0	-1	-1	1	1	437	445	-1
1600761	225361	0	-1	-1	1	1	419	427	-1
1600762	225362	0	-1	-1	1	1	419	427	-1
1600763	225363	0	-1	-1	1	1	419	427	-1
1600764	225364	0	-1	-1	1	1	419	427	-1
1600770	225370	0	-1	-1	1	1	437	445	-1
1600771	225371	0	-1	-1	1	1	428	436	-1
1600772	225372	0	-1	-1	1	1	428	436	-1
1600773	225373	0	-1	-1	1	1	428	436	-1
1600774	225374	0	-1	-1	1	1	428	436	-1
1600815	226021	6113	84.33	89.88	1	1	-1	-1	-1
1600816	226022	6113	84.26	97.54	1	1	-1	-1	-1
1600817	226023	6113	33.12	45.21	1	1	-1	-1	-1
1600818	226039	6113	35.44	94.01	1	1	-1	-1	-1
1600819	225400	0	-1	-1	1	1	437	445	-1
1600820	225401	0	-1	-1	1	1	437	445	-1
1600821	225402	0	-1	-1	1	1	437	445	-1
1600822	225403	0	-1	-1	1	1	437	445	-1
1600823	225404	0	-1	-1	1	1	437	445	-1
1600824	225405	0	-1	-1	1	1	437	445	-1
1600825	225406	0	-1	-1	1	1	437	445	-1
1600826	225407	0	-1	-1	1	1	437	445	-1
1600827	225408	0	35.68	28.49	1	1	411	415	-1
1600828	225409	0	-1	-1	1	1	437	445	-1
1600829	225410	0	-1	-1	1	1	437	445	-1
1600830	225411	0	-1	-1	1	1	437	445	-1
1600831	225412	0	-1	-1	1	1	437	445	-1
1600832	225413	0	-1	-1	1	1	437	445	-1
1600833	225414	0	-1	-1	1	1	437	445	-1
1600834	225415	0	-1	-1	1	1	437	445	-1
1600835	225416	0	-1	-1	1	1	437	445	-1
1600836	225417	0	35.68	28.49	1	1	428	436	-1
1600837	225418	0	-1	-1	1	1	437	445	-1
1600838	225419	0	-1	-1	1	1	437	445	-1
1600839	225420	0	-1	-1	1	1	437	445	-1
1600840	225421	0	-1	-1	1	1	437	445	-1
1600841	225422	0	-1	-1	1	1	437	445	-1
1600842	225423	0	-1	-1	1	1	437	445	-1
1600843	225424	0	-1	-1	1	1	437	445	-1
1600844	225425	0	-1	-1	1	1	437	445	-1
1600845	225426	0	35.68	28.49	1	1	419	427	-1
1600846	226024	6113	40.8	46.54	1	1	-1	-1	-1
1600847	226025	6113	39.03	141.41	1	1	-1	-1	-1
1600848	226026	6113	32.11	141.09	1	1	-1	-1	-1
1600849	226027	6114	84.33	89.88	1	1	-1	-1	-1
1600850	226028	6114	84.26	97.54	1	1	-1	-1	-1
1600851	226029	6114	33.12	45.21	1	1	-1	-1	-1
1600852	226030	6114	40.8	46.54	1	1	-1	-1	-1
1600853	226031	6114	39.03	141.41	1	1	-1	-1	-1
1600854	226032	6114	32.11	141.09	1	1	-1	-1	-1
1600855	226033	6115	84.33	89.88	1	1	-1	-1	-1
1600856	226034	6115	84.26	97.54	1	1	-1	-1	-1
1600857	226035	6115	33.12	45.21	1	1	-1	-1	-1
1600858	226036	6115	40.8	46.54	1	1	-1	-1	-1
1600859	226037	6115	39.03	141.41	1	1	-1	-1	-1
1600860	226038	6115	32.11	141.09	1	1	-1	-1	-1
1600861	226040	6114	35.44	94.01	1	1	-1	-1	-1
1600862	226041	6115	35.44	94.01	1	1	-1	-1	-1
1600900	225408	0	111.16	95.55	1	1	411	415	-1
1600901	225408	0	47.64	162.38	1	1	411	415	-1
1600902	225417	0	111.16	95.55	1	1	416	420	-1
1600903	225417	0	47.64	162.38	1	1	416	420	-1
1600904	225426	0	111.16	95.55	1	1	416	420	-1
1600905	225426	0	47.64	162.38	1	1	416	420	-1
1600906	999	6113	34	51.5	1	1	-1	-1	-1
1600907	999	6113	37	51.5	1	1	-1	-1	-1
1600908	999	6113	78	95	1	1	-1	-1	-1
1601000	999	6113	78	93	1	1	-1	-1	-1
1601001	999	6113	34	136.5	1	1	-1	-1	-1
1601002	999	6113	37	136.5	1	1	-1	-1	-1
1601003	999	6114	34	51.5	1	1	-1	-1	-1
1601004	999	6114	37	51.5	1	1	-1	-1	-1
1601005	999	6114	78	95	1	1	-1	-1	-1
1601006	999	6114	78	93	1	1	-1	-1	-1
1601007	999	6114	34	136.5	1	1	-1	-1	-1
1601008	999	6114	37	136.5	1	1	-1	-1	-1
1601009	999	6115	34	51.5	1	1	-1	-1	-1
1601010	999	6115	37	51.5	1	1	-1	-1	-1
1601011	999	6115	78	95	1	1	-1	-1	-1
1601012	999	6115	78	93	1	1	-1	-1	-1
1601013	999	6115	34	136.5	1	1	-1	-1	-1
1601014	999	6115	37	136.5	1	1	-1	-1	-1
1601015	999	6113	35.5	51.5	1	1	-1	-1	-1
1601016	999	6113	78	94	1	1	-1	-1	-1
1601017	999	6113	35.5	136.5	1	1	-1	-1	-1
1601018	999	6114	35.5	51.5	1	1	-1	-1	-1
1601019	999	6114	78	94	1	1	-1	-1	-1
1601020	999	6114	35.5	136.5	1	1	-1	-1	-1
1601021	999	6115	35.5	51.5	1	1	-1	-1	-1
1601022	999	6115	78	94	1	1	-1	-1	-1
1601023	999	6115	35.5	136.5	1	1	-1	-1	-1
1601100	225500	0	-1	-1	1	1	437	445	-1
1601101	225501	0	-1	-1	1	1	407	418	-1
1601102	225502	0	-1	-1	1	1	407	418	-1
1601103	225503	0	-1	-1	1	1	407	418	-1
1601104	225504	0	-1	-1	1	1	407	418	-1
1601110	225510	0	-1	-1	1	1	437	445	-1
1601111	225511	0	-1	-1	1	1	419	427	-1
1601112	225512	0	-1	-1	1	1	419	427	-1
1601113	225513	0	-1	-1	1	1	419	427	-1
1601114	225514	0	-1	-1	1	1	419	427	-1
1601120	225520	0	-1	-1	1	1	437	445	-1
1601121	225521	0	-1	-1	1	1	428	436	-1
1601122	225522	0	-1	-1	1	1	428	436	-1
1601123	225523	0	-1	-1	1	1	428	436	-1
1601124	225524	0	-1	-1	1	1	428	436	-1
1601130	225530	0	-1	-1	1	1	437	445	-1
1601131	225531	0	-1	-1	1	1	419	427	-1
1601132	225532	0	-1	-1	1	1	419	427	-1
1601133	225533	0	-1	-1	1	1	419	427	-1
1601134	225534	0	-1	-1	1	1	419	427	-1
1601140	225540	0	-1	-1	1	1	437	445	-1
1601141	225541	0	-1	-1	1	1	428	436	-1
1601142	225542	0	-1	-1	1	1	428	436	-1
1601143	225543	0	-1	-1	1	1	428	436	-1
1601144	225544	0	-1	-1	1	1	428	436	-1
1601150	225550	0	-1	-1	1	1	437	445	-1
1601151	225551	0	-1	-1	1	1	428	436	-1
1601152	225552	0	-1	-1	1	1	428	436	-1
1601153	225553	0	-1	-1	1	1	428	436	-1
1601154	225554	0	-1	-1	1	1	428	436	-1
1601160	225560	0	-1	-1	1	1	437	445	-1
1601161	225561	0	-1	-1	1	1	407	418	-1
1601162	225562	0	-1	-1	1	1	407	418	-1
1601163	225563	0	-1	-1	1	1	407	418	-1
