INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
535	斯托克·弗农	83	0	16832	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	576	722	2530	164	352	193
536	帕姬·萨布丽娜	83	2	16648	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	650	741	2032	137	251	229
537	艾德·利安德尔	83	0	16660	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	611	698	2560	156	322	188
538	斯特林·拜伦	87	1	18896	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	730	856	1780	241	254	332
539	艾丹·古斯塔夫	90	1	19036	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	718	871	1681	235	287	324
540	大卫·杰伊	85	0	17484	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	623	786	2668	159	316	186
541	波琳·佐伊	85	2	17320	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	637	808	2146	150	257	241
542	艾登·爱迪生	87	1	18924	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	707	860	1737	224	285	329
543	大卫·詹森	87	1	18336	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	706	834	1736	233	256	311
544	大卫·杰罗姆	87	1	18372	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	737	799	1698	240	254	325
545	米勒·阿尔文	87	1	18976	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	739	833	1840	226	279	326
546	艾维·赫墨拉	83	2	16600	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	668	730	2049	144	236	229
547	克顿·萨	85	0	17176	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	623	728	2735	158	331	184
548	霍克·斐迪南	87	1	18480	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	855	1842	225	277	317
549	玛丽娅·凯罗尔	83	2	16740	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	674	740	2062	155	250	215
550	苏·贝丝	83	2	16704	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	599	795	2210	142	243	223
551	苏珊·克里斯汀	83	2	16800	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	615	822	1985	136	237	221
552	凯尔西·洛拉	85	2	17072	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	617	809	2176	150	258	225
553	韦尔·乔蒂	87	1	18568	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	698	868	1695	215	260	315
554	克顿·伊迪丝	87	1	18664	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	669	870	1791	238	276	327
555	亚伯·宾	83	0	16888	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	573	748	2495	154	354	179
556	雷克·格吉尔	85	0	17172	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	586	747	2670	150	352	187
557	艾达·爱斯特尔	85	2	17040	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	610	811	2231	142	261	218
558	亚伦·弗瑞德	87	1	18192	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	859	1818	230	253	303
559	扬·卡斯帕	83	0	16928	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	637	707	2521	161	332	180
560	克顿·多明尼克	87	1	18388	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	693	829	1763	226	286	303
561	波琳·汉纳	83	2	16812	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	614	783	2165	140	255	226
562	伯德·高德佛里	87	1	18400	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	829	1877	226	288	328
563	福克斯·卡梅伦	83	0	16860	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	594	714	2528	163	354	185
564	艾登·哈里森	87	1	18552	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	856	1869	226	280	319
565	布朗·达伦	87	1	18628	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	902	1729	241	261	327
566	福克斯·希尔顿	83	0	16956	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	608	724	2450	157	346	189
567	艾达·娜塔莎	85	2	17424	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	663	824	2214	141	247	216
568	布尔·萨米	83	0	16712	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	596	723	2554	160	329	178
569	杰瑞·凯希	90	1	19144	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	727	892	1863	221	259	318
570	巴奈特·弗兰克	87	1	18852	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	736	865	1851	237	266	293
571	珀尔·梅蜜	83	2	16612	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	611	786	2028	154	254	215
572	达茜·卡特琳娜	83	2	16796	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	639	749	1969	155	265	242
573	艾米瑞达·堂娜	83	2	16232	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	752	1960	149	252	226
574	怀特·莱斯利	85	0	17012	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	615	711	2453	153	350	198
575	郎曼·波顿	85	0	17064	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	623	708	2667	152	349	179
576	玛西娅·迦娜	83	2	16736	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	806	1959	143	245	242
577	菲尔德·达尼尔	87	1	18312	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	685	817	1687	215	281	327
578	保拉·百丽儿	83	2	16616	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	614	792	2039	143	245	215
579	亚伦·克莱曼	85	1	17912	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	664	810	1857	214	256	313
580	芬格·嘉比里拉	83	0	16668	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	594	714	2590	155	328	181
581	乔治·克莱斯特	83	0	16864	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	600	713	2682	160	338	181
582	雷克·哈利	83	0	16948	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	620	725	2631	156	317	186
583	菲尔德·爱得拉	87	1	18224	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	668	842	1733	222	266	318
584	扬·伯尼	87	1	18364	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	688	838	1803	226	286	292
585	里德·阿尔文	85	0	17224	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	605	754	2541	163	345	187
586	里德·道格拉斯	87	1	18892	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	699	876	1780	218	285	313
587	肖特·爱得拉	85	0	17400	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	611	766	2570	148	343	191
588	库克·诺亚	87	1	18432	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	723	813	1711	220	263	323
589	斯托克·达尼尔	83	0	16744	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	630	695	2528	149	312	196
590	库克·路易斯	87	1	18612	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	671	900	1738	234	257	313
591	大卫·肯尼迪	87	1	18960	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	689	900	1772	217	269	324
592	菲尔德·杰罗姆	83	0	16676	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	623	701	2599	159	316	177
593	芬格·安格斯	83	0	16616	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	573	724	2558	153	331	186
594	布尔·奥特曼	83	0	16896	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	584	711	2705	154	352	187
595	库克·范	83	0	16704	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	572	761	2465	159	325	176
596	简·克劳瑞丝	83	2	16396	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	643	731	2109	152	235	222
597	艾琳·克里斯汀	85	2	17080	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	635	782	2161	138	256	239
598	艾丽丝·克莱尔	83	2	16548	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	650	737	1982	148	249	227
599	福克斯·柏宜斯	90	1	19392	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	729	897	1805	238	281	325
600	亚当·洛兰	85	0	17032	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	633	752	2434	156	318	175
601	福克斯·兰斯	87	1	18408	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	716	823	1682	221	263	320
602	大卫·弗农	87	1	18804	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	682	874	1831	217	275	326
603	大卫·艾塞亚	83	0	16744	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	569	741	2640	149	323	189
604	享特·韦恩	85	1	17840	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	659	807	1794	240	269	304
605	安·丝特拉	85	2	17096	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	668	779	2007	146	247	235
606	亚伦·巴萨罗穆	87	1	18464	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	711	863	1658	230	257	300
607	米勒·霍伯特	83	0	16696	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	610	720	2517	147	320	178
608	肯特·哈里森	83	0	16788	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	606	728	2483	151	333	176
609	享特·奥尔瑟雅	83	0	16844	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	586	738	2550	154	328	191
610	凯尔西·依娃	83	2	16684	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	627	747	2107	142	254	240
611	郎曼·米奇	87	1	18844	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	725	881	1710	239	254	313
612	本·霍根	83	0	16896	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	589	728	2652	159	331	191
613	玛西娅·艾许莉	85	2	17064	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	646	811	1967	151	244	228
614	特纳·赛得里克	87	1	18428	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	702	843	1696	218	270	308
615	克顿·强尼	85	0	17180	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	598	743	2619	156	348	189
616	艾德·丹普斯	87	1	18052	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	678	813	1725	221	266	316
617	布鲁克·威利	87	1	18288	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	716	826	1703	215	259	304
618	大卫·马尔斯	83	0	16920	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	599	744	2602	160	314	190
619	米勒·丹尼斯	85	0	17176	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	632	730	2584	153	340	179
620	艾比·卡特里娜	83	2	16484	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	616	740	2061	152	258	233
621	伯德·加菲尔德	87	1	18024	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	702	803	1716	232	253	312
622	波琳·塞尔玛	85	2	17368	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	654	805	2149	143	252	238
623	卡特·艾理斯	85	1	17888	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	681	820	1725	236	257	294
624	米勒·克劳德	83	0	16916	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	615	709	2550	151	345	183
625	米尔·德	87	1	18548	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	692	847	1746	223	272	322
626	艾米瑞达·柏莎	83	2	16396	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	621	747	1985	141	239	237
627	史密斯·特里	83	0	16748	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	604	694	2660	156	335	187
628	玛乔丽·莫琳	83	2	16984	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	646	782	2017	150	259	227
629	简·尔莎	83	2	16828	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	605	794	2133	145	252	232
630	凯尔西·贝基	83	2	16628	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	621	771	2074	147	254	218
631	雷克·克拉克	87	1	18840	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	721	889	1734	215	266	295
632	芭比·米娜	83	2	16988	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	626	803	2164	145	246	225
633	贝克·安东莞	85	0	17044	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	591	735	2670	157	334	196
634	汉德·伦道夫	90	1	19008	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	718	883	1786	228	281	304
635	艾比·黛儿	83	2	16244	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	748	2014	145	247	231
636	玛莎·琳赛	85	2	17224	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	662	803	1969	146	252	232
637	珀尔·阿德莱德	83	2	16564	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	605	779	2001	149	255	224
638	波琳·斯莱瑞	83	2	16272	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	605	730	2155	138	246	231
639	艾达·尔莎	83	2	16700	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	616	779	2160	150	237	232
640	亚伯·艾伦	87	1	18496	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	878	1793	223	266	324
641	布莱恩·安其罗	87	1	18060	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	657	840	1749	232	258	316
642	希尔·托马斯	87	1	18260	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	690	819	1772	227	273	312
643	特纳·凯希	83	0	16896	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	603	738	2485	152	321	194
644	爱丽丝·萨瓦娜	83	2	16956	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	655	763	2082	151	249	237
645	伍德·哈帝	87	1	18452	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	715	835	1714	222	255	319
646	朱莉·贝蒂	83	2	16308	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	599	756	2077	143	243	226
647	达茜·贾斯敏	83	2	16744	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	626	789	2010	140	238	232
648	巴德·奥斯汀	83	0	16476	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	598	715	2444	149	315	180
649	苏·波莉	83	2	16012	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	594	736	1993	148	237	228
650	里德·奥古斯汀	83	0	16804	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	598	747	2494	148	318	181
651	贝克·吉姆	83	0	16840	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	590	745	2646	154	317	181
652	凯拉·塞丽娜	83	2	16444	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	628	742	2047	137	240	234
653	芭比·旺达	85	2	17148	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	649	797	2123	149	245	233
654	本·卡斯帕	83	0	16580	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	606	697	2445	145	331	187
655	艾米丽·乔娜	85	2	17008	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	631	805	2114	137	248	224
656	芬格·埃迪	87	1	18068	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	704	800	1662	215	270	308
657	肖特·康奈尔	83	0	16876	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	580	759	2557	159	315	192
658	亚伦·杰西	87	1	18320	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	659	851	1699	225	278	321
659	米尔·约翰	87	1	18588	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	713	852	1767	224	264	307
660	芬格·弗朗西斯	87	1	18892	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	718	883	1800	237	268	301
661	希尔·伊甸	87	1	18548	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	718	824	1805	221	265	320
662	简·玛蒂尔达	83	2	16612	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	619	767	2061	148	252	225
663	贝克·奥古斯汀	85	1	17636	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	802	1787	221	254	303
664	米尔·弗恩	85	1	17928	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	659	800	1818	224	277	312
665	乔治·杜克	87	1	18544	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	681	866	1666	228	271	322
666	雷克·马歇尔	83	0	16768	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	590	741	2539	149	314	190
667	达茜·苏菲	83	2	16764	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	619	771	2102	150	257	231
668	伯德·毕夏普	83	0	16716	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	565	734	2639	156	336	183
669	艾琳·戴茜	83	2	16052	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	604	744	1995	146	236	216
670	苏珊·朱丽叶	83	2	16872	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	629	790	2088	144	246	228
671	爱丽丝·科瑞恩	83	2	16464	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	614	765	1973	137	256	219
672	里德·鲍比	83	0	16572	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	573	736	2492	154	315	191
673	巴克·维克多	85	1	17984	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	665	824	1693	223	269	310
674	巴德·柏格	87	1	18048	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	656	835	1682	223	274	312
675	亚当·加里	83	0	16824	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	599	731	2521	158	329	184
676	玛丽娅·贝基	83	2	16712	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	642	766	1982	142	241	235
677	巴奈特·哈威	83	0	16736	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	601	714	2583	159	329	182
678	雷克·麦克	83	0	16308	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	585	704	2426	146	318	182
679	艾丽丝·艾梦儿	83	2	16364	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	608	749	2089	139	255	218
680	艾丽莎·玛德琳	83	2	16616	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	653	728	2036	149	251	234
681	肯特·达尔文	87	1	18496	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	687	875	1675	230	263	308
682	玛莎·玛米	83	2	16572	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	611	792	2095	142	237	215
683	芭迪·奥尔布达	83	2	16688	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	639	743	2128	146	255	229
684	菲尔德·毕维斯	83	0	16648	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	598	693	2629	145	343	177
685	爱丽丝·艾梦儿	83	2	16396	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	617	747	2134	146	246	219
686	亚伯·安东尼奥	83	0	16712	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	581	733	2509	148	332	185
687	艾丹·罗伯特	87	1	18456	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	688	860	1683	222	271	309
688	芭比·伊斯乔娜	83	2	16520	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	639	752	1962	144	244	227
689	克顿·斐迪南	87	1	18552	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	664	877	1700	223	276	321
690	芭迪·詹米	83	2	16552	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	645	729	2020	144	257	229
691	本·杰克逊	85	1	17988	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	710	806	1721	232	253	296
692	里德·柏得温	83	0	16680	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	613	697	2436	156	334	190
693	凯拉·梅甘	83	2	16472	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	600	788	2094	138	240	215
694	斯托克·亚尔林	85	1	17996	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	812	1788	218	260	312
695	史密斯·托德	87	1	18272	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	671	855	1798	224	271	296
696	玛乔丽·昆蒂娜	83	2	16272	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	604	739	2058	149	243	235
697	乔治·加菲尔德	87	1	18460	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	693	863	1781	231	260	302
698	卡门·露露	83	2	16776	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	608	790	2103	138	250	232
699	妮可·雷奥妮	83	2	16344	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	597	773	2019	143	235	229
700	修·艾塞亚	85	1	17832	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	811	1748	230	257	299
701	郎曼·亚特兰特	83	0	16884	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	608	732	2567	156	324	182
702	雷克·达伦	85	1	17688	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	670	800	1759	225	255	299
703	卡门·伊菲尔	83	2	16684	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	615	779	2136	138	245	226
704	享特·艾富里	85	1	17952	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	673	822	1676	232	267	303
705	布朗·阿尔杰	83	0	16152	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	565	692	2464	156	328	180
706	艾维·特里娜	83	2	16244	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	611	750	1984	145	235	229
707	艾比·尤妮斯	83	2	16612	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	607	771	2116	142	249	231
708	巴德·托马斯	83	0	16580	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	615	711	2433	151	318	178
709	布鲁克·贾斯汀	87	1	18432	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	705	845	1667	234	262	314
710	福克斯·卡尔	87	1	18104	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	700	805	1673	217	272	308
711	克顿·加百利	87	1	18308	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	679	864	1761	228	259	299
712	福克斯·卡斯帕	87	1	18208	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	681	859	1723	220	258	295
713	怀特·阿波罗	83	0	16396	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	692	2626	147	334	188
714	肖特·埃尔韦拉	87	1	18272	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	661	860	1749	231	262	315
