INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
226252	蛇发女妖·灭世	2	226252	0	2	285	10	10	10	10	92400	110880	92400	110880	22176	18480	18480	0	7507500	3696	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226253	巨脊兽·灭世	2	226253	0	2	285	10	10	10	10	93100	111720	93100	111720	22344	18620	18620	0	4538625	3724	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226254	人面毒蝎·灭世	2	226254	0	2	285	10	10	10	10	93800	112560	93800	112560	22512	18760	18760	0	10669750	3752	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226260	变异木乃伊·灭世	2	226260	0	2	290	10	10	10	10	98000	117600	98000	117600	23520	19600	19600	0	7962500	3920	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226261	破坏骑士·灭世	2	226261	0	2	290	10	10	10	10	98700	118440	98700	118440	23688	19740	19740	0	8019375	3948	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226262	变异木乃伊·灭世	2	226262	0	2	290	10	10	10	10	99400	119280	99400	119280	23856	19880	19880	0	8076250	3976	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226263	人面毒蝎·灭世	2	226263	0	2	290	10	10	10	10	100100	120120	100100	120120	24024	20020	20020	0	4879875	4004	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226264	破坏骑士·灭世	2	226264	0	2	290	10	10	10	10	100800	120960	100800	120960	24192	20160	20160	0	11466000	4032	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226270	变异木乃伊·灭世	2	226270	0	2	290	10	10	10	10	101500	121800	101500	121800	24360	20300	20300	0	8246875	4060	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226271	破坏骑士·灭世	2	226271	0	2	290	10	10	10	10	102200	122640	102200	122640	24528	20440	20440	0	8303750	4088	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226272	变异木乃伊·灭世	2	226272	0	2	290	10	10	10	10	102900	123480	102900	123480	24696	20580	20580	0	8360625	4116	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226273	人面毒蝎·灭世	2	226273	0	2	290	10	10	10	10	103600	124320	103600	124320	24864	20720	20720	0	5050500	4144	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226274	破坏骑士·灭世	2	226274	0	2	290	10	10	10	10	104300	125160	104300	125160	25032	20860	20860	0	11864125	4172	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226300	虚空元素·灭世	2	226300	0	2	295	10	10	10	10	75000	90000	75000	90000	18000	15000	15000	0	6093750	3000	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226301	深渊元素·灭世	2	226301	0	2	295	10	10	10	10	76000	91200	76000	91200	18240	15200	15200	0	6175000	3040	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226302	虚空元素·灭世	2	226302	0	2	295	10	10	10	10	77000	92400	77000	92400	18480	15400	15400	0	6256250	3080	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226303	虚空龙·灭世	2	226303	0	2	295	10	10	10	10	78000	93600	78000	93600	18720	15600	15600	0	3802500	3120	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226304	虚空恐魔·灭世	2	226304	0	2	295	10	10	10	10	79000	94800	79000	94800	18960	15800	15800	0	8986250	3160	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226310	虚空元素·灭世	2	226310	0	2	295	10	10	10	10	80000	96000	80000	96000	19200	16000	16000	0	6500000	3200	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226311	深渊元素·灭世	2	226311	0	2	295	10	10	10	10	81000	97200	81000	97200	19440	16200	16200	0	6581250	3240	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226312	虚空元素·灭世	2	226312	0	2	295	10	10	10	10	82000	98400	82000	98400	19680	16400	16400	0	6662500	3280	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226313	虚空龙·灭世	2	226313	0	2	295	10	10	10	10	83000	99600	83000	99600	19920	16600	16600	0	4046250	3320	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226314	虚空恐魔·灭世	2	226314	0	2	295	10	10	10	10	84000	100800	84000	100800	20160	16800	16800	0	9555000	3360	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226320	天界守卫·灭世	2	226320	0	2	300	10	10	10	10	97500	117000	97500	117000	23400	19500	19500	0	7921875	3900	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226321	深渊元素·灭世	2	226321	0	2	300	10	10	10	10	98500	118200	98500	118200	23640	19700	19700	0	8003125	3940	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226322	天界守卫·灭世	2	226322	0	2	300	10	10	10	10	99500	119400	99500	119400	23880	19900	19900	0	8084375	3980	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226323	虚空恐魔·灭世	2	226323	0	2	300	10	10	10	10	100500	120600	100500	120600	24120	20100	20100	0	4899375	4020	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226324	深渊元素·灭世	2	226324	0	2	300	10	10	10	10	101500	121800	101500	121800	24360	20300	20300	0	11545625	4060	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226330	天界守卫·灭世	2	226330	0	2	300	10	10	10	10	102500	123000	102500	123000	24600	20500	20500	0	8328125	4100	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226331	深渊元素·灭世	2	226331	0	2	300	10	10	10	10	103500	124200	103500	124200	24840	20700	20700	0	8409375	4140	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226332	天界守卫·灭世	2	226332	0	2	300	10	10	10	10	104500	125400	104500	125400	25080	20900	20900	0	8490625	4180	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226333	虚空恐魔·灭世	2	226333	0	2	300	10	10	10	10	105500	126600	105500	126600	25320	21100	21100	0	5143125	4220	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226334	深渊元素·灭世	2	226334	0	2	300	10	10	10	10	106500	127800	106500	127800	25560	21300	21300	0	12114375	4260	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226340	虚空元素·灭世	2	226340	0	2	305	10	10	10	10	125000	150000	125000	150000	30000	25000	25000	0	10156250	5000	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226341	深渊元素·灭世	2	226341	0	2	305	10	10	10	10	126000	151200	126000	151200	30240	25200	25200	0	10237500	5040	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226342	虚空元素·灭世	2	226342	0	2	305	10	10	10	10	127000	152400	127000	152400	30480	25400	25400	0	10318750	5080	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226343	虚空龙·灭世	2	226343	0	2	305	10	10	10	10	128000	153600	128000	153600	30720	25600	25600	0	6240000	5120	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226344	虚空恐魔·灭世	2	226344	0	2	305	10	10	10	10	129000	154800	129000	154800	30960	25800	25800	0	14673750	5160	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226350	虚空元素·灭世	2	226350	0	2	305	10	10	10	10	130000	156000	130000	156000	31200	26000	26000	0	10562500	5200	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226351	深渊元素·灭世	2	226351	0	2	305	10	10	10	10	131000	157200	131000	157200	31440	26200	26200	0	10643750	5240	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226352	虚空元素·灭世	2	226352	0	2	305	10	10	10	10	132000	158400	132000	158400	31680	26400	26400	0	10725000	5280	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226353	虚空龙·灭世	2	226353	0	2	305	10	10	10	10	133000	159600	133000	159600	31920	26600	26600	0	6483750	5320	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226354	虚空恐魔·灭世	2	226354	0	2	305	10	10	10	10	134000	160800	134000	160800	32160	26800	26800	0	15242500	5360	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226360	天界守卫·灭世	2	226360	0	2	310	10	10	10	10	140000	168000	140000	168000	33600	28000	28000	0	11375000	5600	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226361	深渊元素·灭世	2	226361	0	2	310	10	10	10	10	141000	169200	141000	169200	33840	28200	28200	0	11456250	5640	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226362	天界守卫·灭世	2	226362	0	2	310	10	10	10	10	142000	170400	142000	170400	34080	28400	28400	0	11537500	5680	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226363	虚空恐魔·灭世	2	226363	0	2	310	10	10	10	10	143000	171600	143000	171600	34320	28600	28600	0	6971250	5720	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226364	深渊元素·灭世	2	226364	0	2	310	10	10	10	10	144000	172800	144000	172800	34560	28800	28800	0	16380000	5760	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226370	天界守卫·灭世	2	226370	0	2	310	10	10	10	10	145000	174000	145000	174000	34800	29000	29000	0	11781250	5800	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226371	深渊元素·灭世	2	226371	0	2	310	10	10	10	10	146000	175200	146000	175200	35040	29200	29200	0	11862500	5840	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226372	天界守卫·灭世	2	226372	0	2	310	10	10	10	10	147000	176400	147000	176400	35280	29400	29400	0	11943750	5880	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7816	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226373	虚空恐魔·灭世	2	226373	0	2	310	10	10	10	10	148000	177600	148000	177600	35520	29600	29600	0	7215000	5920	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226374	深渊元素·灭世	2	226374	0	2	310	10	10	10	10	149000	178800	149000	178800	35760	29800	29800	0	16948750	5960	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226400	复用·灭世	2	226400	0	2	315	10	10	10	10	82500	99000	82500	99000	19800	16500	16500	0	6703125	3300	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226401	复用·灭世	2	226401	0	2	315	10	10	10	10	83600	100320	83600	100320	20064	16720	16720	0	6792500	3344	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226402	复用·灭世	2	226402	0	2	315	10	10	10	10	84700	101640	84700	101640	20328	16940	16940	0	6881875	3388	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226403	复用·灭世	2	226403	0	2	315	10	10	10	10	85800	102960	85800	102960	20592	17160	17160	0	4182750	3432	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226404	复用·灭世	2	226404	0	2	315	10	10	10	10	86900	104280	86900	104280	20856	17380	17380	0	9884875	3476	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226410	复用·灭世	2	226410	0	2	315	10	10	10	10	88000	105600	88000	105600	21120	17600	17600	0	7150000	3520	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226411	复用·灭世	2	226411	0	2	315	10	10	10	10	89100	106920	89100	106920	21384	17820	17820	0	7239375	3564	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226412	复用·灭世	2	226412	0	2	315	10	10	10	10	90200	108240	90200	108240	21648	18040	18040	0	7328750	3608	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226413	复用·灭世	2	226413	0	2	315	10	10	10	10	91300	109560	91300	109560	21912	18260	18260	0	4450875	3652	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226414	复用·灭世	2	226414	0	2	315	10	10	10	10	92400	110880	92400	110880	22176	18480	18480	0	10510500	3696	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226420	复用·灭世	2	226420	0	2	320	10	10	10	10	107250	128700	107250	128700	25740	21450	21450	0	8714060	4290	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226421	复用·灭世	2	226421	0	2	320	10	10	10	10	108350	130020	108350	130020	26004	21670	21670	0	8803435	4334	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226422	复用·灭世	2	226422	0	2	320	10	10	10	10	109450	131340	109450	131340	26268	21890	21890	0	8892810	4378	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226423	复用·灭世	2	226423	0	2	320	10	10	10	10	110550	132660	110550	132660	26532	22110	22110	0	5389311	4422	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226424	复用·灭世	2	226424	0	2	320	10	10	10	10	111650	133980	111650	133980	26796	22330	22330	0	12700184	4466	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226430	复用·灭世	2	226430	0	2	320	10	10	10	10	112750	135300	112750	135300	27060	22550	22550	0	9160935	4510	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226431	复用·灭世	2	226431	0	2	320	10	10	10	10	113850	136620	113850	136620	27324	22770	22770	0	9250310	4554	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226432	复用·灭世	2	226432	0	2	320	10	10	10	10	114950	137940	114950	137940	27588	22990	22990	0	9339685	4598	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226433	复用·灭世	2	226433	0	2	320	10	10	10	10	116050	139260	116050	139260	27852	23210	23210	0	5657436	4642	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226434	复用·灭世	2	226434	0	2	320	10	10	10	10	117150	140580	117150	140580	28116	23430	23430	0	13325809	4686	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226440	复用·灭世	2	226440	0	2	325	10	10	10	10	137500	165000	137500	165000	33000	27500	27500	0	11171875	5500	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226441	复用·灭世	2	226441	0	2	325	10	10	10	10	138600	166320	138600	166320	33264	27720	27720	0	11261250	5544	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226442	复用·灭世	2	226442	0	2	325	10	10	10	10	139700	167640	139700	167640	33528	27940	27940	0	11350625	5588	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226443	复用·灭世	2	226443	0	2	325	10	10	10	10	140800	168960	140800	168960	33792	28160	28160	0	6864000	5632	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226444	复用·灭世	2	226444	0	2	325	10	10	10	10	141900	170280	141900	170280	34056	28380	28380	0	16141125	5676	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226450	复用·灭世	2	226450	0	2	325	10	10	10	10	143000	171600	143000	171600	34320	28600	28600	0	11618750	5720	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226451	复用·灭世	2	226451	0	2	325	10	10	10	10	144100	172920	144100	172920	34584	28820	28820	0	11708125	5764	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226452	复用·灭世	2	226452	0	2	325	10	10	10	10	145200	174240	145200	174240	34848	29040	29040	0	11797500	5808	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226453	复用·灭世	2	226453	0	2	325	10	10	10	10	146300	175560	146300	175560	35112	29260	29260	0	7132125	5852	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226454	复用·灭世	2	226454	0	2	325	10	10	10	10	147400	176880	147400	176880	35376	29480	29480	0	16766750	5896	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226460	复用·灭世	2	226460	0	2	330	10	10	10	10	154000	184800	154000	184800	36960	30800	30800	0	12512500	6160	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
