INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
12003	8	280000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	280000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12004	0	10	300000088	300000019	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12004	4	20	1	8	20000	-1	-1	-1	-1	-1	-1	-1	3	20000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12005	0	10	300000088	300000019	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12005	8	0	-1	9	-1	-1	5	300000104	-1	-1	-1	-1	3	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12006	0	10	300000089	300000019	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12006	8	280000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	280000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12007	0	10	300000089	300000019	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12007	4	20	1	8	20000	-1	-1	-1	-1	-1	-1	-1	3	20000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12008	0	10	300000089	300000019	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12008	8	0	-1	9	-1	-1	5	300000105	-1	-1	-1	-1	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12015	0	10	300000090	300000019	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12009	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12011	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12013	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12015	8	280000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	280000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12016	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12016	4	20	-1	8	20000	-1	5	300000106	-1	-1	-1	-1	3	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12017	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12019	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12021	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12023	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12025	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12026	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12027	0	130088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
12028	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	300000017	300000018	13	300000007	300000015	7	300000008	300000016	7	300000009	300000019	-1
