INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
406524	魔王咏歌戒指	406004	0	4202505	1	10006	5	1	-1	-1	0	10	5400	3000	406524	-1	-1	-1	224406424	0	1	400	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	802	963	1	120300
406525	魔王圣洁戒指	406005	0	4202505	1	10006	5	1	-1	-1	0	10	6750	3750	406525	-1	-1	-1	224406425	0	1	500	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	1404	1684	1	210600
406526	魔王仙影戒指	406006	0	4202505	1	10006	5	1	-1	-1	0	10	8100	4500	406526	-1	-1	-1	224406426	0	1	600	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	2457	2948	1	368550
406527	魔王辉煌戒指	406007	0	4202505	1	10006	5	1	-1	-1	0	10	9450	5250	406527	-1	-1	-1	224406427	0	1	700	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	4299	5158	1	644850
406528	魔王红羽戒指	406008	0	4202505	1	10006	5	1	-1	-1	0	10	10800	6000	406528	-1	-1	-1	224406428	0	1	800	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	7522	9027	1	1128300
406529	魔王紫灵戒指	406009	0	4202505	1	10006	5	1	-1	-1	0	10	12150	6750	406529	-1	-1	-1	224406429	0	1	900	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	13164	15796	1	1974600
406530	魔王恐惧戒指	406010	0	4202505	1	10006	5	1	-1	-1	0	10	13500	7500	406530	-1	-1	-1	224406430	0	1	1000	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	23037	27644	1	3455550
407001	荆棘手套	407001	0	4210697	1	10007	0	1	-1	-1	0	10	90	600	407001	-1	-1	-1	190407001	0	1	120	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	2	3	0	300
407002	紫莹手套	407002	0	4210697	1	10007	0	1	-1	-1	0	10	180	720	407002	-1	-1	-1	190407002	0	1	144	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	4	5	0	600
407003	碧海手套	407003	0	4210697	1	10007	0	1	-1	-1	0	10	270	900	407003	-1	-1	-1	190407003	0	1	180	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	7	9	0	1050
407004	咏歌手套	407004	0	4210697	1	10007	0	1	-1	-1	0	10	360	1200	407004	-1	-1	-1	190407004	0	1	240	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	13	16	0	1950
407005	圣洁手套	407005	0	4210697	1	10007	0	1	-1	-1	0	10	450	1500	407005	-1	-1	-1	190407005	0	1	300	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	23	28	0	3450
407006	仙影手套	407006	0	4210697	1	10007	0	1	-1	-1	0	10	540	1800	407006	-1	-1	-1	190407006	0	1	360	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	40	49	0	6000
407007	辉煌手套	407007	0	4210697	1	10007	0	1	-1	-1	0	10	630	2100	407007	-1	-1	-1	190407007	0	1	420	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	71	85	0	10650
407008	红羽手套	407008	0	4210697	1	10007	0	1	-1	-1	0	10	720	2400	407008	-1	-1	-1	190407008	0	1	480	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	125	150	0	18750
407009	紫灵手套	407009	0	4210697	1	10007	0	1	-1	-1	0	10	810	2700	407009	-1	-1	-1	190407009	0	1	540	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	219	263	0	32850
407010	恐惧手套	407010	0	4210697	1	10007	0	1	-1	-1	0	10	900	3000	407010	-1	-1	-1	190407010	0	1	600	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	383	460	0	57450
407101	卓越的荆棘手套	407001	0	4210697	1	10007	1	1	-1	-1	0	10	216	720	407101	-1	-1	-1	191407101	0	1	144	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	5	6	0	750
407102	卓越的紫莹手套	407002	0	4210697	1	10007	1	1	-1	-1	0	10	432	864	407102	-1	-1	-1	191407102	0	1	172	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	8	10	0	1200
407103	卓越的碧海手套	407003	0	4210697	1	10007	1	1	-1	-1	0	10	648	1080	407103	-1	-1	-1	191407103	0	1	216	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	15	18	0	2250
407104	卓越的咏歌手套	407004	0	4210697	1	10007	1	1	-1	-1	0	10	864	1440	407104	-1	-1	-1	191407104	0	1	288	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	26	32	0	3900
407105	卓越的圣洁手套	407005	0	4210697	1	10007	1	1	-1	-1	0	10	1080	1800	407105	-1	-1	-1	191407105	0	1	360	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	46	56	0	6900
407106	卓越的仙影手套	407006	0	4210697	1	10007	1	1	-1	-1	0	10	1296	2160	407106	-1	-1	-1	191407106	0	1	432	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	81	98	0	12150
407107	卓越的辉煌手套	407007	0	4210697	1	10007	1	1	-1	-1	0	10	1512	2520	407107	-1	-1	-1	191407107	0	1	504	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	143	171	0	21450
407108	卓越的红羽手套	407008	0	4210697	1	10007	1	1	-1	-1	0	10	1728	2880	407108	-1	-1	-1	191407108	0	1	576	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	250	300	0	37500
407109	卓越的紫灵手套	407009	0	4210697	1	10007	1	1	-1	-1	0	10	1944	3240	407109	-1	-1	-1	191407109	0	1	648	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	438	526	0	65700
407110	卓越的恐惧手套	407010	0	4210697	1	10007	1	1	-1	-1	0	10	2160	3600	407110	-1	-1	-1	191407110	0	1	720	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	767	921	0	115050
407201	精良的荆棘手套	407001	0	4210697	1	10007	2	1	-1	-1	0	10	378	840	407201	-1	-1	-1	192407201	2	1	168	336	1	10	0	2	26	250	-1	1	0	0	-1	10	12	0	1500
407202	精良的紫莹手套	407002	0	4210697	1	10007	2	1	-1	-1	0	10	756	1008	407202	-1	-1	-1	192407202	2	1	201	402	1	10	0	2	26	251	-1	1	0	0	-1	17	21	0	2550
407203	精良的碧海手套	407003	0	4210697	1	10007	2	1	-1	-1	0	10	1134	1260	407203	-1	-1	-1	192407203	2	1	252	504	1	10	0	2	26	252	-1	1	0	0	-1	30	36	0	4500
407204	精良的咏歌手套	407004	0	4210697	1	10007	2	1	-1	-1	0	10	1512	1680	407204	-1	-1	-1	192407204	2	1	336	672	1	10	0	2	26	253	-1	1	0	0	-1	53	64	0	7950
407205	精良的圣洁手套	407005	0	4210697	1	10007	2	1	-1	-1	0	10	1890	2100	407205	-1	-1	-1	192407205	2	1	420	840	1	10	0	2	26	254	-1	1	0	0	-1	93	112	0	13950
407206	精良的仙影手套	407006	0	4210697	1	10007	2	1	-1	-1	0	10	2268	2520	407206	-1	-1	-1	192407206	2	1	504	1008	1	10	0	2	26	255	-1	1	0	0	-1	163	196	0	24450
407207	精良的辉煌手套	407007	0	4210697	1	10007	2	1	-1	-1	0	10	2646	2940	407207	-1	-1	-1	192407207	2	1	588	1176	1	10	0	2	26	256	-1	1	0	0	-1	286	343	0	42900
407208	精良的红羽手套	407008	0	4210697	1	10007	2	1	-1	-1	0	10	3024	3360	407208	-1	-1	-1	192407208	2	1	672	1344	1	10	0	2	26	257	-1	1	0	0	-1	501	601	0	75150
407209	精良的紫灵手套	407009	0	4210697	1	10007	2	1	-1	-1	0	10	3402	3780	407209	-1	-1	-1	192407209	2	1	756	1512	1	10	0	2	26	258	-1	1	0	0	-1	877	1053	0	131550
407210	精良的恐惧手套	407010	0	4210697	1	10007	2	1	-1	-1	0	10	3780	4200	407210	-1	-1	-1	192407210	2	1	840	1680	1	10	0	2	26	259	-1	1	0	0	-1	1535	1842	0	230250
407301	史诗的荆棘手套	407001	0	4210697	1	10007	3	1	-1	-1	0	10	576	960	407301	-1	-1	-1	193407301	2	1	192	99999	1	10	0	2	26	250	-1	1	0	0	-1	25	30	0	3750
407302	史诗的紫莹手套	407002	0	4210697	1	10007	3	1	-1	-1	0	10	1152	1152	407302	-1	-1	-1	193407302	2	1	230	99999	1	10	0	2	26	251	-1	1	0	0	-1	43	52	0	6450
407303	史诗的碧海手套	407003	0	4210697	1	10007	3	1	-1	-1	0	10	1728	1440	407303	-1	-1	-1	193407303	2	1	288	99999	1	10	0	2	26	252	-1	1	0	0	-1	76	91	0	11400
407304	史诗的咏歌手套	407004	0	4210697	1	10007	3	1	-1	-1	0	10	2304	1920	407304	-1	-1	-1	193407304	2	1	384	99999	1	10	0	2	26	253	-1	1	0	0	-1	133	160	0	19950
407305	史诗的圣洁手套	407005	0	4210697	1	10007	3	1	-1	-1	0	10	2880	2400	407305	-1	-1	-1	193407305	2	1	480	99999	1	10	0	2	26	254	-1	1	0	0	-1	234	280	0	35100
407306	史诗的仙影手套	407006	0	4210697	1	10007	3	1	-1	-1	0	10	3456	2880	407306	-1	-1	-1	193407306	2	1	576	99999	1	10	0	2	26	255	-1	1	0	0	-1	409	491	0	61350
407307	史诗的辉煌手套	407007	0	4210697	1	10007	3	1	-1	-1	0	10	4032	3360	407307	-1	-1	-1	193407307	2	1	672	99999	1	10	0	2	26	256	-1	1	0	0	-1	716	859	0	107400
407308	史诗的红羽手套	407008	0	4210697	1	10007	3	1	-1	-1	0	10	4608	3840	407308	-1	-1	-1	193407308	2	1	768	99999	1	10	0	2	26	257	-1	1	0	0	-1	1253	1504	0	187950
407309	史诗的紫灵手套	407009	0	4210697	1	10007	3	1	-1	-1	0	10	5184	4320	407309	-1	-1	-1	193407309	2	1	864	99999	1	10	0	2	26	258	-1	1	0	0	-1	2194	2632	0	329100
407310	史诗的恐惧手套	407010	0	4210697	1	10007	3	1	-1	-1	0	10	5760	4800	407310	-1	-1	-1	193407310	2	1	960	99999	1	10	0	2	26	259	-1	1	0	0	-1	3839	4607	0	575850
407321	史诗的荆棘手套	407001	0	4210697	1	10007	3	1	-1	-1	0	10	576	960	407321	-1	-1	-1	193407321	2	1	192	99999	1	10	0	2	26	250	-1	1	0	0	-1	25	30	0	3750
407322	史诗的紫莹手套	407002	0	4210697	1	10007	3	1	-1	-1	0	10	1152	1152	407322	-1	-1	-1	193407322	2	1	230	99999	1	10	0	2	26	251	-1	1	0	0	-1	43	52	0	6450
407323	史诗的碧海手套	407003	0	4210697	1	10007	3	1	-1	-1	0	10	1728	1440	407323	-1	-1	-1	193407323	2	1	288	99999	1	10	0	2	26	252	-1	1	0	0	-1	76	91	0	11400
407324	史诗的咏歌手套	407004	0	4210697	1	10007	3	1	-1	-1	0	10	2304	1920	407324	-1	-1	-1	193407324	2	1	384	99999	1	10	0	2	26	253	-1	1	0	0	-1	133	160	0	19950
407325	史诗的圣洁手套	407005	0	4210697	1	10007	3	1	-1	-1	0	10	2880	2400	407325	-1	-1	-1	193407325	2	1	480	99999	1	10	0	2	26	254	-1	1	0	0	-1	234	280	0	35100
407326	史诗的仙影手套	407006	0	4210697	1	10007	3	1	-1	-1	0	10	3456	2880	407326	-1	-1	-1	193407326	2	1	576	99999	1	10	0	2	26	255	-1	1	0	0	-1	409	491	0	61350
407327	史诗的辉煌手套	407007	0	4210697	1	10007	3	1	-1	-1	0	10	4032	3360	407327	-1	-1	-1	193407327	2	1	672	99999	1	10	0	2	26	256	-1	1	0	0	-1	716	859	0	107400
407328	史诗的红羽手套	407008	0	4210697	1	10007	3	1	-1	-1	0	10	4608	3840	407328	-1	-1	-1	193407328	2	1	768	99999	1	10	0	2	26	257	-1	1	0	0	-1	1253	1504	0	187950
407329	史诗的紫灵手套	407009	0	4210697	1	10007	3	1	-1	-1	0	10	5184	4320	407329	-1	-1	-1	193407329	2	1	864	99999	1	10	0	2	26	258	-1	1	0	0	-1	2194	2632	0	329100
407330	史诗的恐惧手套	407010	0	4210697	1	10007	3	1	-1	-1	0	10	5760	4800	407330	-1	-1	-1	193407330	2	1	960	99999	1	10	0	2	26	259	-1	1	0	0	-1	3839	4607	0	575850
407401	真·史诗荆棘手套	407001	0	4210697	1	10007	4	1	-1	-1	0	10	900	1200	407401	-1	-1	-1	194407401	2	1	240	99999	1	10	0	2	26	250	-1	1	0	0	-1	75	90	0	11250
407402	真·史诗紫莹手套	407002	0	4210697	1	10007	4	1	-1	-1	0	10	1800	1440	407402	-1	-1	-1	194407402	2	1	288	99999	1	10	0	2	26	251	-1	1	0	0	-1	131	157	0	19650
407403	真·史诗碧海手套	407003	0	4210697	1	10007	4	1	-1	-1	0	10	2700	1800	407403	-1	-1	-1	194407403	2	1	360	99999	1	10	0	2	26	252	-1	1	0	0	-1	229	275	0	34350
407404	真·史诗咏歌手套	407004	0	4210697	1	10007	4	1	-1	-1	0	10	3600	2400	407404	-1	-1	-1	194407404	2	1	480	99999	1	10	0	2	26	253	-1	1	0	0	-1	401	481	0	60150
407405	真·史诗圣洁手套	407005	0	4210697	1	10007	4	1	-1	-1	0	10	4500	3000	407405	-1	-1	-1	194407405	2	1	600	99999	1	10	0	2	26	254	-1	1	0	0	-1	702	842	0	105300
407406	真·史诗仙影手套	407006	0	4210697	1	10007	4	1	-1	-1	0	10	5400	3600	407406	-1	-1	-1	194407406	2	1	720	99999	1	10	0	2	26	255	-1	1	0	0	-1	1228	1474	0	184200
407407	真·史诗辉煌手套	407007	0	4210697	1	10007	4	1	-1	-1	0	10	6300	4200	407407	-1	-1	-1	194407407	2	1	840	99999	1	10	0	2	26	256	-1	1	0	0	-1	2149	2579	0	322350
407408	真·史诗红羽手套	407008	0	4210697	1	10007	4	1	-1	-1	0	10	7200	4800	407408	-1	-1	-1	194407408	2	1	960	99999	1	10	0	2	26	257	-1	1	0	0	-1	3761	4513	0	564150
407409	真·史诗紫灵手套	407009	0	4210697	1	10007	4	1	-1	-1	0	10	8100	5400	407409	-1	-1	-1	194407409	2	1	1080	99999	1	10	0	2	26	258	-1	1	0	0	-1	6582	7898	0	987300
407410	真·史诗恐惧手套	407010	0	4210697	1	10007	4	1	-1	-1	0	10	9000	6000	407410	-1	-1	-1	194407410	2	1	1200	99999	1	10	0	2	26	259	-1	1	0	0	-1	11518	13822	0	1727700
407421	真·史诗荆棘手套	407001	0	4210697	1	10007	4	1	-1	-1	0	10	900	1200	407421	-1	-1	-1	194407421	2	1	240	99999	1	10	0	2	26	250	-1	1	0	0	-1	75	90	0	11250
407422	真·史诗紫莹手套	407002	0	4210697	1	10007	4	1	-1	-1	0	10	1800	1440	407422	-1	-1	-1	194407422	2	1	288	99999	1	10	0	2	26	251	-1	1	0	0	-1	131	157	0	19650
407423	真·史诗碧海手套	407003	0	4210697	1	10007	4	1	-1	-1	0	10	2700	1800	407423	-1	-1	-1	194407423	2	1	360	99999	1	10	0	2	26	252	-1	1	0	0	-1	229	275	0	34350
407424	真·史诗咏歌手套	407004	0	4210697	1	10007	4	1	-1	-1	0	10	3600	2400	407424	-1	-1	-1	194407424	2	1	480	99999	1	10	0	2	26	253	-1	1	0	0	-1	401	481	0	60150
407425	真·史诗圣洁手套	407005	0	4210697	1	10007	4	1	-1	-1	0	10	4500	3000	407425	-1	-1	-1	194407425	2	1	600	99999	1	10	0	2	26	254	-1	1	0	0	-1	702	842	0	105300
407426	真·史诗仙影手套	407006	0	4210697	1	10007	4	1	-1	-1	0	10	5400	3600	407426	-1	-1	-1	194407426	2	1	720	99999	1	10	0	2	26	255	-1	1	0	0	-1	1228	1474	0	184200
407427	真·史诗辉煌手套	407007	0	4210697	1	10007	4	1	-1	-1	0	10	6300	4200	407427	-1	-1	-1	194407427	2	1	840	99999	1	10	0	2	26	256	-1	1	0	0	-1	2149	2579	0	322350
407428	真·史诗红羽手套	407008	0	4210697	1	10007	4	1	-1	-1	0	10	7200	4800	407428	-1	-1	-1	194407428	2	1	960	99999	1	10	0	2	26	257	-1	1	0	0	-1	3761	4513	0	564150
407429	真·史诗紫灵手套	407009	0	4210697	1	10007	4	1	-1	-1	0	10	8100	5400	407429	-1	-1	-1	194407429	2	1	1080	99999	1	10	0	2	26	258	-1	1	0	0	-1	6582	7898	0	987300
407430	真·史诗恐惧手套	407010	0	4210697	1	10007	4	1	-1	-1	0	10	9000	6000	407430	-1	-1	-1	194407430	2	1	1200	99999	1	10	0	2	26	259	-1	1	0	0	-1	11518	13822	0	1727700
407501	魔王荆棘手套	407001	0	4210697	1	10007	5	1	-1	-1	0	10	1620	1800	407501	-1	-1	-1	194407401	2	1	240	99999	1	10	0	2	26	250	-1	1	0	0	-1	150	180	1	22500
407502	魔王紫莹手套	407002	0	4210697	1	10007	5	1	-1	-1	0	10	3240	2160	407502	-1	-1	-1	194407402	2	1	288	99999	1	10	0	2	26	251	-1	1	0	0	-1	262	315	1	39300
407503	魔王碧海手套	407003	0	4210697	1	10007	5	1	-1	-1	0	10	4860	2700	407503	-1	-1	-1	194407403	2	1	360	99999	1	10	0	2	26	252	-1	1	0	0	-1	459	550	1	68850
407504	魔王咏歌手套	407004	0	4210697	1	10007	5	1	-1	-1	0	10	6480	3600	407504	-1	-1	-1	194407404	2	1	480	99999	1	10	0	2	26	253	-1	1	0	0	-1	802	963	1	120300
407505	魔王圣洁手套	407005	0	4210697	1	10007	5	1	-1	-1	0	10	8100	4500	407505	-1	-1	-1	194407405	2	1	600	99999	1	10	0	2	26	254	-1	1	0	0	-1	1404	1684	1	210600
407506	魔王仙影手套	407006	0	4210697	1	10007	5	1	-1	-1	0	10	9720	5400	407506	-1	-1	-1	194407406	2	1	720	99999	1	10	0	2	26	255	-1	1	0	0	-1	2457	2948	1	368550
407507	魔王辉煌手套	407007	0	4210697	1	10007	5	1	-1	-1	0	10	11340	6300	407507	-1	-1	-1	194407407	2	1	840	99999	1	10	0	2	26	256	-1	1	0	0	-1	4299	5158	1	644850
407508	魔王红羽手套	407008	0	4210697	1	10007	5	1	-1	-1	0	10	12960	7200	407508	-1	-1	-1	194407408	2	1	960	99999	1	10	0	2	26	257	-1	1	0	0	-1	7522	9027	1	1128300
407509	魔王紫灵手套	407009	0	4210697	1	10007	5	1	-1	-1	0	10	14580	8100	407509	-1	-1	-1	194407409	2	1	1080	99999	1	10	0	2	26	258	-1	1	0	0	-1	13164	15796	1	1974600
407510	魔王恐惧手套	407010	0	4210697	1	10007	5	1	-1	-1	0	10	16200	9000	407510	-1	-1	-1	194407410	2	1	1200	99999	1	10	0	2	26	259	-1	1	0	0	-1	23037	27644	1	3455550
407521	魔王荆棘手套	407001	0	4210697	1	10007	5	1	-1	-1	0	10	1620	1800	407521	-1	-1	-1	194407421	2	1	240	99999	1	10	0	2	26	250	-1	1	0	0	-1	150	180	1	22500
407522	魔王紫莹手套	407002	0	4210697	1	10007	5	1	-1	-1	0	10	3240	2160	407522	-1	-1	-1	194407422	2	1	288	99999	1	10	0	2	26	251	-1	1	0	0	-1	262	315	1	39300
407523	魔王碧海手套	407003	0	4210697	1	10007	5	1	-1	-1	0	10	4860	2700	407523	-1	-1	-1	194407423	2	1	360	99999	1	10	0	2	26	252	-1	1	0	0	-1	459	550	1	68850
407524	魔王咏歌手套	407004	0	4210697	1	10007	5	1	-1	-1	0	10	6480	3600	407524	-1	-1	-1	194407424	2	1	480	99999	1	10	0	2	26	253	-1	1	0	0	-1	802	963	1	120300
407525	魔王圣洁手套	407005	0	4210697	1	10007	5	1	-1	-1	0	10	8100	4500	407525	-1	-1	-1	194407425	2	1	600	99999	1	10	0	2	26	254	-1	1	0	0	-1	1404	1684	1	210600
407526	魔王仙影手套	407006	0	4210697	1	10007	5	1	-1	-1	0	10	9720	5400	407526	-1	-1	-1	194407426	2	1	720	99999	1	10	0	2	26	255	-1	1	0	0	-1	2457	2948	1	368550
407527	魔王辉煌手套	407007	0	4210697	1	10007	5	1	-1	-1	0	10	11340	6300	407527	-1	-1	-1	194407427	2	1	840	99999	1	10	0	2	26	256	-1	1	0	0	-1	4299	5158	1	644850
407528	魔王红羽手套	407008	0	4210697	1	10007	5	1	-1	-1	0	10	12960	7200	407528	-1	-1	-1	194407428	2	1	960	99999	1	10	0	2	26	257	-1	1	0	0	-1	7522	9027	1	1128300
407529	魔王紫灵手套	407009	0	4210697	1	10007	5	1	-1	-1	0	10	14580	8100	407529	-1	-1	-1	194407429	2	1	1080	99999	1	10	0	2	26	258	-1	1	0	0	-1	13164	15796	1	1974600
407530	魔王恐惧手套	407010	0	4210697	1	10007	5	1	-1	-1	0	10	16200	9000	407530	-1	-1	-1	194407430	2	1	1200	99999	1	10	0	2	26	259	-1	1	0	0	-1	23037	27644	1	3455550
408001	荆棘裤子	408001	0	4227081	1	10008	0	1	-1	-1	0	10	135	900	408001	-1	-1	-1	180408001	0	1	180	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	2	3	0	300
408002	紫莹裤子	408002	0	4227081	1	10008	0	1	-1	-1	0	10	270	1080	408002	-1	-1	-1	180408002	0	1	216	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	4	5	0	600
408003	碧海裤子	408003	0	4227081	1	10008	0	1	-1	-1	0	10	405	1350	408003	-1	-1	-1	180408003	0	1	270	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	7	9	0	1050
408004	咏歌裤子	408004	0	4227081	1	10008	0	1	-1	-1	0	10	540	1800	408004	-1	-1	-1	180408004	0	1	360	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	13	16	0	1950
408005	圣洁裤子	408005	0	4227081	1	10008	0	1	-1	-1	0	10	675	2250	408005	-1	-1	-1	180408005	0	1	450	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	23	28	0	3450
408006	仙影裤子	408006	0	4227081	1	10008	0	1	-1	-1	0	10	810	2700	408006	-1	-1	-1	180408006	0	1	540	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	40	49	0	6000
408007	辉煌裤子	408007	0	4227081	1	10008	0	1	-1	-1	0	10	945	3150	408007	-1	-1	-1	180408007	0	1	630	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	71	85	0	10650
408008	红羽裤子	408008	0	4227081	1	10008	0	1	-1	-1	0	10	1080	3600	408008	-1	-1	-1	180408008	0	1	720	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	125	150	0	18750
408009	紫灵裤子	408009	0	4227081	1	10008	0	1	-1	-1	0	10	1215	4050	408009	-1	-1	-1	180408009	0	1	810	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	219	263	0	32850
408010	恐惧裤子	408010	0	4227081	1	10008	0	1	-1	-1	0	10	1350	4500	408010	-1	-1	-1	180408010	0	1	900	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	383	460	0	57450
408101	卓越的荆棘裤子	408001	0	4227081	1	10008	1	1	-1	-1	0	10	324	1080	408101	-1	-1	-1	181408101	0	1	216	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	5	6	0	750
408102	卓越的紫莹裤子	408002	0	4227081	1	10008	1	1	-1	-1	0	10	648	1296	408102	-1	-1	-1	181408102	0	1	259	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	8	10	0	1200
408103	卓越的碧海裤子	408003	0	4227081	1	10008	1	1	-1	-1	0	10	972	1620	408103	-1	-1	-1	181408103	0	1	324	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	15	18	0	2250
408104	卓越的咏歌裤子	408004	0	4227081	1	10008	1	1	-1	-1	0	10	1296	2160	408104	-1	-1	-1	181408104	0	1	432	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	26	32	0	3900
408105	卓越的圣洁裤子	408005	0	4227081	1	10008	1	1	-1	-1	0	10	1620	2700	408105	-1	-1	-1	181408105	0	1	540	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	46	56	0	6900
408106	卓越的仙影裤子	408006	0	4227081	1	10008	1	1	-1	-1	0	10	1944	3240	408106	-1	-1	-1	181408106	0	1	648	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	81	98	0	12150
408107	卓越的辉煌裤子	408007	0	4227081	1	10008	1	1	-1	-1	0	10	2268	3780	408107	-1	-1	-1	181408107	0	1	756	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	143	171	0	21450
408108	卓越的红羽裤子	408008	0	4227081	1	10008	1	1	-1	-1	0	10	2592	4320	408108	-1	-1	-1	181408108	0	1	864	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	250	300	0	37500
408109	卓越的紫灵裤子	408009	0	4227081	1	10008	1	1	-1	-1	0	10	2916	4860	408109	-1	-1	-1	181408109	0	1	972	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	438	526	0	65700
408110	卓越的恐惧裤子	408010	0	4227081	1	10008	1	1	-1	-1	0	10	3240	5400	408110	-1	-1	-1	181408110	0	1	1080	99999	1	10	0	-1	-1	-1	-1	1	0	0	-1	767	921	0	115050
408201	精良的荆棘裤子	408001	0	4227081	1	10008	2	1	-1	-1	0	10	567	1260	408201	-1	-1	-1	182408201	2	1	252	504	1	10	0	2	24	230	-1	1	0	0	-1	10	12	0	1500
408202	精良的紫莹裤子	408002	0	4227081	1	10008	2	1	-1	-1	0	10	1134	1512	408202	-1	-1	-1	182408202	2	1	302	604	1	10	0	2	24	231	-1	1	0	0	-1	17	21	0	2550
408203	精良的碧海裤子	408003	0	4227081	1	10008	2	1	-1	-1	0	10	1701	1890	408203	-1	-1	-1	182408203	2	1	378	756	1	10	0	2	24	232	-1	1	0	0	-1	30	36	0	4500
408204	精良的咏歌裤子	408004	0	4227081	1	10008	2	1	-1	-1	0	10	2268	2520	408204	-1	-1	-1	182408204	2	1	504	1008	1	10	0	2	24	233	-1	1	0	0	-1	53	64	0	7950
408205	精良的圣洁裤子	408005	0	4227081	1	10008	2	1	-1	-1	0	10	2835	3150	408205	-1	-1	-1	182408205	2	1	630	1260	1	10	0	2	24	234	-1	1	0	0	-1	93	112	0	13950
408206	精良的仙影裤子	408006	0	4227081	1	10008	2	1	-1	-1	0	10	3402	3780	408206	-1	-1	-1	182408206	2	1	756	1512	1	10	0	2	24	235	-1	1	0	0	-1	163	196	0	24450
408207	精良的辉煌裤子	408007	0	4227081	1	10008	2	1	-1	-1	0	10	3969	4410	408207	-1	-1	-1	182408207	2	1	882	1764	1	10	0	2	24	236	-1	1	0	0	-1	286	343	0	42900
408208	精良的红羽裤子	408008	0	4227081	1	10008	2	1	-1	-1	0	10	4536	5040	408208	-1	-1	-1	182408208	2	1	1008	2016	1	10	0	2	24	237	-1	1	0	0	-1	501	601	0	75150
408209	精良的紫灵裤子	408009	0	4227081	1	10008	2	1	-1	-1	0	10	5103	5670	408209	-1	-1	-1	182408209	2	1	1134	2268	1	10	0	2	24	238	-1	1	0	0	-1	877	1053	0	131550
408210	精良的恐惧裤子	408010	0	4227081	1	10008	2	1	-1	-1	0	10	5670	6300	408210	-1	-1	-1	182408210	2	1	1260	2520	1	10	0	2	24	239	-1	1	0	0	-1	1535	1842	0	230250
408301	史诗的荆棘裤子	408001	0	4227081	1	10008	3	1	-1	-1	0	10	864	1440	408301	-1	-1	-1	183408301	2	1	288	99999	1	10	0	2	24	230	-1	1	0	0	-1	25	30	0	3750
408302	史诗的紫莹裤子	408002	0	4227081	1	10008	3	1	-1	-1	0	10	1728	1728	408302	-1	-1	-1	183408302	2	1	345	99999	1	10	0	2	24	231	-1	1	0	0	-1	43	52	0	6450
408303	史诗的碧海裤子	408003	0	4227081	1	10008	3	1	-1	-1	0	10	2592	2160	408303	-1	-1	-1	183408303	2	1	432	99999	1	10	0	2	24	232	-1	1	0	0	-1	76	91	0	11400
