INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6730	2	-1	0	-1	0	1	0	-1	-1	0	3	6730	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6731	2	-1	0	-1	0	1	0	-1	-1	0	3	6731	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6732	2	-1	0	-1	0	1	0	-1	-1	0	3	6732	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6733	2	-1	0	-1	0	1	0	-1	-1	0	3	6733	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6734	2	-1	0	-1	0	1	0	-1	-1	0	3	6734	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6735	2	-1	0	-1	0	1	0	-1	-1	0	3	6735	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6736	2	-1	0	-1	0	1	0	-1	-1	0	3	6736	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6737	2	-1	0	-1	0	1	0	-1	-1	0	3	6737	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6738	2	-1	0	-1	0	1	0	-1	-1	0	3	6738	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6739	2	-1	0	-1	0	1	0	-1	-1	0	3	6739	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6740	2	-1	0	-1	0	1	0	-1	-1	0	3	6740	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6741	2	-1	0	-1	0	1	0	-1	-1	0	3	6741	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6742	2	-1	0	-1	0	1	0	-1	-1	0	3	6742	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6743	2	-1	0	-1	0	1	0	-1	-1	0	3	6743	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6744	2	-1	0	-1	0	1	0	-1	-1	0	3	6744	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6745	2	-1	0	-1	0	1	0	-1	-1	0	3	6745	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6746	2	-1	0	-1	0	1	0	-1	-1	0	3	6746	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6747	2	-1	0	-1	0	1	0	-1	-1	0	3	6747	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6748	2	-1	0	-1	0	1	0	-1	-1	0	3	6748	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6749	2	-1	0	-1	0	1	0	-1	-1	0	3	6749	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6750	2	-1	0	-1	0	1	0	-1	-1	0	3	6750	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6751	2	-1	0	-1	0	1	0	-1	-1	0	3	6751	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6752	2	-1	0	-1	0	1	0	-1	-1	0	3	6752	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6753	2	-1	0	-1	0	1	0	-1	-1	0	3	6753	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6754	2	-1	0	-1	0	1	0	-1	-1	0	3	6754	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6755	2	-1	0	-1	0	1	0	-1	-1	0	3	6755	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6756	2	-1	0	-1	0	1	0	-1	-1	0	3	6756	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6757	2	-1	0	-1	0	1	0	-1	-1	0	3	6757	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6758	2	-1	0	-1	0	1	0	-1	-1	0	3	6758	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6759	2	-1	0	-1	0	1	0	-1	-1	0	3	6759	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6760	2	-1	0	-1	0	1	0	-1	-1	0	3	6760	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6761	2	-1	0	-1	0	1	0	-1	-1	0	3	6761	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6762	2	-1	0	-1	0	1	0	-1	-1	0	3	6762	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6763	2	-1	0	-1	0	1	0	-1	-1	0	3	6763	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6764	2	-1	0	-1	0	1	0	-1	-1	0	3	6764	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6765	2	-1	0	-1	0	1	0	-1	-1	0	3	6765	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6766	2	-1	0	-1	0	1	0	-1	-1	0	3	6766	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6767	2	-1	0	-1	0	1	0	-1	-1	0	3	6767	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6768	2	-1	0	-1	0	1	0	-1	-1	0	3	6768	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6769	2	-1	0	-1	0	1	0	-1	-1	0	3	6769	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6770	2	-1	0	-1	0	1	0	-1	-1	0	3	6770	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6771	2	-1	0	-1	0	1	0	-1	-1	0	3	6771	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6772	2	-1	0	-1	0	1	0	-1	-1	0	3	6772	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6773	2	-1	0	-1	0	1	0	-1	-1	0	3	6773	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6774	2	-1	0	-1	0	1	0	-1	-1	0	3	6774	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6775	2	-1	0	-1	0	1	0	-1	-1	0	3	6775	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6776	2	-1	0	-1	0	1	0	-1	-1	0	3	6776	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6777	2	-1	0	-1	0	1	0	-1	-1	0	3	6777	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6778	2	-1	0	-1	0	1	0	-1	-1	0	3	6778	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6779	2	-1	0	-1	0	1	0	-1	-1	0	3	6779	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6780	2	-1	0	-1	0	1	0	-1	-1	0	3	6780	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6781	2	-1	0	-1	0	1	0	-1	-1	0	3	6781	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6782	2	-1	0	-1	0	1	0	-1	-1	0	3	6782	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6783	2	-1	0	-1	0	1	0	-1	-1	0	3	6783	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6784	2	-1	0	-1	0	1	0	-1	-1	0	3	6784	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6785	2	-1	0	-1	0	1	0	-1	-1	0	3	6785	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6786	2	-1	0	-1	0	1	0	-1	-1	0	3	6786	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6787	2	-1	0	-1	0	1	0	-1	-1	0	3	6787	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6788	2	-1	0	-1	0	1	0	-1	-1	0	3	6788	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6789	2	-1	0	-1	0	1	0	-1	-1	0	3	6789	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6790	2	-1	0	-1	0	1	0	-1	-1	0	3	6790	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6791	2	-1	0	-1	0	1	0	-1	-1	0	3	6791	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6792	2	-1	0	-1	0	1	0	-1	-1	0	3	6792	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6793	2	-1	0	-1	0	1	0	-1	-1	0	3	6793	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6794	2	-1	0	-1	0	1	0	-1	-1	0	3	6794	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6795	2	-1	0	-1	0	1	0	-1	-1	0	3	6795	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6796	2	-1	0	-1	0	1	0	-1	-1	0	3	6796	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6797	2	-1	0	-1	0	1	0	-1	-1	0	3	6797	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6798	2	-1	0	-1	0	1	0	-1	-1	0	3	6798	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6799	2	-1	0	-1	0	1	0	-1	-1	0	3	6799	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6800	2	-1	0	-1	0	1	0	-1	-1	0	3	6800	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6801	2	-1	0	-1	0	1	0	-1	-1	0	3	6801	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6802	2	-1	0	-1	0	1	0	-1	-1	0	3	6802	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6803	2	-1	0	-1	0	1	0	-1	-1	0	3	6803	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6804	2	-1	0	-1	0	1	0	-1	-1	0	3	6804	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6805	2	-1	0	-1	0	1	0	-1	-1	0	3	6805	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6806	2	-1	0	-1	0	1	0	-1	-1	0	3	6806	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6807	2	-1	0	-1	0	1	0	-1	-1	0	3	6807	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6808	2	-1	0	-1	0	1	0	-1	-1	0	3	6808	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6809	2	-1	0	-1	0	1	0	-1	-1	0	3	6809	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6810	2	-1	0	-1	0	1	0	-1	-1	0	3	6810	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6811	2	-1	0	-1	0	1	0	-1	-1	0	3	6811	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6812	2	-1	0	-1	0	1	0	-1	-1	0	3	6812	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6813	2	-1	0	-1	0	1	0	-1	-1	0	3	6813	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6814	2	-1	0	-1	0	1	0	-1	-1	0	3	6814	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6815	2	-1	0	-1	0	1	0	-1	-1	0	3	6815	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6816	2	-1	0	-1	0	1	0	-1	-1	0	3	6816	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6817	2	-1	0	-1	0	1	0	-1	-1	0	3	6817	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6818	2	-1	0	-1	0	1	0	-1	-1	0	3	6818	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6819	2	-1	0	-1	0	1	0	-1	-1	0	3	6819	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6820	2	-1	0	-1	0	1	0	-1	-1	0	3	6820	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6821	2	-1	0	-1	0	1	0	-1	-1	0	3	6821	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6822	2	-1	0	-1	0	1	0	-1	-1	0	3	6822	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6823	2	-1	0	-1	0	1	0	-1	-1	0	3	6823	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6824	2	-1	0	-1	0	1	0	-1	-1	0	3	6824	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6825	2	-1	0	-1	0	1	0	-1	-1	0	3	6825	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6826	2	-1	0	-1	0	1	0	-1	-1	0	3	6826	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6827	2	-1	0	-1	0	1	0	-1	-1	0	3	6827	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6828	2	-1	0	-1	0	1	0	-1	-1	0	3	6828	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6829	2	-1	0	-1	0	1	0	-1	-1	0	3	6829	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6830	2	-1	0	-1	0	1	0	-1	-1	0	3	6830	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6831	2	-1	0	-1	0	1	0	-1	-1	0	3	6831	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6832	2	-1	0	-1	0	1	0	-1	-1	0	3	6832	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6833	2	-1	0	-1	0	1	0	-1	-1	0	3	6833	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6834	2	-1	0	-1	0	1	0	-1	-1	0	3	6834	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6835	2	-1	0	-1	0	1	0	-1	-1	0	3	6835	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6836	2	-1	0	-1	0	1	0	-1	-1	0	3	6836	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6837	2	-1	0	-1	0	1	0	-1	-1	0	3	6837	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
