INT	INT	STRING	INT	INT	INT	INT	INT
112745	0	701|782|855|931|1013|1185|1275|1484|1575|1668|1766|1867|1968|2068|2175|2276|2382|2477|2552|2624|2697|2768|2836|2903|2968|3030|3109|3184|3258|3331|3400|3467|3532|3594|3652|3706|3755|3801|3844|3881|3909|4012|4117|4221|4324|4429|4534|4638|4743|4848	-1	-1	-1	-1	-1
112746	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112747	0	16511|18641|20849|23137|25504|27949|30475|33078|35762|38523|41365|44285|47284|50362|53520|56756|60071|63467|66940|70493|74124|77835|81624|85494|89442|93468|97574|101759|106023|110367|114789|119289|123870|128529|133268|138085|142982|147957|153011|158145|163358|168649|174020|179470|184999|190606|196294|202059|207905|213829	-1	-1	-1	-1	-1
112748	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112749	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112750	0	441|533|605|684|771|946|1049|1234|1338|1447|1562|1683|1810|1942|2079|2222|2371|2516|2643|2774|2909|3046|3186|3330|3478|3629|3805|3987|4174|4367|4565|4769|4978|5194|5416|5645|5878|6118|6365|6618|6878|7144|7417|7698|7985|8280|8579|8880|9188|9503	-1	-1	-1	-1	-1
112751	0	566|685|779|881|991|1217|1348|1586|1719|1860|2008|2164|2328|2497|2673|2856|3048|3234|3399|3567|3739|3916|4097|4282|4471|4665|4892|5126|5367|5614|5869|6132|6402|6679|6964|7257|7557|7866|8184|8509|8844|9185|9537|9898|10267|10645|11031|11418|11813|12218	-1	-1	-1	-1	-1
112752	0	579|700|795|898|1011|1242|1376|1619|1756|1899|2050|2208|2376|2549|2728|2916|3112|3302|3469|3641|3817|3998|4182|4371|4565|4763|4994|5232|5479|5731|5991|6260|6534|6817|7109|7408|7714|8030|8354|8686|9028|9377|9735|10103|10481|10867|11260|11656|12059|12472	-1	-1	-1	-1	-1
112753	0	743|899|1022|1156|1301|1597|1769|2082|2257|2441|2635|2841|3055|3278|3508|3748|4001|4245|4461|4681|4907|5139|5377|5620|5869|6123|6421|6728|7044|7369|7703|8048|8402|8766|9140|9525|9919|10324|10742|11168|11607|12056|12517|12991|13475|13972|14478|14986|15504|16036	-1	-1	-1	-1	-1
112754	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112755	0	701|782|855|931|1013|1185|1275|1484|1575|1668|1766|1867|1968|2068|2175|2276|2382|2477|2552|2624|2697|2768|2836|2903|2968|3030|3109|3184|3258|3331|3400|3467|3532|3594|3652|3706|3755|3801|3844|3881|3909|4012|4117|4221|4324|4429|4534|4638|4743|4848	-1	-1	-1	-1	-1
112756	0	701|782|855|931|1013|1185|1275|1484|1575|1668|1766|1867|1968|2068|2175|2276|2382|2477|2552|2624|2697|2768|2836|2903|2968|3030|3109|3184|3258|3331|3400|3467|3532|3594|3652|3706|3755|3801|3844|3881|3909|4012|4117|4221|4324|4429|4534|4638|4743|4848	-1	-1	-1	-1	-1
112757	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112758	0	14946|16875|18874|20945|23088|25302|27588|29944|32374|34874|37446|40090|42805|45591|48450|51379|54381|57454|60599|63815|67102|70461|73892|77394|80968|84613|88331|92119|95979|99911|103914|107988|112135|116353|120643|125003|129436|133940|138516|143163|147882|152672|157534|162468|167473|172549|177697|182917|188209|193572	-1	-1	-1	-1	-1
112759	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112760	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112761	0	606|734|832|941|1060|1301|1442|1697|1839|1990|2148|2314|2489|2671|2858|3055|3260|3459|3635|3815|3999|4188|4381|4579|4782|4990|5232|5482|5740|6004|6277|6558|6845|7142|7447|7761|8082|8412|8752|9100|9458|9823|10199|10584|10980|11385|11797|12211|12633|13066	-1	-1	-1	-1	-1
112762	0	779|942|1071|1211|1363|1673|1854|2181|2364|2557|2761|2976|3201|3434|3675|3927|4191|4447|4673|4904|5141|5384|5633|5888|6148|6415|6727|7049|7379|7719|8070|8431|8802|9183|9575|9978|10391|10816|11253|11700|12160|12630|13113|13610|14117|14637|15168|15699|16243|16799	-1	-1	-1	-1	-1
112763	0	468|567|643|727|819|1005|1114|1311|1421|1538|1660|1788|1924|2064|2209|2361|2519|2673|2809|2948|3090|3236|3386|3538|3695|3856|4043|4236|4435|4640|4850|5067|5290|5519|5755|5997|6245|6500|6763|7032|7308|7591|7881|8179|8484|8797|9116|9435|9762|10096	-1	-1	-1	-1	-1
112764	0	602|728|827|936|1053|1293|1432|1685|1827|1976|2133|2299|2473|2653|2840|3034|3239|3436|3611|3789|3973|4160|4353|4550|4751|4957|5198|5447|5702|5965|6236|6515|6802|7096|7399|7710|8029|8358|8696|9041|9396|9760|10133|10516|10908|11311|11721|12131|12551|12981	-1	-1	-1	-1	-1
112765	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112766	0	701|782|855|931|1013|1185|1275|1484|1575|1668|1766|1867|1968|2068|2175|2276|2382|2477|2552|2624|2697|2768|2836|2903|2968|3030|3109|3184|3258|3331|3400|3467|3532|3594|3652|3706|3755|3801|3844|3881|3909|4012|4117|4221|4324|4429|4534|4638|4743|4848	-1	-1	-1	-1	-1
112767	0	701|782|855|931|1013|1185|1275|1484|1575|1668|1766|1867|1968|2068|2175|2276|2382|2477|2552|2624|2697|2768|2836|2903|2968|3030|3109|3184|3258|3331|3400|3467|3532|3594|3652|3706|3755|3801|3844|3881|3909|4012|4117|4221|4324|4429|4534|4638|4743|4848	-1	-1	-1	-1	-1
112768	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112769	0	17380|19622|21947|24354|26846|29420|32079|34819|37644|40551|43542|46616|49773|53013|56337|59743|63233|66807|70463|74203|78025|81931|85920|89993|94149|98388|102710|107115|111603|116175|120830|125568|130389|135294|140282|145352|150507|155744|161065|166468|171956|177526|183179|188916|194736|200638|206625|212694|218847|225083	-1	-1	-1	-1	-1
112770	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112771	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112772	0	485|587|666|753|848|1041|1153|1357|1471|1592|1718|1851|1991|2136|2287|2444|2608|2767|2908|3052|3199|3350|3505|3663|3826|3992|4186|4385|4592|4803|5021|5246|5476|5714|5958|6209|6465|6730|7001|7280|7566|7859|8159|8467|8784|9108|9437|9768|10107|10453	-1	-1	-1	-1	-1
112773	0	623|754|856|969|1090|1339|1483|1745|1891|2046|2208|2381|2561|2747|2940|3141|3353|3558|3739|3923|4113|4307|4506|4710|4918|5132|5381|5639|5903|6176|6456|6745|7042|7347|7660|7983|8313|8653|9002|9360|9728|10104|10491|10888|11293|11710|12134|12559|12994|13440	-1	-1	-1	-1	-1
112774	0	424|513|583|659|742|911|1009|1188|1287|1393|1503|1620|1743|1869|2001|2138|2282|2421|2544|2670|2799|2932|3067|3205|3347|3493|3663|3837|4018|4203|4394|4590|4792|4999|5213|5433|5657|5889|6126|6370|6620|6876|7139|7409|7686|7969|8258|8547|8843|9146	-1	-1	-1	-1	-1
112775	0	545|660|749|848|954|1171|1297|1527|1655|1790|1932|2083|2241|2404|2573|2749|2934|3113|3271|3433|3599|3769|3943|4122|4304|4490|4709|4934|5165|5404|5649|5902|6162|6428|6703|6985|7274|7571|7877|8190|8512|8841|9179|9527|9882|10246|10617|10989|11370|11760	-1	-1	-1	-1	-1
112776	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112777	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112778	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112779	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112780	0	15294|17267|19313|21432|23624|25890|28229|30641|33127|35685|38317|41022|43800|46651|49577|52574|55645|58790|62008|65299|68662|72100|75610|79194|82851|86581|90385|94261|98211|102234|106331|110500|114743|119059|123448|127910|132446|137055|141737|146492|151321|156223|161197|166246|171367|176562|181830|187171|192586|198073	-1	-1	-1	-1	-1
112781	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112782	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112783	0	515|623|707|800|901|1106|1226|1442|1563|1691|1826|1967|2116|2270|2430|2597|2771|2940|3089|3243|3399|3560|3724|3892|4065|4241|4447|4659|4879|5104|5335|5574|5819|6071|6330|6597|6870|7150|7439|7735|8039|8350|8669|8997|9333|9677|10027|10379|10738|11106	-1	-1	-1	-1	-1
112784	0	662|801|910|1030|1158|1422|1576|1854|2010|2174|2346|2529|2721|2919|3124|3338|3563|3780|3972|4168|4370|4576|4788|5005|5226|5453|5718|5991|6272|6562|6859|7166|7482|7806|8139|8481|8832|9194|9565|9945|10336|10736|11146|11568|11999|12442|12893|13344|13806|14280	-1	-1	-1	-1	-1
112785	0	485|587|666|753|848|1041|1153|1357|1471|1592|1718|1851|1991|2136|2287|2444|2608|2767|2908|3052|3199|3350|3505|3663|3826|3992|4186|4385|4592|4803|5021|5246|5476|5714|5958|6209|6465|6730|7001|7280|7566|7859|8159|8467|8784|9108|9437|9768|10107|10453	-1	-1	-1	-1	-1
112786	0	623|754|856|969|1090|1339|1483|1745|1891|2046|2208|2381|2561|2747|2940|3141|3353|3558|3739|3923|4113|4307|4506|4710|4918|5132|5381|5639|5903|6176|6456|6745|7042|7347|7660|7983|8313|8653|9002|9360|9728|10104|10491|10888|11293|11710|12134|12559|12994|13440	-1	-1	-1	-1	-1
112787	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112788	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112789	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112790	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112791	0	15294|17267|19313|21432|23624|25890|28229|30641|33127|35685|38317|41022|43800|46651|49577|52574|55645|58790|62008|65299|68662|72100|75610|79194|82851|86581|90385|94261|98211|102234|106331|110500|114743|119059|123448|127910|132446|137055|141737|146492|151321|156223|161197|166246|171367|176562|181830|187171|192586|198073	-1	-1	-1	-1	-1
112792	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112793	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112794	0	576|697|791|894|1007|1236|1370|1612|1747|1890|2040|2198|2365|2537|2715|2902|3097|3286|3453|3624|3799|3979|4162|4350|4543|4740|4971|5208|5453|5704|5963|6230|6503|6785|7075|7373|7678|7992|8314|8645|8985|9332|9689|10055|10431|10816|11207|11600|12002|12413	-1	-1	-1	-1	-1
112795	0	740|895|1017|1151|1295|1590|1761|2072|2246|2430|2623|2827|3041|3262|3491|3730|3982|4225|4440|4659|4884|5115|5351|5593|5841|6094|6390|6696|7010|7333|7666|8009|8362|8724|9096|9479|9872|10275|10690|11115|11552|11999|12458|12929|13411|13905|14409|14914|15431|15959	-1	-1	-1	-1	-1
112796	0	364|440|499|565|636|781|865|1018|1104|1194|1289|1388|1494|1602|1715|1833|1956|2075|2181|2289|2400|2513|2629|2747|2869|2994|3139|3289|3444|3603|3766|3935|4107|4285|4468|4657|4849|5047|5251|5460|5675|5894|6119|6351|6588|6831|7078|7326|7580|7840	-1	-1	-1	-1	-1
112797	0	467|565|642|727|818|1004|1112|1308|1418|1534|1656|1785|1921|2060|2205|2356|2515|2668|2804|2942|3085|3230|3380|3533|3689|3849|4036|4229|4427|4632|4842|5059|5281|5510|5745|5987|6235|6490|6752|7020|7296|7578|7868|8166|8470|8782|9101|9420|9746|10080	-1	-1	-1	-1	-1
112798	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112799	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112800	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112801	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112802	0	18162|20505|22934|25450|28054|30744|33522|36386|39338|42376|45501|48714|52013|55399|58872|62432|66079|69813|73634|77542|81536|85618|89787|94043|98386|102815|107332|111935|116626|121403|126268|131218|136257|141382|146595|151893|157280|162752|168313|173959|179694|185514|191422|197417|203499|209667|215923|222265|228695|235212	-1	-1	-1	-1	-1
112803	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112804	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112805	0	576|697|791|894|1007|1236|1370|1612|1747|1890|2040|2198|2365|2537|2715|2902|3097|3286|3453|3624|3799|3979|4162|4350|4543|4740|4971|5208|5453|5704|5963|6230|6503|6785|7075|7373|7678|7992|8314|8645|8985|9332|9689|10055|10431|10816|11207|11600|12002|12413	-1	-1	-1	-1	-1
112806	0	740|895|1017|1151|1295|1590|1761|2072|2246|2430|2623|2827|3041|3262|3491|3730|3982|4225|4440|4659|4884|5115|5351|5593|5841|6094|6390|6696|7010|7333|7666|8009|8362|8724|9096|9479|9872|10275|10690|11115|11552|11999|12458|12929|13411|13905|14409|14914|15431|15959	-1	-1	-1	-1	-1
112807	0	364|440|499|565|636|781|865|1018|1104|1194|1289|1388|1494|1602|1715|1833|1956|2075|2181|2289|2400|2513|2629|2747|2869|2994|3139|3289|3444|3603|3766|3935|4107|4285|4468|4657|4849|5047|5251|5460|5675|5894|6119|6351|6588|6831|7078|7326|7580|7840	-1	-1	-1	-1	-1
112808	0	467|565|642|727|818|1004|1112|1308|1418|1534|1656|1785|1921|2060|2205|2356|2515|2668|2804|2942|3085|3230|3380|3533|3689|3849|4036|4229|4427|4632|4842|5059|5281|5510|5745|5987|6235|6490|6752|7020|7296|7578|7868|8166|8470|8782|9101|9420|9746|10080	-1	-1	-1	-1	-1
112809	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112810	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112811	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112812	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112813	0	18162|20505|22934|25450|28054|30744|33522|36386|39338|42376|45501|48714|52013|55399|58872|62432|66079|69813|73634|77542|81536|85618|89787|94043|98386|102815|107332|111935|116626|121403|126268|131218|136257|141382|146595|151893|157280|162752|168313|173959|179694|185514|191422|197417|203499|209667|215923|222265|228695|235212	-1	-1	-1	-1	-1
112814	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112815	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112816	0	588|712|807|913|1028|1262|1399|1646|1784|1930|2083|2244|2415|2590|2773|2963|3162|3355|3526|3700|3879|4062|4250|4442|4639|4840|5075|5317|5567|5824|6088|6361|6640|6928|7224|7528|7839|8160|8489|8827|9174|9529|9893|10267|10650|11043|11443|11844|12254|12674	-1	-1	-1	-1	-1
112817	0	755|914|1039|1175|1322|1623|1798|2115|2293|2481|2678|2887|3105|3331|3565|3809|4066|4314|4533|4757|4987|5222|5464|5711|5964|6223|6525|6837|7158|7488|7828|8178|8538|8908|9288|9679|10079|10492|10915|11349|11795|12251|12720|13201|13693|14198|14713|15228|15755|16295	-1	-1	-1	-1	-1
112818	0	400|484|549|621|699|859|952|1120|1214|1313|1418|1527|1643|1763|1886|2016|2152|2283|2399|2518|2639|2764|2892|3022|3156|3293|3453|3618|3788|3963|4143|4328|4518|4714|4915|5122|5334|5552|5776|6006|6242|6483|6731|6986|7247|7514|7786|8059|8338|8624	-1	-1	-1	-1	-1
112819	0	514|622|707|799|899|1104|1223|1439|1560|1688|1822|1964|2113|2266|2426|2592|2766|2935|3084|3237|3393|3553|3718|3886|4058|4234|4440|4652|4870|5095|5326|5564|5809|6061|6320|6586|6858|7139|7427|7722|8026|8336|8655|8982|9317|9661|10011|10361|10720|11088	-1	-1	-1	-1	-1
112820	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112821	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112822	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112823	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112824	0	17588|19857|22210|24647|27168|29773|32464|35237|38096|41038|44064|47176|50370|53649|57013|60460|63992|67609|71309|75093|78962|82915|86951|91073|95279|99568|103942|108401|112943|117569|122280|127075|131954|136917|141965|147096|152313|157613|162997|168466|174019|179656|185377|191183|197072|203046|209104|215246|221474|227784	-1	-1	-1	-1	-1
112825	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112826	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112827	0	606|734|832|941|1060|1301|1442|1697|1839|1990|2148|2314|2489|2671|2858|3055|3260|3459|3635|3815|3999|4188|4381|4579|4782|4990|5232|5482|5740|6004|6277|6558|6845|7142|7447|7761|8082|8412|8752|9100|9458|9823|10199|10584|10980|11385|11797|12211|12633|13066	-1	-1	-1	-1	-1
112828	0	779|942|1071|1211|1363|1673|1854|2181|2364|2557|2761|2976|3201|3434|3675|3927|4191|4447|4673|4904|5141|5384|5633|5888|6148|6415|6727|7049|7379|7719|8070|8431|8802|9183|9575|9978|10391|10816|11253|11700|12160|12630|13113|13610|14117|14637|15168|15699|16243|16799	-1	-1	-1	-1	-1
112829	0	424|513|583|659|742|911|1009|1188|1287|1393|1503|1620|1743|1869|2001|2138|2282|2421|2544|2670|2799|2932|3067|3205|3347|3493|3663|3837|4018|4203|4394|4590|4792|4999|5213|5433|5657|5889|6126|6370|6620|6876|7139|7409|7686|7969|8258|8547|8843|9146	-1	-1	-1	-1	-1
