INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
70610	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	33000	8	1600	-1	-1	-1	-1	-1
70611	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	33000	8	1600	-1	-1	-1	-1	-1
70612	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	33000	8	1600	-1	-1	-1	-1	-1
70613	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	33000	8	1600	-1	-1	-1	-1	-1
70614	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	33000	8	1600	-1	-1	-1	-1	-1
80101	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	36000	8	27000	-1	-1	-1	-1	-1
80102	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	32400	8	16200	-1	-1	-1	-1	-1
80103	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	28800	8	10800	-1	-1	-1	-1	-1
80104	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	25200	8	5400	-1	-1	-1	-1	-1
80105	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	21600	8	4320	-1	-1	-1	-1	-1
80106	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	3240	-1	-1	-1	-1	-1
80107	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	2160	-1	-1	-1	-1	-1
80108	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	10800	8	1080	-1	-1	-1	-1	-1
80109	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	8640	8	540	-1	-1	-1	-1	-1
80110	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	7200	8	540	-1	-1	-1	-1	-1
80111	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	7200	8	540	-1	-1	-1	-1	-1
80112	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	7200	8	540	-1	-1	-1	-1	-1
80113	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	7200	8	540	-1	-1	-1	-1	-1
80114	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	7200	8	540	-1	-1	-1	-1	-1
80201	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	60000	8	36000	-1	-1	-1	-1	-1
80202	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	54000	8	21600	-1	-1	-1	-1	-1
80203	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	48000	8	14400	-1	-1	-1	-1	-1
80204	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	42000	8	7200	-1	-1	-1	-1	-1
80205	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	5760	-1	-1	-1	-1	-1
80206	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	30000	8	4320	-1	-1	-1	-1	-1
80207	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	2880	-1	-1	-1	-1	-1
80208	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	18000	8	1440	-1	-1	-1	-1	-1
80209	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	14400	8	720	-1	-1	-1	-1	-1
80210	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	720	-1	-1	-1	-1	-1
80211	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	720	-1	-1	-1	-1	-1
80212	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	720	-1	-1	-1	-1	-1
80213	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	720	-1	-1	-1	-1	-1
80214	玛雅女神	灭世之战小胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	12000	8	720	-1	-1	-1	-1	-1
80301	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	96000	8	45000	-1	-1	-1	-1	-1
80302	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	86400	8	27000	-1	-1	-1	-1	-1
80303	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	76800	8	18000	-1	-1	-1	-1	-1
80304	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	67200	8	9000	-1	-1	-1	-1	-1
80305	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	57600	8	7200	-1	-1	-1	-1	-1
80306	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	48000	8	5400	-1	-1	-1	-1	-1
80307	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	38400	8	3600	-1	-1	-1	-1	-1
80308	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1800	-1	-1	-1	-1	-1
80309	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	23040	8	900	-1	-1	-1	-1	-1
80310	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	19200	8	900	-1	-1	-1	-1	-1
80311	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	19200	8	900	-1	-1	-1	-1	-1
80312	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	19200	8	900	-1	-1	-1	-1	-1
80313	玛雅女神	灭世之战胜利排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	19200	8	900	-1	-1	-1	-1	-1
80314	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	19200	8	900	-1	-1	-1	-1	-1
80401	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	120000	8	54000	-1	-1	-1	-1	-1
80402	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	108000	8	32400	-1	-1	-1	-1	-1
80403	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	96000	8	21600	-1	-1	-1	-1	-1
80404	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	84000	8	10800	-1	-1	-1	-1	-1
80405	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	72000	8	8640	-1	-1	-1	-1	-1
80406	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	60000	8	6480	-1	-1	-1	-1	-1
80407	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	48000	8	4320	-1	-1	-1	-1	-1
80408	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	2160	-1	-1	-1	-1	-1
80409	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1080	-1	-1	-1	-1	-1
80410	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	1080	-1	-1	-1	-1	-1
80411	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	1080	-1	-1	-1	-1	-1
80412	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	1080	-1	-1	-1	-1	-1
80413	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	1080	-1	-1	-1	-1	-1
80414	玛雅女神	灭世之战大胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	24000	8	1080	-1	-1	-1	-1	-1
80501	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	144000	8	63000	-1	-1	-1	-1	-1
80502	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	129600	8	37800	-1	-1	-1	-1	-1
80503	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	115200	8	25200	-1	-1	-1	-1	-1
80504	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	100800	8	12600	-1	-1	-1	-1	-1
80505	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	86400	8	10080	-1	-1	-1	-1	-1
80506	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	72000	8	7560	-1	-1	-1	-1	-1
80507	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	57600	8	5040	-1	-1	-1	-1	-1
80508	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	43200	8	2520	-1	-1	-1	-1	-1
80509	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	34560	8	1260	-1	-1	-1	-1	-1
80510	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1260	-1	-1	-1	-1	-1
80511	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1260	-1	-1	-1	-1	-1
80512	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1260	-1	-1	-1	-1	-1
80513	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1260	-1	-1	-1	-1	-1
80514	玛雅女神	灭世之战完胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	28800	8	1260	-1	-1	-1	-1	-1
80601	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	180000	8	90000	-1	-1	-1	-1	-1
80602	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	162000	8	54000	-1	-1	-1	-1	-1
80603	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	144000	8	36000	-1	-1	-1	-1	-1
80604	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	126000	8	18000	-1	-1	-1	-1	-1
80605	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	108000	8	14400	-1	-1	-1	-1	-1
80606	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	90000	8	10800	-1	-1	-1	-1	-1
80607	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	72000	8	7200	-1	-1	-1	-1	-1
80608	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	54000	8	3600	-1	-1	-1	-1	-1
80609	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	43200	8	1800	-1	-1	-1	-1	-1
80610	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	1800	-1	-1	-1	-1	-1
80611	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	1800	-1	-1	-1	-1	-1
80612	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	1800	-1	-1	-1	-1	-1
80613	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	1800	-1	-1	-1	-1	-1
80614	玛雅女神	灭世之战碾压排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	1	11	36000	8	1800	-1	-1	-1	-1	-1
90101	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	22007	1	11	39000	8	27000	-1	-1	-1	-1	-1
90102	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	5	11	35100	8	16200	-1	-1	-1	-1	-1
90103	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	3	11	31200	8	10800	-1	-1	-1	-1	-1
90104	玛雅女神	灭世之战险胜排名奖励	敬爱的玛雅大陆守护者，为嘉奖你在灭世之战中伤害排名第（{0}）名的英勇表现，并感谢您对守护玛雅大陆做出的努力；恭喜您获得如下奖励，请在附件中提取！	99999	23181	2	11	27300	8	5400	-1	-1	-1	-1	-1
