INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
721503	3	0	2	0	64	60	-1	-1	2	1	1	3	5	451	6	553	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	13	6	30	150	105	0	0	2499	2	510	9	13	6	50	100	-1	-1	-1	-1	1	0
721504	4	0	2	0	72	80	-1	-1	2	1	1	3	5	678	6	829	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	14	6	30	150	105	0	0	3666	2	510	9	14	6	50	100	-1	-1	-1	-1	1	1
721505	5	0	2	0	80	100	-1	-1	2	1	1	3	5	936	6	1144	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	15	6	30	150	105	0	0	5473	2	510	9	15	6	50	100	-1	-1	-1	-1	1	1
721506	6	0	2	0	88	120	-1	-1	2	1	1	3	5	1219	6	1492	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	16	6	30	150	105	0	0	8293	2	510	9	16	6	50	100	-1	-1	-1	-1	1	2
721507	7	0	2	0	96	140	-1	-1	2	1	1	3	5	1537	6	1878	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	17	6	30	150	105	0	0	12812	2	510	9	17	6	50	100	-1	-1	-1	-1	1	3
721508	8	0	2	0	104	160	-1	-1	2	1	1	3	5	1825	6	2232	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	18	6	30	150	105	0	0	12812	2	510	9	18	6	50	100	-1	-1	-1	-1	1	3
721509	9	0	2	0	112	180	-1	-1	2	1	1	3	5	2286	6	2796	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	19	6	30	150	105	0	0	12812	2	510	9	19	6	50	100	-1	-1	-1	-1	1	3
721510	10	0	2	0	120	200	-1	-1	2	1	1	3	5	2574	6	3148	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	20	6	30	150	105	0	0	12812	2	510	9	20	6	50	100	-1	-1	-1	-1	1	3
722421	1	0	1024	1	48	20	-1	-1	2	0	1	1	5	164	6	185	-1	0	-1	0	15	27	10	100	-1	0	0	19	105	9	-1	13	51	6	20	100	105	0	0	188	8	410	1	51	4	10	40	-1	-1	-1	-1	1	0
722422	2	0	1024	1	56	40	-1	-1	2	5	1	11	5	317	6	357	-1	0	-1	0	15	27	20	200	-1	0	0	19	105	9	-1	13	52	6	20	100	105	0	0	291	8	410	1	52	4	20	50	-1	-1	-1	-1	1	0
722423	3	0	1024	1	64	60	-1	-1	2	5	1	11	5	504	6	567	-1	0	-1	0	15	27	30	300	-1	0	0	19	105	9	-1	13	53	6	20	100	105	0	0	436	8	410	1	53	4	30	60	-1	-1	-1	-1	1	0
722424	4	0	1024	1	72	80	-1	-1	2	183	1	430	5	755	6	850	-1	0	-1	0	15	27	40	400	-1	0	0	19	105	9	-1	13	54	6	20	100	105	0	0	812	8	410	1	54	6	40	70	-1	-1	-1	-1	1	1
722425	5	0	1024	1	80	100	-1	-1	2	307	1	672	5	1040	6	1170	-1	0	-1	0	15	27	50	500	-1	0	0	19	105	9	-1	13	55	6	20	100	105	0	0	1589	8	410	1	55	6	50	80	-1	-1	-1	-1	1	1
722426	6	0	1024	1	88	120	-1	-1	2	439	1	885	5	1358	6	1528	-1	0	-1	0	15	27	60	600	-1	0	0	19	105	9	-1	13	56	6	20	100	105	0	0	3316	8	410	1	56	6	60	90	-1	-1	-1	-1	1	2
722427	7	0	1024	1	96	140	-1	-1	2	620	1	1170	5	1709	6	1923	-1	0	-1	0	15	27	70	700	-1	0	0	19	105	9	-1	13	57	6	20	100	105	0	0	7379	8	410	1	57	6	70	100	-1	-1	-1	-1	1	3
722428	8	0	1024	1	104	160	-1	-1	2	840	1	1513	5	2029	6	2282	-1	0	-1	0	15	27	80	800	-1	0	0	19	105	9	-1	13	58	6	20	100	105	0	0	12812	8	410	1	58	6	80	100	-1	-1	-1	-1	1	3
722429	9	0	1024	1	112	180	-1	-1	2	1015	1	1813	5	2541	6	2859	-1	0	-1	0	15	27	90	900	-1	0	0	19	105	9	-1	13	59	6	20	100	105	0	0	12812	8	410	1	59	6	80	100	-1	-1	-1	-1	1	3
722430	10	0	1024	1	120	200	-1	-1	2	1105	1	2038	5	2862	6	3220	-1	0	-1	0	15	27	100	1000	-1	0	0	19	105	9	-1	13	60	6	20	100	105	0	0	12812	8	410	1	60	6	80	100	-1	-1	-1	-1	1	3
724401	1	0	16	2	60	10	1001	1	-1	0	-1	0	10	33	11	23	13	669	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	1	6	20	100	13	0	0	3760	3	410	2	1	5	10	40	-1	-1	-1	-1	1	0
724402	2	0	16	2	70	20	1002	1	2	5	4	5	10	71	11	48	13	1425	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	2	6	20	100	13	0	0	5835	3	410	2	2	5	20	50	-1	-1	-1	-1	1	0
724403	3	0	16	2	80	30	1003	1	2	5	4	6	10	124	11	84	13	2593	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	3	6	20	100	13	0	0	8730	3	410	2	3	5	30	60	-1	160403	204304	-1	1	0
724404	4	0	16	2	90	40	1004	1	2	200	4	280	10	203	11	138	13	4663	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	4	6	20	100	13	0	0	16255	3	410	2	4	5	40	70	-1	160404	204305	-1	1	1
724405	5	0	16	2	100	50	1005	1	2	351	4	480	10	302	11	206	13	7749	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	5	6	20	100	13	0	0	31785	3	410	2	5	5	50	80	-1	160405	204306	-1	1	1
724406	6	0	16	2	110	60	1006	1	2	433	4	575	10	421	11	287	13	12162	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	6	6	20	100	13	0	0	66330	3	410	2	6	5	60	90	-1	-1	-1	-1	1	2
724407	7	0	16	2	120	70	1007	1	2	614	4	790	10	559	11	381	13	18243	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	6	20	100	13	0	0	147590	3	410	2	7	5	70	100	-1	-1	-1	-1	1	3
724408	8	0	16	2	130	80	1008	1	2	835	4	1051	10	690	11	471	13	24900	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	6	20	100	13	0	0	256250	3	410	2	8	5	80	100	-1	-1	-1	-1	1	3
724409	9	0	16	2	140	90	1009	1	2	1009	4	1268	10	908	11	619	13	37811	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	6	20	100	13	0	0	256250	3	410	2	9	5	80	100	-1	-1	-1	-1	1	3
724410	10	0	16	2	150	100	1010	1	2	1099	4	1403	10	1047	11	714	13	47299	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	6	20	100	13	0	0	256250	3	410	2	10	5	80	100	-1	-1	-1	-1	1	3
724501	1	0	16	2	60	10	1051	1	-1	0	-1	0	10	39	11	27	13	802	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	1	6	30	150	13	0	0	10380	3	510	10	1	5	50	100	-1	-1	-1	-1	1	0
724502	2	0	16	2	70	20	1052	1	2	5	4	5	10	85	11	57	13	1710	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	2	6	30	150	13	0	0	24050	3	510	10	2	5	50	100	-1	-1	-1	-1	1	0
724503	3	0	16	2	80	30	1053	1	2	5	4	6	10	148	11	100	13	3111	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	3	6	30	150	13	0	0	49985	3	510	10	3	5	50	100	-1	-1	-1	-1	1	0
724504	4	0	16	2	90	40	1054	1	2	170	4	250	10	243	11	165	13	5595	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	4	6	30	150	13	0	0	73325	3	510	10	4	5	50	100	-1	-1	-1	-1	1	1
724505	5	0	16	2	100	50	1055	1	2	289	4	414	10	362	11	247	13	9298	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	5	6	30	150	13	0	0	109470	3	510	10	5	5	50	100	-1	-1	-1	-1	1	1
724506	6	0	16	2	110	60	1056	1	2	433	4	575	10	505	11	344	13	14594	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	6	6	30	150	13	0	0	165875	3	510	10	6	5	50	100	-1	-1	-1	-1	1	2
724507	7	0	16	2	120	70	1057	1	2	614	4	790	10	670	11	457	13	21891	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	7	6	30	150	13	0	0	256250	3	510	10	7	5	50	100	-1	-1	-1	-1	1	3
724508	8	0	16	2	130	80	1058	1	2	835	4	1051	10	828	11	565	13	29880	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	8	6	30	150	13	0	0	256250	3	510	10	8	5	50	100	-1	-1	-1	-1	1	3
724509	9	0	16	2	140	90	1059	1	2	1009	4	1268	10	1089	11	742	13	45373	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	9	6	30	150	13	0	0	256250	3	510	10	9	5	50	100	-1	-1	-1	-1	1	3
724510	10	0	16	2	150	100	1060	1	2	1099	4	1403	10	1256	11	856	13	56758	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	10	6	30	150	13	0	0	256250	3	510	10	10	5	50	100	-1	-1	-1	-1	1	3
726401	1	0	64	0	30	10	-1	-1	-1	0	-1	0	5	27	6	34	10	17	11	11	15	-1	0	0	-1	0	0	13	105	19	-1	13	21	6	16	80	105	0	0	138	4	310	2	21	6	10	30	-1	-1	-1	-1	1	0
726402	2	0	64	0	35	20	-1	-1	2	3	4	3	5	53	6	66	10	36	11	24	15	-1	0	0	-1	0	0	13	105	19	-1	13	22	6	16	80	105	0	0	239	4	310	2	22	6	20	40	-1	-1	-1	-1	1	0
726403	3	0	64	0	40	30	-1	-1	2	3	4	3	5	84	6	105	10	62	11	42	15	-1	0	0	-1	0	0	13	105	19	-1	13	23	6	16	80	105	0	0	324	4	310	2	23	6	30	50	-1	-1	-1	-1	1	0
726404	4	0	64	0	45	40	-1	-1	2	3	4	3	5	126	6	157	10	101	11	69	15	-1	0	0	-1	0	0	13	105	19	-1	13	24	6	16	80	105	0	0	592	4	310	2	24	6	40	60	-1	-1	-1	-1	1	1
726405	5	0	64	0	50	50	-1	-1	2	3	4	3	5	173	6	217	10	151	11	103	15	-1	0	0	-1	0	0	13	105	19	-1	13	25	6	16	80	105	0	0	1126	4	310	2	25	6	50	70	-1	-1	-1	-1	1	1
726406	6	0	64	0	55	60	-1	-1	2	3	4	3	5	226	6	283	10	210	11	143	15	-1	0	0	-1	0	0	13	105	19	-1	13	26	6	16	80	105	0	0	2281	4	310	2	26	6	60	80	-1	-1	-1	-1	1	2
726407	7	0	64	0	60	70	-1	-1	2	3	4	3	5	285	6	356	10	279	11	191	15	-1	0	0	-1	0	0	13	105	19	-1	13	27	6	16	80	105	0	0	4888	4	310	2	27	6	70	90	-1	-1	-1	-1	1	3
726408	8	0	64	0	65	80	-1	-1	2	3	4	3	5	338	6	423	10	345	11	235	15	-1	0	0	-1	0	0	13	105	19	-1	13	28	6	16	80	105	0	0	12812	4	310	2	28	6	80	100	-1	-1	-1	-1	1	3
726409	9	0	64	0	70	90	-1	-1	2	3	4	3	5	424	6	529	10	454	11	309	15	-1	0	0	-1	0	0	13	105	19	-1	13	29	6	16	80	105	0	0	12812	4	310	2	29	6	80	100	-1	-1	-1	-1	1	3
726410	10	0	64	0	75	100	-1	-1	2	3	4	3	5	477	6	596	10	524	11	357	15	-1	0	0	-1	0	0	13	105	19	-1	13	30	6	16	80	105	0	0	12812	4	310	2	30	6	80	100	-1	-1	-1	-1	1	3
726501	1	0	64	0	30	10	-1	-1	-1	0	-1	0	5	64	6	79	10	40	11	25	15	-1	0	0	-1	0	0	13	19	19	105	14	21	6	30	150	105	0	0	519	4	510	10	21	6	50	100	-1	-1	-1	-1	1	0
726502	2	0	64	0	35	20	-1	-1	2	3	4	3	5	126	6	157	10	85	11	55	15	-1	0	0	-1	0	0	13	19	19	105	14	22	6	30	150	105	0	0	1202	4	510	10	22	6	50	100	-1	-1	-1	-1	1	0
726503	3	0	64	0	40	30	-1	-1	2	3	4	3	5	199	6	252	10	148	11	100	15	-1	0	0	-1	0	0	13	19	19	105	14	23	6	30	150	105	0	0	2499	4	510	10	23	6	50	100	-1	-1	-1	-1	1	0
726504	4	0	64	0	45	40	-1	-1	2	3	4	3	5	301	6	376	10	241	11	163	15	-1	0	0	-1	0	0	13	19	19	105	14	24	6	30	150	105	0	0	3666	4	510	10	24	6	50	100	-1	-1	-1	-1	1	1
726505	5	0	64	0	50	50	-1	-1	2	3	4	3	5	414	6	520	10	361	11	246	15	-1	0	0	-1	0	0	13	19	19	105	14	25	6	30	150	105	0	0	5473	4	510	10	25	6	50	100	-1	-1	-1	-1	1	1
726506	6	0	64	0	55	60	-1	-1	2	3	4	3	5	541	6	678	10	504	11	342	15	-1	0	0	-1	0	0	13	19	19	105	14	26	6	30	150	105	0	0	8293	4	510	10	26	6	50	100	-1	-1	-1	-1	1	2
726507	7	0	64	0	60	70	-1	-1	2	3	4	3	5	684	6	853	10	667	11	457	15	-1	0	0	-1	0	0	13	19	19	105	14	27	6	30	150	105	0	0	12812	4	510	10	27	6	50	100	-1	-1	-1	-1	1	3
726508	8	0	64	0	65	80	-1	-1	2	3	4	3	5	810	6	1014	10	828	11	564	15	-1	0	0	-1	0	0	13	19	19	105	14	28	6	30	150	105	0	0	12812	4	510	10	28	6	50	100	-1	-1	-1	-1	1	3
726509	9	0	64	0	70	90	-1	-1	2	3	4	3	5	1015	6	1267	10	1087	11	739	15	-1	0	0	-1	0	0	13	19	19	105	14	29	6	30	150	105	0	0	12812	4	510	10	29	6	50	100	-1	-1	-1	-1	1	3
726510	10	0	64	0	75	100	-1	-1	2	3	4	3	5	1144	6	1429	10	1255	11	856	15	-1	0	0	-1	0	0	13	19	19	105	14	30	6	30	150	105	0	0	12812	4	510	10	30	6	50	100	-1	-1	-1	-1	1	3
727401	1	0	128	2	36	10	1001	2	-1	0	-1	0	5	38	6	45	10	20	11	14	15	-1	0	0	-1	0	0	13	105	9	-1	13	31	6	20	100	105	0	0	188	5	410	2	31	5	10	40	-1	-1	-1	-1	1	0
727402	2	0	128	2	42	20	1002	2	2	3	4	4	5	73	6	86	10	43	11	29	15	-1	0	0	-1	0	0	13	105	9	-1	13	32	6	20	100	105	0	0	291	5	410	2	32	5	20	50	-1	-1	-1	-1	1	0
727403	3	0	128	2	48	30	1003	2	2	5	4	9	5	115	6	136	10	74	11	51	15	-1	0	0	-1	0	0	13	105	9	-1	13	33	6	20	100	105	0	0	436	5	410	2	33	5	30	60	-1	1280403	207304	-1	1	0
727404	4	0	128	2	54	40	1004	2	2	60	4	88	5	173	6	205	10	122	11	83	15	-1	0	0	-1	0	0	13	105	9	-1	13	34	6	20	100	105	0	0	812	5	410	2	34	5	40	70	-1	1280404	207305	-1	1	1
727405	5	0	128	2	60	50	1005	2	2	312	4	432	5	238	6	282	10	181	11	123	15	-1	0	0	-1	0	0	13	105	9	-1	13	35	6	20	100	105	0	0	1589	5	410	2	35	5	50	80	-1	1280405	207306	-1	1	1
727406	6	0	128	2	66	60	1006	2	2	385	4	519	5	311	6	368	10	252	11	172	15	-1	0	0	-1	0	0	13	105	9	-1	13	36	6	20	100	105	0	0	3316	5	410	2	36	5	60	90	-1	-1	-1	-1	1	2
727407	7	0	128	2	72	70	1007	2	2	565	4	735	5	392	6	463	10	335	11	229	15	-1	0	0	-1	0	0	13	105	9	-1	13	37	6	20	100	105	0	0	7379	5	410	2	37	5	70	100	-1	-1	-1	-1	1	3
727408	8	0	128	2	78	80	1008	2	2	786	4	995	5	465	6	549	10	414	11	282	15	-1	0	0	-1	0	0	13	105	9	-1	13	38	6	20	100	105	0	0	12812	5	410	2	38	5	80	100	-1	-1	-1	-1	1	3
727409	9	0	128	2	84	90	1009	2	2	960	4	1211	5	582	6	688	10	545	11	371	15	-1	0	0	-1	0	0	13	105	9	-1	13	39	6	20	100	105	0	0	12812	5	410	2	39	5	80	100	-1	-1	-1	-1	1	3
727410	10	0	128	2	90	100	1010	2	2	1050	4	1346	5	656	6	775	10	628	11	428	15	-1	0	0	-1	0	0	13	105	9	-1	13	40	6	20	100	105	0	0	12812	5	410	2	40	5	80	100	-1	-1	-1	-1	1	3
727501	1	0	128	2	36	10	1051	2	-1	0	-1	0	5	45	6	54	10	24	11	16	15	-1	0	0	-1	0	0	13	19	9	105	14	31	6	30	150	105	0	0	519	5	510	10	31	5	50	100	-1	-1	-1	-1	1	0
727502	2	0	128	2	42	20	1052	2	2	3	4	4	5	87	6	103	10	51	11	34	15	-1	0	0	-1	0	0	13	19	9	105	14	32	6	30	150	105	0	0	1202	5	510	10	32	5	50	100	-1	-1	-1	-1	1	0
727503	3	0	128	2	48	30	1053	2	2	5	4	9	5	138	6	163	10	88	11	61	15	-1	0	0	-1	0	0	13	19	9	105	14	33	6	30	150	105	0	0	2499	5	510	10	33	5	50	100	-1	-1	-1	-1	1	0
727504	4	0	128	2	54	40	1054	2	2	148	4	215	5	207	6	246	10	146	11	99	15	-1	0	0	-1	0	0	13	19	9	105	14	34	6	30	150	105	0	0	3666	5	510	10	34	5	50	100	-1	-1	-1	-1	1	1
727505	5	0	128	2	60	50	1055	2	2	253	4	358	5	285	6	338	10	217	11	147	15	-1	0	0	-1	0	0	13	19	9	105	14	35	6	30	150	105	0	0	5473	5	510	10	35	5	50	100	-1	-1	-1	-1	1	1
727506	6	0	128	2	66	60	1056	2	2	385	4	519	5	373	6	441	10	302	11	206	15	-1	0	0	-1	0	0	13	19	9	105	14	36	6	30	150	105	0	0	8293	5	510	10	36	5	50	100	-1	-1	-1	-1	1	2
727507	7	0	128	2	72	70	1057	2	2	565	4	735	5	470	6	555	10	402	11	274	15	-1	0	0	-1	0	0	13	19	9	105	14	37	6	30	150	105	0	0	12812	5	510	10	37	5	50	100	-1	-1	-1	-1	1	3
727508	8	0	128	2	78	80	1058	2	2	786	4	995	5	558	6	658	10	496	11	338	15	-1	0	0	-1	0	0	13	19	9	105	14	38	6	30	150	105	0	0	12812	5	510	10	38	5	50	100	-1	-1	-1	-1	1	3
727509	9	0	128	2	84	90	1059	2	2	960	4	1211	5	698	6	825	10	654	11	445	15	-1	0	0	-1	0	0	13	19	9	105	14	39	6	30	150	105	0	0	12812	5	510	10	39	5	50	100	-1	-1	-1	-1	1	3
727510	10	0	128	2	90	100	1060	2	2	1050	4	1346	5	787	6	930	10	753	11	513	15	-1	0	0	-1	0	0	13	19	9	105	14	40	6	30	150	105	0	0	12812	5	510	10	40	5	50	100	-1	-1	-1	-1	1	3
728401	1	0	256	2	54	10	1001	3	-1	0	-1	0	10	30	11	21	13	580	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	31	6	20	100	13	0	0	3760	6	410	2	31	5	10	40	-1	-1	-1	-1	1	0
728402	2	0	256	2	63	20	1002	3	2	4	4	5	10	64	11	44	13	1235	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	32	6	20	100	13	0	0	5835	6	410	2	32	5	20	50	-1	-1	-1	-1	1	0
728403	3	0	256	2	72	30	1003	3	2	4	4	5	10	111	11	76	13	2247	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	33	6	20	100	13	0	0	8730	6	410	2	33	5	30	60	-1	2560403	208304	-1	1	0
728404	4	0	256	2	81	40	1004	3	2	185	4	260	10	183	11	125	13	4041	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	34	6	20	100	13	0	0	16255	6	410	2	34	5	40	70	-1	2560404	208305	-1	1	1
728405	5	0	256	2	90	50	1005	3	2	331	4	456	10	272	11	185	13	6716	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	35	6	20	100	13	0	0	31785	6	410	2	35	5	50	80	-1	2560405	208306	-1	1	1
728406	6	0	256	2	99	60	1006	3	2	409	4	546	10	379	11	258	13	10540	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	36	6	20	100	13	0	0	66330	6	410	2	36	5	60	90	-1	-1	-1	-1	1	2
728407	7	0	256	2	108	70	1007	3	2	590	4	763	10	503	11	343	13	15810	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	37	6	20	100	13	0	0	147590	6	410	2	37	5	70	100	-1	-1	-1	-1	1	3
728408	8	0	256	2	117	80	1008	3	2	810	4	1024	10	621	11	423	13	21580	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	38	6	20	100	13	0	0	256250	6	410	2	38	5	80	100	-1	-1	-1	-1	1	3
728409	9	0	256	2	126	90	1009	3	2	985	4	1240	10	817	11	557	13	32770	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	39	6	20	100	13	0	0	256250	6	410	2	39	5	80	100	-1	-1	-1	-1	1	3
728410	10	0	256	2	135	100	1010	3	2	1075	4	1375	10	943	11	643	13	40992	-1	0	15	-1	0	0	-1	0	0	13	110	12	-1	13	40	6	20	100	13	0	0	256250	6	410	2	40	5	80	100	-1	-1	-1	-1	1	3
728501	1	0	256	2	54	10	1051	3	-1	0	-1	0	10	36	11	25	13	696	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	31	6	30	150	13	0	0	10380	6	510	10	31	5	50	100	-1	-1	-1	-1	1	0
728502	2	0	256	2	63	20	1052	3	2	4	4	5	10	76	11	52	13	1482	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	32	6	30	150	13	0	0	24050	6	510	10	32	5	50	100	-1	-1	-1	-1	1	0
728503	3	0	256	2	72	30	1053	3	2	4	4	5	10	133	11	91	13	2696	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	33	6	30	150	13	0	0	49985	6	510	10	33	5	50	100	-1	-1	-1	-1	1	0
728504	4	0	256	2	81	40	1054	3	2	164	4	239	10	219	11	150	13	4849	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	34	6	30	150	13	0	0	73325	6	510	10	34	5	50	100	-1	-1	-1	-1	1	1
728505	5	0	256	2	90	50	1055	3	2	277	4	396	10	326	11	222	13	8059	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	35	6	30	150	13	0	0	109470	6	510	10	35	5	50	100	-1	-1	-1	-1	1	1
728506	6	0	256	2	99	60	1056	3	2	409	4	546	10	454	11	309	13	12648	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	36	6	30	150	13	0	0	165875	6	510	10	36	5	50	100	-1	-1	-1	-1	1	2
728507	7	0	256	2	108	70	1057	3	2	590	4	763	10	603	11	411	13	18972	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	37	6	30	150	13	0	0	256250	6	510	10	37	5	50	100	-1	-1	-1	-1	1	3
728508	8	0	256	2	117	80	1058	3	2	810	4	1024	10	745	11	507	13	25896	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	38	6	30	150	13	0	0	256250	6	510	10	38	5	50	100	-1	-1	-1	-1	1	3
728509	9	0	256	2	126	90	1059	3	2	985	4	1240	10	980	11	668	13	39324	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	39	6	30	150	13	0	0	256250	6	510	10	39	5	50	100	-1	-1	-1	-1	1	3
728510	10	0	256	2	135	100	1060	3	2	1075	4	1375	10	1131	11	771	13	49190	-1	0	15	-1	0	0	-1	0	0	13	20	12	110	14	40	6	30	150	13	0	0	256250	6	510	10	40	5	50	100	-1	-1	-1	-1	1	3
729401	1	0	512	2	42	10	1001	4	-1	0	-1	0	10	23	11	16	13	446	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	41	6	20	100	13	0	0	3760	7	410	2	41	5	10	40	-1	-1	-1	-1	1	0
729402	2	0	512	2	49	20	1002	4	2	4	4	5	10	50	11	34	13	950	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	42	6	20	100	13	0	0	5835	7	410	2	42	5	20	50	-1	-1	-1	-1	1	0
729403	3	0	512	2	56	30	1003	4	2	4	4	5	10	87	11	59	13	1729	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	43	6	20	100	13	0	0	8730	7	410	2	43	5	30	60	-1	5120403	209304	-1	1	0
729404	4	0	512	2	63	40	1004	4	2	176	4	250	10	142	11	97	13	3108	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	44	6	20	100	13	0	0	16255	7	410	2	44	5	40	70	-1	5120404	209305	-1	1	1
729405	5	0	512	2	70	50	1005	4	2	322	4	444	10	211	11	144	13	5166	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	45	6	20	100	13	0	0	31785	7	410	2	45	5	50	80	-1	5120405	209306	-1	1	1
729406	6	0	512	2	77	60	1006	4	2	396	4	533	10	294	11	201	13	8108	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	46	6	20	100	13	0	0	66330	7	410	2	46	5	60	90	-1	-1	-1	-1	1	2
729407	7	0	512	2	84	70	1007	4	2	578	4	749	10	391	11	267	13	12162	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	47	6	20	100	13	0	0	147590	7	410	2	47	5	70	100	-1	-1	-1	-1	1	3
729408	8	0	512	2	91	80	1008	4	2	799	4	1010	10	483	11	329	13	16600	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	48	6	20	100	13	0	0	256250	7	410	2	48	5	80	100	-1	-1	-1	-1	1	3
729409	9	0	512	2	98	90	1009	4	2	973	4	1225	10	635	11	433	13	25207	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	49	6	20	100	13	0	0	256250	7	410	2	49	5	80	100	-1	-1	-1	-1	1	3
729410	10	0	512	2	105	100	1010	4	2	1063	4	1360	10	733	11	500	13	31532	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	50	6	20	100	13	0	0	256250	7	410	2	50	5	80	100	-1	-1	-1	-1	1	3
729501	1	0	512	2	42	10	1051	4	-1	0	-1	0	10	27	11	19	13	535	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	41	6	30	150	13	0	0	10380	7	510	10	41	5	50	100	-1	-1	-1	-1	1	0
729502	2	0	512	2	49	20	1052	4	2	4	4	5	10	60	11	40	13	1140	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	42	6	30	150	13	0	0	24050	7	510	10	42	5	50	100	-1	-1	-1	-1	1	0
729503	3	0	512	2	56	30	1053	4	2	4	4	5	10	104	11	70	13	2074	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	43	6	30	150	13	0	0	49985	7	510	10	43	5	50	100	-1	-1	-1	-1	1	0
729504	4	0	512	2	63	40	1054	4	2	160	4	230	10	170	11	116	13	3729	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	44	6	30	150	13	0	0	73325	7	510	10	44	5	50	100	-1	-1	-1	-1	1	1
729505	5	0	512	2	70	50	1055	4	2	270	4	382	10	253	11	172	13	6199	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	45	6	30	150	13	0	0	109470	7	510	10	45	5	50	100	-1	-1	-1	-1	1	1
729506	6	0	512	2	77	60	1056	4	2	396	4	533	10	352	11	241	13	9729	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	46	6	30	150	13	0	0	165875	7	510	10	46	5	50	100	-1	-1	-1	-1	1	2
729507	7	0	512	2	84	70	1057	4	2	578	4	749	10	469	11	320	13	14594	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	47	6	30	150	13	0	0	256250	7	510	10	47	5	50	100	-1	-1	-1	-1	1	3
