INT	STRING
22218	vod.seset.com
22219	www.297gan.info
22220	297gan.info
22221	www.29smm.com
22222	se.29smm.com
22223	hao.29smm.com
22224	se13se.com
22225	www.se13se.com
22226	www.63ke.com
22227	63ke.com
22228	www.9nnnn.com
22229	wut99.cn
22230	eey88.cn
22231	1.hxut.net
22232	4.hxut.net
22233	hhqvod.cn
22234	qvod088.com
22235	jp.93bb.info
22236	cn.71bb.info
22237	2009viv.cn
22238	c.nec8.cn
22239	aa1.xorg.pl
22240	www.2009yct.cn
22241	www.qqo68.cn
22242	qqo68.cn
22243	csolss.com
22244	www.csolss.com
22245	lingqi-taobao.com
22246	www.51xyxi.mobi
22247	www.qqaon.com
22248	qqaon.com
22249	www.dnfxi.com
22250	9nnnn.com
22251	img.downbt.com
22252	www.dd88567.cn
22253	kkaj.dns0755.net
22254	d.cdwsx.com
22255	ddd.ds22aa.cn
22256	www.aqay.cn
22257	popkarrt.cn
22258	1232355.8866.org
22259	kkak.dns0755.net
22260	www.889sese.cn
22261	www.8788se.cn
22262	qqbrtr.cn
22263	www.dnfqq.net
22264	dnfqq.net
22265	889sese.cn
22266	www.cltsi.info
22267	cltsi.info
22268	www.chugui.info
22269	chugui.info
22270	www.ailuo8.com
22271	ailuo8.com
22272	www.dadxx.info
22273	dadxx.info
22274	www.9999q.com
22275	wm.8iopi.cn
22276	hh8.ss.la
22277	kaba.979797.net
22278	feixin.979797.net
22279	36o.8866.org
22280	www.zigma.hk
22281	dsafdsa3232.8800.org
22282	hsdfhh32131231.3322.org
22283	www.91youa.com
22284	ni0.ss.la
22285	www.789bb.com
22286	www.mmv88.info
22287	mmv88.info
22288	www.tse99.info
22289	tse99.info
22290	www.mggyu.info
22291	mggyu.info
22292	www.365xx.info
22293	www.38zz.info
22294	38zz.info
22295	www.sshsex.info
22296	sshsex.info
22297	www.rtyshu.com
22298	1335666.ggg365.info
22299	1335122.ggg365.info
22300	www.pp10.info
22301	pp10.info
22302	www.nosnnn.cn
22303	www.fangspde.cn
22304	fangspde.cn
22305	www.neenos.cn
22306	neenos.cn
22307	nenoos.com
22308	www.nonoes.cn
22309	nonoes.cn
22310	www.nonoss.cn
22311	nonoss.cn
22312	www.nosenn.cn
22313	www.noseon.cn
22314	www.nosesn.cn
22315	www.nosnsn.cn
22316	www.nosoen.cn
22317	www.nososn.cn
22318	www.nossnn.cn
22319	www.nosssn.cn
22320	www.zz63.com
22321	db9qq.cn
22322	liuhecai.cc
22323	www.7777788888.com
22324	staticdne.9966.org
22325	1336592.ggg365.info
22326	365dizhi.com
22327	www.x365x.com
22328	966543.8866.org
22329	www.x365x.net
22330	test1.9966.org
22331	365ggg.info
22332	2ijdi.cn
22333	qq-qq10n.cn
22334	test2.9966.org
22335	454126.8800.org
22336	se.997wyt.com
22337	mo.997wyt.com
22338	www.997wyt.com
22339	kkan.dns0755.net
22340	down.langlangdoor.com
22341	www6.hejians.cn
22342	hi.52kuaibo.info
22343	www.dasemei.cn
22344	dasemei.cn
22345	www.524485072.cn
22346	524485072.cn
22347	www.34567wyt.cn
22348	34567wyt.cn
22349	www.yulewyt.cn
22350	yulewyt.cn
22351	www.520zhidao.cn
22352	520zhidao.cn
22353	jjjjyayayaya.3322.org
22354	www.sapag.com.cn
22355	d10gc.cn
22356	davtraff.com
22357	kmm.ss.la
22358	wm.7udij.cn
22359	www.tianqiyubao.net
22360	diqu.3322.org
22361	statviewb.9966.org
22362	3eifj.cn
22363	jkk.tw
22364	haea.3322.org
22365	wm.5fqwf.cn
22366	3432333.7766.org
22367	sysconsolutions.co.za
22368	ya-tracker.com
22369	360safe.9966.org
22370	okiloi123.3322.org
22371	456.as22456.cn
22372	frantsuzik.com
22373	857695.3322.org
22374	wo8.ss.la
22375	bobo.wyt09.com
22376	wyt09.com
22377	3w.08ai.info
22378	b.xiao77luntan.name
22379	www.huangpian.biz
22380	huangpian.biz
22381	ok.paofangwuyuetian.info
22382	se.552se.com
22383	huang.huanghuang.info
22384	se.chengrenwang.biz
22385	se.567nba.com
22386	se.123haobaidu.com
22387	se.qingwuyuetian.info
22388	se.av-av.info
22389	se.sao94.com
22390	www.boboboke.cn
22391	boboboke.cn
22392	xp.wyt09.com
22393	wm.1kfie.cn
22394	www.ie7.com.cn
22395	www.shanpao.com
22396	www.pcmfw.com
22397	www.fxok.cn
22398	www.zhangyk.org
22399	spafeixin.cn
22400	w.guo360.co.cc
22401	dnfgqq.com
22402	www.26dh.cn
22403	www.65465.cn
22404	www.bqssf.com
22405	yeyeyye.yo2.cn
22406	bzefowum.cn
22407	www.09qq8.cn
22408	uiterbunagoretas.com
22409	www.94950.cn
22410	www.cp6009.cn
22411	www.2637.cn
22412	www.xinkeor.cn
22413	t3hrf.cn
22414	ad.keyrvn.co.cc
22415	www.sounet-vip.com
22416	ku4000.cn
22417	www.ku4000.cn
22418	sk01.9966.org
22419	ynasd.cn
22420	nusatorkaleprovis.com
22421	ss.likekong.com
22422	space2009city.cn
22423	wervaferganiota.com
22424	qwedasertafoas.com
22425	cctv3-05.cn
22426	www.cctv3-05.cn
22427	ulibertagolionas.com
22428	se.940wyt.com
22429	www.980wyt.com
22430	www.maopian.in
22431	maopian.in
22432	buteralksaweda.com
22433	3.clxwe.com
22434	ertubredxcong.com
22435	shangav.com
22436	www.shangav.com
22437	www.petdoso.com
22438	2.clxwe.com
22439	itorkadflione.com
22440	50wu.cn
22441	www.50wu.cn
22442	1.clxwe.com
22443	tjt12wg223s.com
22444	uhajokvfalesko.com
22445	68bi.cn
22446	www.68bi.cn
22447	5435646.2288.org
22448	vkt55wg666r.com
22449	historycontext.cn
22450	591rb.com
22451	www.591rb.com
22452	eelcd5.info
22453	drb33en334a.com
22454	scantoolsite.com
22455	av.segg.info
22456	odn45qa555l.com
22457	bolapaqir.net
22458	av.ss99ss.info
22459	julionejurmon.com
22460	r4ikm.cn
22461	kaj11mv122i.com
22462	beeblebrox.org
22463	www.55crw.com
22464	se.55crw.com
22465	55crw.com
22466	qer67.com
22467	w2dge.cn
22468	554313.3322.org
22469	39sese.com
22470	www.39sese.com
22471	ckc01.hdhdv.cn
22472	online-media-archive.net
22473	ase1d.cn
22474	iioossddxx.3322.org
22475	www.jianpu.cn
22476	imagehut4.cn
22477	mmpp258.com
22478	www.popkarrt.cn
22479	dlsmg.cn
22480	www.dlsmg.cn
22481	105qngkk.863computer.o
22482	www.shsmg.com.cn
22483	www.whsmg.cn
22484	111.jqtop.com
22485	top.rxcrw.com
22486	www.qqvip2.cn
22487	qqvip2.cn
22488	www1-qq.cn
22489	www.dnfgqq.com
22490	www.spafeixin.cn
22491	www.cp8258.cn
22492	cp8258.cn
22493	cp01.com
22494	www.cpycwz.com
22495	cpycwz.com
22496	08cpw.com
22497	cctv-viplx.cn
22498	cctv3-0.cn
22499	wwww.6mxx.com
22500	6mxx.com
22501	9jjxx.com
22502	bobo.1wwzz.com
22503	www.8yyxx.com
22504	8yyxx.com
22505	www.8gggg.com
22506	www.69mmhh.com
22507	69mmhh.com
22508	8gggg.com
22509	www.6nxx.com
22510	6nxx.com
22511	www.6nnnn.com
22512	6nnnn.com
22513	www.9wxx.com
22514	9wxx.com
22515	www.07yin.com
22516	07yin.com
22517	qqcs2009.cn
22518	www.qqcs2009.cn
22519	www.warcraftehina.com
22520	8n20.aabbcc258.cn
22521	google.googlee10.cn
22522	www.goodhao188.com
22523	liushizhounian.qqxu
22524	china60.wauee.com
22525	www.aiongames.com
22526	game.guo360.co.cc
22527	www.hhmm88.com
22528	456.qq22456.cn
22529	qqm.name
22530	www.qqm.name
22531	qqfarmw.cn
22532	xx.use110.mobi
22533	www.zz8888.net
22534	1.dd9b.com
22535	fxok.cn
22536	www.qqaov.com
22537	qqaov.com
22538	tv-viplx.cn
22539	www.qqfarmw.cn
22540	happyfarms.cn
22541	happyqqfarm.cn
22542	qqajkluioy.3322.org
22543	qqfarmb.cn
22544	qqfarmd.cn
22545	qqfarme.cn
22546	qqfarmg.cn
22547	qqfarmr.cn
22548	qqfarmx.cn
22549	qqfarmy.cn
22550	qqtrrt.com.cn
22551	www.qqtrrt.com.cn
22552	haa.ss.la
22553	www.vip.qq.wz12.com
22554	vip.qq.wz12.com
22555	2.cxzzd.com
22556	3.cxzzd.com
22557	wg1185.cn
22558	wg879.cn
22559	veuo.cn
22560	bbs.5hua9.cn
22561	wm.ds5iop.cn
22562	wm.yxnjs.com
22563	www.dukeba.com
22564	so11.cn
22565	www.so11.cn
22566	qqju.org
22567	wm8798.3322.org
22568	www.dh234.com
22569	d.doinw.com
22570	fartunaall.ru
22571	kybbt.cn
22572	435434535.3322.org
22573	wm.ds4ijf.cn
22574	wm.9wfij.cn
22575	qqzzxxaass.3322.org
22576	360safebox.9966.org
22577	www.66qsw.com
22578	66qsw.com
22579	www.amateurmovies.in
22580	amateurmovies.in
22581	ddd.66qsw.com
22582	se.66qsw.com
22583	88qingse.com
22584	ssss.66qsw.com
22585	xxx.66qsw.com
22586	masterwanker.com
22587	www.masterwanker.com
22588	www.pornhost.com
22589	dd5xx.com
22590	www.dd5xx.com
22591	yybbbb.com
22592	www.65gao.com
22593	65gao.com
22594	www.sesemao.net
22595	se.woyaoxingjiaowang.
22596	www.97530.cn
22597	97530.cn
22598	www.siwamm.net.cn
22599	siwamm.net.cn
22600	www.se11.info
22601	se11.info
22602	bo.1234vv.com
22603	av.94aq.cn
22604	www.1234vv.com
22605	yuna133.3322.org
22606	happy-fxs.com
22607	socks5service.cn
22608	456.ww22456.cn
22609	a1.pzxz8.com
22610	www.qqxs6.cn
22611	qqxs6.cn
22612	kvf.dns0755.net
22613	www.guo360.co.cc
22614	wmdag3fd.3322.org
22615	d.cxdde.com
22616	g1476.cn
22617	ejiwu9987.cn
22618	sockslab.net
22619	fc689.cn
22620	www.fc689.cn
22621	www.zhcw889.com
22622	zhcw889.com
22623	www.fc56588.cn
22624	fc56588.cn
22625	www.08cpw.com
22626	www.cp34568.cn
22627	cp34568.cn
22628	www.g1476.cn
22629	06000.cn
22630	88881121223888.rulvbobi
22631	yia.dns0755.net
22632	qxqx.7766.org
22633	www.niggals.com
22634	niggals.com
22635	5435433.8866.org
22636	aeefdar34.3322.org
22637	5t434ffss.3322.org
22638	cde.ss.la
22639	ddl.ur36d.com
22640	43254543534.9966.org
22641	google-analystiks.com
22642	dddl.754245.com
22643	35465543.com
22644	y5fgb.cn
22645	563f235.cn
22646	file.plusbag.net
22647	abcabbaaabcd.rulvbob
22648	www.xzwrn.cn
22649	w8.849jfg.com
22650	www.v3338.com
22651	bbssddk.cn
22652	xl.974671.com
22653	nenastiya.cn
22654	w1.849jfg.com
22655	abonlinelive.com
22656	2x3x4x5x6x7x8.count.xj.cn
22657	w3.dddddd32.com
22658	r25281.nb.host192-168-1
22659	w9.849jfg.com
22660	2783ueiiw.cn
22661	kokkosik.com
22662	w3.849jfg.com
22663	dnusax.com
22664	wm.2e7860.cn
22665	downloadpoint.cn
22666	22.pzwm.info
22667	wm.245a34.cn
22668	ukwirex.info
22669	bmw7x.cn
22670	2.exksc.com
22671	kolinhopewaqs.com
22672	www.kolinhopewaqs.com
22673	abcaaaaaabcd.rulvbobinga
22674	freedom3.cn
22675	1.qinqin.info
22676	1.sexdao.info
22677	1.exksc.com
22678	qingse99.3322.org
22679	hookbaes.cn
22680	dfghs.cn
22681	addvertseense.co.uk
22682	yij.dns0755.net
22683	qingss.3322.org
22684	s15.b387yh3uyh.3322.org
22685	2010down.cn
22686	www.2010down.cn
22687	456.ee22456.cn
22688	www.socks5service.cn
22689	fdsfdscvdfde4.6600.org
22690	123.sd22ddd.cn
22691	www.800810down.cn
22692	800810down.cn
22693	wm.99c342.cn
22694	antivirusplus2010.com
22695	wm.888b123.cn
22696	my-correios.com
22697	3.exksc.com
22698	www.f17f.cn
22699	0920ss.3322.org
22700	4.exksc.com
22701	432ddsds33232.8866.org
22702	shangshan.w990.vhos.com
22703	w2.dddddd32.com
22704	0916ss.3322.org
22705	3rdsddsd.7766.org
22706	qqhx.uugua.cn
22707	www.zolcorp.com
22708	www.qq-2009tx.com
22709	qq-2009tx.com
22710	www.brans.pl
22711	d.eddxx.com
22712	www.111ball.com
22713	jiayifan.cn
22714	wwwitems.cn
22715	musicmobi.com.cn
22716	google.maniyakat.cn
22717	www.yuhaiwei.cn
22718	yuhaiwei.cn
22719	www.5d6g.cn
22720	aa.1791xx.com
22721	bexo.2288.org
22722	heqiuyan.cn
22723	www.heqiuyan.cn
22724	67i11.cn
22725	ee00r.2288.org
22726	aba.dns0755.net
22727	983h2.cn
22728	linbiao.9966.org
22729	www.thestop.com.cn
22730	abe.dns0755.net
22731	kpaxikey.cn
22732	se11se.net
22733	www.se11se.net
22734	eee.ww22ddd.cn
22735	www.zzt1.com
22736	9821g9.cn
22737	mmpp321.com
22738	knownsec.8800.org
22739	www.mmpp321.com
22740	oa.dfac.com
22741	u.gpask.cn
22742	2.doxws.com
22743	1.doxws.com
22744	www.presentes.com.cn
22745	yy.dkjf45.com.cn
22746	presentes.com.cn
22747	655996.cn
22748	www.655996.cn
22749	www.70622.com
22750	70622.com
22751	3d49.cn
22752	mm.qeshow.com
22753	www.3d49.cn
22754	www.fu456.com
22755	fu456.com
22756	www.flcp688.com
22757	flcp688.com
22758	www.666158.cn
22759	666158.cn
22760	www.218318.cn
22761	218318.cn
22762	www.888859.cn
22763	888859.cn
22764	www.cp6595.cn
22765	cp6595.cn
22766	www.0073d.cn
22767	0073d.cn
22768	www.87919.com
22769	www.58fcw.cn
22770	58fcw.cn
22771	fc178.com
22772	www.fc5898.cn
22773	fc5898.cn
22774	www.809678.cn
22775	809678.cn
22776	www.fc3d558.com
22777	fc3d558.com
22778	www.cp756.cn
22779	www.cp8868.com
22780	cp8868.com
22781	www.3d8886.com
22782	1.99game.info
22783	1.tianshi2000.info
22784	3d8886.com
22785	www.cp790.cn
22786	cp790.cn
22787	www.3dcplt.com
22788	3dcplt.com
22789	www.flcp8848.com
22790	flcp8848.com
22791	tv-viple.cn
22792	active.b2b.hc360.com
22793	www.sporttoday.cn
22794	code.keyrunn.co.cc
22795	www.newsreach.cn
22796	1111111.aiqiusese.33
22797	jhgyuty.cn
22798	rewdsds333.8866.org
22799	www.yaolihui.cn
22800	432432ddsd.8866.org
22801	xdxd918.3322.org
22802	onelun.cn
22803	fdsa3324324.8866.org
22804	www.xtrades.com.cn
22805	www.kiraabc.com
22806	wan886.com
22807	jz926.3322.org
22808	wm.990248.cn
22809	qcd127.com
22810	kaixin-200.com
22811	cnnncccn.cn
22812	1.fuwxh.com
22813	2.fuwxh.com
22814	3.fuwxh.com
22815	ayahaha.36tt.3322.org
22816	www.tlwg5.cn
22817	pt930.9966.org
22818	1314r.3322.org
22819	www.htm5.co.cc
22820	www.htm6.co.cc
22821	e11.9966.org
22822	w1.dddddd32.com
22823	abk.dns0755.net
22824	www.qqluck2009.cn
22825	14647.cn
22826	w8.dddddd32.com
22827	qqzxcjklhgy.3322.org
22828	www.grodno-online.com
22829	bccccdssse3.7766.org
22830	ww.wyt365.cn
22831	www.chinaboji.net
22832	org-edu.ru
22833	www.azf2.cn
22834	allfilesstorage.com
22835	b6tt4.114anhui.com
22836	e6tt4.114anhui.com
22837	56gvdfg444.2288.org
22838	dh.41119.cn
22839	ddl.974671.com
22840	scanw.8800.org
22841	a6tt4.114anhui.com
22842	www.zhongjz.com
22843	m.99081.com
22844	leoe.3322.org
22845	www.keyrvn.co.cc
22846	damdang.vn
22847	se13se.net
22848	ft916.8800.org
22849	www.landmarklondon.mobi
22850	stallvars-2.cn
22851	www.pereca2009.com
22852	www.vymar.cz
22853	mytotalscanner17.com
22854	paganinihttpdown.go
22855	jxox.8800.org
22856	dxz.974671.com
22857	456.ww11456.cn
22858	dns.dmy2.com
22859	crsa1.cn
22860	xm1.bnz8.cn
22861	nbbfrdfsfe.8800.org
22862	kj8l.kmip.net
22863	cdfgge.net
22864	abi.dns0755.net
22865	1520ai.kmip.net
22866	granata282.cn
22867	down.114graph.com
22868	xtjdm1.kmip.net
22869	gfr24.com
22870	www.25sys25.cn
22871	www.wymfw.cn
22872	ngfres.com
22873	d.fgddx.com
22874	nm11df.cn
22875	s23.b387yh3uyh.3322.org
22876	txt.efgvd.com
22877	vdswrt.com
22878	qq12345.kmip.net
22879	www.qq.com.aaadmin5.com
22880	abh.dns0755.net
22881	28773.cn
22882	yo19.cn
22883	www.yo19.cn
22884	fdccdf333.7766.org
22885	0926gx.kmip.net
22886	awebunitra.com
22887	cros.0134.cn
22888	ygfc1.cn
22889	parkelec.co.kr
22890	www.g51s.cn
22891	3ggt.kmip.net
22892	myndomain.info
22893	good-week.cn
22894	kievsk.com
22895	abn.dns0755.net
22896	www.ji11.cn
22897	www.0914114.cn
22898	kpizuyuw.cn
22899	www.cutalot.cn
22900	cutalot.cn
22901	li28.vicp.net
22902	ghostusers.info
22903	cctv3vip.com
22904	www.tevnet.org
22905	trenmeirland.ru
22906	gotothefile.com
22907	mm22.kmip.net
22908	cm2.kmip.net
22909	d3.ayxz.com
22910	www.scw666.com
22911	scw666.com
22912	www.zxcai.com
22913	zxcai.com
22914	www.cp88128.com
22915	cp88128.com
22916	www.jiqingmm.com.cn
22917	jiqingmm.com.cn
22918	www.maopian.cc
22919	www.chengrenshipin.com
22920	654.qrqr.net
22921	www.moumom.cn
22922	moumom.cn
22923	www.do.eDNS.biz
22924	do.eDNS.biz
22925	www.89nnn.com
22926	89nnn.com
22927	sexba.3322.org
22928	www.axmeinv.cn
22929	sexba.budu.cc
22930	langke.bad.mn
22931	ns123.com.cn
22932	se.beijingxx8.com
22933	xc.beijingxx7.com
22934	www.haohaobo.org
22935	haohaobo.org
22936	bbs.keyruns.co.cc
22937	se.6bbss.com
22938	www.wan886.com
22939	www.7f7f.com
22940	code.ikaokaoni.cn
22941	ee.bww5.cn
22942	sdse12345.cn
22943	aeu44ry.cn
22944	caob521.3322.org
22945	fiio.8800.org
22946	urj0.cn
22947	securitytestinternetgu
22948	wwwsecuritytestinte
22949	www.mrbsd.org
22950	ad.googlesyndications.
22951	p7ld.cn
22952	2m2m.kmip.net
22953	acc.dns0755.net
22954	acd.dns0755.net
22955	z360.net
22956	www.z360.net
22957	www.shagua.cn
22958	www.78777.cn
22959	hot44.kmip.net
22960	kj33ijfek.cn
22961	x1ou.3322.org
22962	gq8g.cn
22963	scanw.8866.org
22964	www.zuimeng.net
22965	kojd.9966.org
22966	down.my227.com
22967	oxmu.7766.org
22968	www.cp8877.com
22969	cp8877.com
22970	jockeybbs.cn
22971	www.126rtys.com
22972	cnzz1.kmip.net
22973	cnzz0.kmip.net
22974	www.qqvotel.cn
22975	www.bgfw6.cn
22976	www.x0gko.cn
22977	avse.sewytwang.info
22978	00zzd.2288.org
22979	3god.net
22980	se.tswyue.cn
22981	www.im900.com
22982	se.se-sese.net
22983	haibo.16f.cn
22984	sportsbay.cn
22985	theson.com.cn
22986	www.sportsbay.cn
22987	ij55ar.cn
22988	kied.9966.org
22989	yof6.cn
22990	d.gddxw.com
22991	cc55f.8866.org
22992	i18o.cn
22993	www.0592001.com
22994	tonglve.cn
22995	avapian.com
22996	www.8lz4.cn
22997	www.jiuqumama.com
22998	www.weiboo.com
22999	8lz4.cn
23000	zndxyey.8866.org
23001	ravelotti.cn
23002	g6tt4.114anhui.com
23003	nhy7ubgv.114anhui.com
23004	abt.dns0755.net
23005	www.bo33bo.com
23006	bo33bo.com
23007	se14se.net
23008	www.se14se.net
23009	www-114la.com
23010	se.sqwyt.im
23011	i31.net.ru
23012	www.fangyouw.com
23013	js.mumayi.net
23014	1.33lc.com
23015	4.33lc.com
23016	www.vnet6.com
23017	abo.dns0755.net
23018	abp.dns0755.net
23019	www.qzswt.cn
23020	dl.down-tudou.cn
23021	download.qvodown.com
23022	www.quchagg.cn
23023	qqtouxiang.keaiq.com
23024	www.979c.com
23025	www.bets365.com.cn
23026	qq.qqq58.cn
23027	www.9jwp.cn
23028	qqvipo.usa58.net
23029	ddi.xorg.pl
23030	sexba.nu.mu
23031	0519pw.cn
23032	www.008567.cn
23033	008567.cn
23034	www.scw678.cn
23035	scw678.cn
23036	pic1.images-yite.cn
23037	mm.97gan2.info
23038	kan.sewytwang.info
23039	cpc.xuebi2000.cn
23040	www.25aa.info
23041	officea.flnet.org
23042	2aini.kmip.net
23043	www.lusongsong.com
23044	www.avapian.com
23045	r22.9966.org
23046	xin110.kmip.net
23047	www.88374.com
23048	mm.aa88567.cn
23049	f.baiyici.cn
23050	www.3d90.com
23051	3d90.com
23052	www.cp52.net
23053	cp52.net
23054	www.cp7870.cn
23055	cp7870.cn
23056	www.cpw0688.cn
23057	cpw0688.cn
23058	www.0106658.cn
23059	0106658.cn
23060	www.bj788.com
23061	bj788.com
23062	g4k4h.cn
23063	www.aq-anquan.com.cn
23064	d5g5l.cn
23065	www.mir2sdo.biz
23066	gidromash.cn
23067	aq-anquan.com.cn
23068	asc20.com
23069	www.vip-cctv2.com
23070	xia.23u.info
23071	novatoriz.cn
23072	qqwet.com
23073	www.chadnf.cn
23074	www.newforum.co.kr
23075	qqad2009.cn
23076	ngytrd.com
23077	www.qqsevice.com.cn
23078	qqsevice.com.cn
23079	www.2144w.com
23080	chinchoi.cn
23081	www.qqad2009.cn
23082	iamchinese.info
23083	www.sinasj9.com
23084	www.cctv3-09.cn
23085	jw961.cn
23086	my111.info
23087	qqtxvip9.com
23088	www.my111.inf
23089	www.qqtxvip9.com
23090	cctv3-09.cn
23091	www.z900.info
23092	qq10000ky.cn
23093	b.goo1.info
23094	sc7w.cn
23095	www.sc7w.cn
23096	ddoszdani.cn
23097	se.6322.info
23098	qqzock.cn
23099	www.qqzock.cn
23100	www.k73kd83.cn
23101	farmz.cn
23102	www.1hougong.info
23103	fetion006.com.cn
23104	1hougong.info
23105	www.tube1820.com
23106	zt.jw961.cn
23107	www.m6mm.info
23108	bahw.cn
23109	m6mm.info
23110	cn.31bb.info
23111	www.10wk.cn
23112	tube1820.com
23113	10wk.cn
23114	av.9gaoav.com
23115	cctv3e.com
23116	top568.info
23117	vae.nna.cc
23118	1111dnf.kmip.net
23119	fc6188.cn
23120	www.qq2010qq.cn
23121	www.fc6188.cn
23122	www.15cr.info
23123	d.hhdwx.com
23124	aa.mimiadd.info
23125	nju7yd.3322.org
23126	nnyp.net.cn
23127	www.nnyp.net.cn
23128	dfhjfd731.cn
23129	bb.297gan.info
23130	22qsw.com
23131	www.22qsw.com
23132	ping600.info
23133	www.ping600.info
23134	www.ddoszdani.cn
23135	tingtingjidi.com
23136	ba.bahw.cn
23137	www.tingtingjidi.com
23138	76nnn.com
23139	www.76nnn.com
23140	wws.mobiec.net
23141	yrdsaaw.3322.org
23142	365.tv660.com
23143	sql.55gg.com
23144	www.ttzhibo.net
23145	vip.77169.com
23146	scanw.3322.org
23147	a2dg2o.cn
23148	4.ixwsy.com
23149	sporttoday.cn
23150	zgunion.cn
23151	www.1149.cn
23152	3ba3h.cn
23153	www.idownsoft.com
23154	www.588699.com
23155	fg4yjv.cn
23156	se.qswyt.in
23157	8u78.36tt.3322.org
23158	www.88685.com
23159	baa.xnum.cn
23160	www.308268.cn
23161	308268.cn
23162	www.cp4858.com
23163	cp4858.com
23164	cbcpw.cn
23165	www.cbcpw.cn
23166	www.khlyb.cn
23167	yahoo.hd-2009.com.cn
23168	bab.xnum.cn
23169	9527idc.vicp.net
23170	dl.down-china.cn
23171	xiny69.cn
23172	www.52dp.com
23173	e1ag1j.cn
23174	tougao.jxcn.cn
23175	-09.info
23176	pp99bb.cn
23177	www.youku.com-09.info
23178	gg.woyinwos.cn
23179	www.ggdaohang.com
23180	ee00oo.cn
23181	av.gaoav77.info
23182	act.dns0755.net
23183	www.tskscn.com
23184	www.langke.xxl.st
23185	dh.97meitu.info
23186	gae1hasdf.cn
23187	txt.iuyxc.com
23188	bad.xnum.cn
23189	liao.577renti.cn
23190	97se97gan97se.info
23191	1014gx3.6600.org
23192	www.feixini2009.cn
23193	se.97sewyt.info
23194	www.qxzpc.cn
23195	feixini2009.cn
23196	av.1234av.com
23197	6zg.8800.org
23198	bo.bo73.com
23199	www.sseae.com
23200	wer1234.cn
23201	www.3d8848.com
23202	3d8848.com
23203	bjcp88.com
23204	www.bjcp88.com
23205	www.cp8595.cn
23206	cp8595.cn
23207	www.977789.com
23208	977789.com
23209	www.cp88.cc
23210	cp88.cc
23211	www.255188.cn
23212	255188.cn
23213	www.322188.com
23214	322188.com
23215	www.66289.com
23216	66289.com
23217	www.fc151.cn
23218	fc151.cn
23219	788520.com
23220	www.788520.com
23221	d.iopqw.com
23222	avg.nna.cc
23223	hnbc2.cn
23224	bitscn.comgzwglm.com
23225	wglm.netgzwglm.com
23226	bbs.bitscn.comgzwglm.com
23227	eg2thg.cn
23228	1.ixwsy.com
23229	uu12.2288.org
23230	lo1j.8800.org
23231	paobar.com
23232	fdsgdfgh.2288.org
23233	2.ixwsy.com
23234	kazirnayatema.cn
23235	acg.dns0755.net
23236	www.82190.cn
23237	www.318zq.cn
23238	c14.xorg.pl
23239	edit1china.cn
23240	union.996116.cn
23241	1ct.3322.org
23242	www.mandodns.com
23243	acr.dns0755.net
23244	xx.baidu369.cn
23245	shwglm.comgzwglm.com
23246	bbs.shwglm.comgzwglm.com
23247	szwblm.comgzwglm.com
23248	bbs.szwblm.comgzwglm.com
23249	qvod-8.cn
23250	dsg3aeg.cn
23251	www.xpstzx.cn
23252	xxll222.3322.org
23253	xo1u.3322.org
23254	uday.2288.org
23255	3.hupxw.com
23256	wi66db.cn
23257	2.hupxw.com
23258	3.ixwsy.com
23259	d5hsr.cn
23260	www.dxbbs3.info
23261	www.dxbbs4.com
23262	gday.3322.org
23263	nmgzlt.cn
23264	iggoole.cn
23265	kumogroup.cn
23266	jamesfans.cn
23267	wuxifdc.cn
23268	www.haidaowan.net
23269	www.i8844.cn
23270	youpc.cngzwglm.com
23271	bbs.wglm.netgzwglm.com
23272	hnwglm.cngzwglm.com
23273	99191.comgzwglm.com
23274	bbb.xnum.cn
23275	xinx02.cn
23276	ctrip.2288.org
23277	flxh.2288.org
23278	www.securitydot.net
23279	ceshikl.7766.org
23280	www.cai99.net
23281	fvbvbrt.2288.org
23282	cai99.net
23283	www.fei4.cn
23284	www.cctv-t3.cn
23285	cctv-t3.cn
23286	www.qqvong.cn
23287	qqvong.cn
23288	www.qqupm.cn
23289	qqupm.cn
23290	www.552wg.cn
23291	90hou.count.xj.cn
23292	www.cpw1828.com
23293	5918.8866.org
23294	bae.xnum.cn
23295	xici.netgzwglm.com
23296	gxwglm.comgzwglm.com
23297	wenwb.netgzwglm.com
23298	56lan.comgzwglm.com
23299	wglm.ccgzwglm.com
23300	www.himi.co.kr
23301	3872.qrqr.net
23302	1z.2288.org
23303	vdsvcsa.3322.org
23304	www.feixin591.cn
23305	44ghe.cn
23306	cpw1828.com
23307	gospel-force.com
23308	689cp.cn
23309	h8ae8.cn
23310	www.3d5805.cn
23311	3d5805.cn
23312	www.cpzxyc.com
23313	bbs.abbar.com.cngzwglm.
23314	abbar.com.cngzwglm.com
23315	dgwblm.comgzwglm.com
23316	hxwglm.comgzwglm.com
23317	feedom.netgzwglm.com
23318	cpzxyc.com
23319	www.cp28668.cn
23320	cp28668.cn
23321	www.cp3777.com
23322	cp3777.com
23323	mir2.sdo.mx
23324	feixin591.cn
23325	www.dnfcx.com
23326	dnfcx.com
23327	www.qqrgb.cn
23328	qqrgb.cn
23329	bbc.xnum.cn
23330	aaf.xnum.cn
23331	aag.xnum.cn
23332	a6ga6.cn
23333	myskynet.info
23334	0518pw.cn
23335	www.vv98mm.cn
23336	cctv3r.com
23337	www.cctv3r.com
23338	csoltiancity.105.80000
23339	2009qqcom.cn
