INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	FLOAT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	STRING
12008	无尽幻境第9层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	68796	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12008	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12009	无尽幻境第10层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	76900	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12009	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12010	无尽幻境第11层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	85237	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12010	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12011	无尽幻境第12层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	93811	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12011	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12012	无尽幻境第13层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	102624	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12012	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12013	无尽幻境第14层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	111677	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12013	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12014	无尽幻境第15层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	120975	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12014	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12015	无尽幻境第16层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	130519	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12015	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12016	无尽幻境第17层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	140311	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12016	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12017	无尽幻境第18层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	150353	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12017	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12018	无尽幻境第19层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	160649	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12018	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12019	无尽幻境第20层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	171201	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12019	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12020	无尽幻境第21层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	182011	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12020	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12021	无尽幻境第22层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	193081	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12021	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12022	无尽幻境第23层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	204414	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12022	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12023	无尽幻境第24层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	216012	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12023	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12024	无尽幻境第25层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	227878	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12024	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12025	无尽幻境第26层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	240014	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12025	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12026	无尽幻境第27层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	252423	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12026	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12027	无尽幻境第28层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	265106	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12027	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12028	无尽幻境第29层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	278067	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12028	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12029	无尽幻境第30层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	291308	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12029	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12030	无尽幻境第31层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	304830	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12030	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12031	无尽幻境第32层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	318637	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12031	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12032	无尽幻境第33层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	332731	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12032	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12033	无尽幻境第34层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	347114	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12033	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12034	无尽幻境第35层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	361790	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12034	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12035	无尽幻境第36层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	376759	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12035	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12036	无尽幻境第37层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	392024	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12036	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12037	无尽幻境第38层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	407589	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12037	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12038	无尽幻境第39层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	423455	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12038	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12039	无尽幻境第40层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	439625	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12039	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12040	无尽幻境第41层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	456101	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12040	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12041	无尽幻境第42层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	472886	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12041	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12042	无尽幻境第43层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	489981	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12042	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12043	无尽幻境第44层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	507391	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12043	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12044	无尽幻境第45层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	525116	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12044	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12045	无尽幻境第46层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	543159	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12045	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12046	无尽幻境第47层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	561522	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12046	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12047	无尽幻境第48层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	580209	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12047	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12048	无尽幻境第49层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	599222	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12048	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12049	无尽幻境第50层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	618562	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12049	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12050	无尽幻境第51层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	638233	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12050	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12051	无尽幻境第52层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	658236	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12051	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12052	无尽幻境第53层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	678574	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12052	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12053	无尽幻境第54层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	699250	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12053	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12054	无尽幻境第55层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	720266	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12054	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12055	无尽幻境第56层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	741624	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12055	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12056	无尽幻境第57层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	763327	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12056	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12057	无尽幻境第58层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	785377	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12057	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12058	无尽幻境第59层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	807777	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12058	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12059	无尽幻境第60层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	830529	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12059	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12060	无尽幻境第61层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	853635	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12060	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12061	无尽幻境第62层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	877098	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12061	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12062	无尽幻境第63层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	900921	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12062	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12063	无尽幻境第64层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	925105	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12063	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12064	无尽幻境第65层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	949653	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12064	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12065	无尽幻境第66层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	974568	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12065	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12066	无尽幻境第67层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	999851	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12066	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12067	无尽幻境第68层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1025506	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12067	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12068	无尽幻境第69层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1051535	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12068	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12069	无尽幻境第70层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1077940	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12069	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12070	无尽幻境第71层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1104723	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12070	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12071	无尽幻境第72层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1131887	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12071	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12072	无尽幻境第73层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1159435	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12072	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12073	无尽幻境第74层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1187369	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12073	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12074	无尽幻境第75层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1215691	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12074	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12075	无尽幻境第76层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1244404	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12075	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12076	无尽幻境第77层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1273509	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12076	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12077	无尽幻境第78层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1303010	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12077	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12078	无尽幻境第79层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1332910	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12078	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
