INT	STRING	INT	INT	INT	FLOAT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
226123	复用·灭世	100505	1	325	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226124	复用·灭世	100504	0	330	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226125	复用·灭世	100505	1	330	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226126	复用·灭世	2206	2	330	1	0	0	200	1000	-1	-1	0	2000	0	8000		500	250001	0	1000604	1	-1	-1	-1	-1	600	1	3750	200000	0	0|1|2|226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226200	蛇发女妖·灭世	100505	0	275	1	0	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226201	破坏骑士·灭世	100505	0	275	1	0	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226202	蛇发女妖·灭世	100505	0	275	1	0	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226203	巨脊兽·灭世	100504	0	275	1	0	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226204	人面毒蝎·灭世	100504	0	275	1	0	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226210	蛇发女妖·灭世	100505	1	275	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226211	破坏骑士·灭世	100505	1	275	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226212	蛇发女妖·灭世	100505	1	275	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226213	巨脊兽·灭世	100504	1	275	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226214	人面毒蝎·灭世	100504	1	275	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226220	变异木乃伊·灭世	100505	0	280	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226221	破坏骑士·灭世	100505	0	280	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226222	变异木乃伊·灭世	100505	0	280	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226223	人面毒蝎·灭世	100504	0	280	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226224	破坏骑士·灭世	100504	0	280	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226230	变异木乃伊·灭世	100505	1	280	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226231	破坏骑士·灭世	100505	1	280	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226232	变异木乃伊·灭世	100505	1	280	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226233	人面毒蝎·灭世	100504	1	280	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226234	破坏骑士·灭世	100504	1	280	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226240	蛇发女妖·灭世	100505	0	285	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226241	破坏骑士·灭世	100505	0	285	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226242	蛇发女妖·灭世	100505	0	285	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226243	巨脊兽·灭世	100504	0	285	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226244	人面毒蝎·灭世	100504	0	285	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226250	蛇发女妖·灭世	100505	1	285	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226251	破坏骑士·灭世	100505	1	285	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226252	蛇发女妖·灭世	100505	1	285	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226253	巨脊兽·灭世	100504	1	285	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226254	人面毒蝎·灭世	100504	1	285	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226260	变异木乃伊·灭世	100505	0	290	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226261	破坏骑士·灭世	100505	0	290	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226262	变异木乃伊·灭世	100505	0	290	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226263	人面毒蝎·灭世	100504	0	290	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226264	破坏骑士·灭世	100504	0	290	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226270	变异木乃伊·灭世	100505	1	290	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226060		0	0	0	-1	0	-1	-1		
226271	破坏骑士·灭世	100505	1	290	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226272	变异木乃伊·灭世	100505	1	290	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226273	人面毒蝎·灭世	100504	1	290	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226274	破坏骑士·灭世	100504	1	290	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226042|226043|226044|226045|226046|226047|226060		0	0	0	-1	0	-1	-1		
226300	虚空元素·灭世	100505	0	295	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226301	深渊元素·灭世	100505	0	295	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226302	虚空元素·灭世	100505	0	295	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226303	虚空龙·灭世	100504	0	295	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226304	虚空恐魔·灭世	100504	0	295	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	400	1	625	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226310	虚空元素·灭世	100505	1	295	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226311	深渊元素·灭世	100505	1	295	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226312	虚空元素·灭世	100505	1	295	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226313	虚空龙·灭世	100504	1	295	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226314	虚空恐魔·灭世	100504	1	295	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226320	天界守卫·灭世	100505	0	300	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226321	深渊元素·灭世	100505	0	300	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226322	天界守卫·灭世	100505	0	300	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226323	虚空恐魔·灭世	100504	0	300	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226324	深渊元素·灭世	100504	0	300	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226330	天界守卫·灭世	100505	1	300	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226331	深渊元素·灭世	100505	1	300	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226332	天界守卫·灭世	100505	1	300	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226333	虚空恐魔·灭世	100504	1	300	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226334	深渊元素·灭世	100504	1	300	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226340	虚空元素·灭世	100505	0	305	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226341	深渊元素·灭世	100505	0	305	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226342	虚空元素·灭世	100505	0	305	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226343	虚空龙·灭世	100504	0	305	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226344	虚空恐魔·灭世	100504	0	305	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226350	虚空元素·灭世	100505	1	305	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	400	1	1250	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226351	深渊元素·灭世	100505	1	305	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	400	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226352	虚空元素·灭世	100505	1	305	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	400	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226353	虚空龙·灭世	100504	1	305	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	400	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226354	虚空恐魔·灭世	100504	1	305	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	400	1	1250	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226360	天界守卫·灭世	100505	0	310	1	0	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226361	深渊元素·灭世	100505	0	310	1	0	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226362	天界守卫·灭世	100505	0	310	1	0	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226363	虚空恐魔·灭世	100504	0	310	1	0	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226364	深渊元素·灭世	100504	0	310	1	0	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226370	天界守卫·灭世	100505	1	310	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226061		0	0	0	-1	0	-1	-1		
226371	深渊元素·灭世	100505	1	310	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226372	天界守卫·灭世	100505	1	310	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226373	虚空恐魔·灭世	100504	1	310	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226374	深渊元素·灭世	100504	1	310	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226048|226049|226050|226051|226052|226053|226061		0	0	0	-1	0	-1	-1		
226400	复用·灭世	100505	0	315	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226401	复用·灭世	100505	0	315	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226402	复用·灭世	100505	0	315	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226403	复用·灭世	100504	0	315	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226404	复用·灭世	100504	0	315	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226410	复用·灭世	100505	1	315	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226411	复用·灭世	100505	1	315	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226412	复用·灭世	100505	1	315	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226413	复用·灭世	100504	1	315	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226414	复用·灭世	100504	1	315	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226420	复用·灭世	100505	0	320	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226421	复用·灭世	100505	0	320	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226422	复用·灭世	100505	0	320	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226423	复用·灭世	100504	0	320	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226424	复用·灭世	100504	0	320	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226430	复用·灭世	100505	1	320	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226431	复用·灭世	100505	1	320	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226432	复用·灭世	100505	1	320	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226433	复用·灭世	100504	1	320	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226434	复用·灭世	100504	1	320	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226440	复用·灭世	100505	0	325	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226441	复用·灭世	100505	0	325	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226442	复用·灭世	100505	0	325	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226443	复用·灭世	100504	0	325	1	1	10	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226444	复用·灭世	100504	0	325	1	1	10	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226450	复用·灭世	100505	1	325	1	0	0	200	1000	-1	-1	0	2000	0	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
226451	复用·灭世	100505	1	325	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226452	复用·灭世	100505	1	325	1	0	0	200	1000	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226453	复用·灭世	100504	1	325	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226454	复用·灭世	100504	1	325	1	0	0	10	14	-1	-1	0	2000	1	2000		500	250001	4	1000603	1	-1	-1	-1	-1	600	1	1250	200000	0	0|1|2|226054|226055|226056|226057|226058|226059|226062		0	0	0	-1	0	-1	-1		
226460	复用·灭世	100505	0	330	1	1	10	10	14	-1	-1	0	2000	0	2000		500	250001	4	1000602	1	-1	-1	-1	-1	600	1	625	200000	0	0|1|2|226062		0	0	0	-1	0	-1	-1		
