INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
9080	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	24	8192	-1	1	0	14	10009080	10009081	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90801|90802|90803|90804|90805|90806|90807|90808	2	19080	-1
9081	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	24	8192	-1	1	0	14	10009082	10009083	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90811|90812|90813|90814|90815|90816|90817|90818	2	19081	-1
9082	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	24	8192	-1	1	0	14	10009084	10009085	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90821|90822|90823|90824|90825|90826|90827|90828	2	19082	-1
9090	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9090	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90901|90902|90903|90904|90905|90906|90907|90908	0	19090	-1
9091	1	708	-1	3000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	17	17	-1	10009090	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9092	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9092	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90921|90922|90923|90924|90925|90926|90927|90928	0	19092	-1
9093	1	708	-1	4000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	17	17	-1	10009091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9094	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9094	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90941|90942|90943|90944|90945|90946|90947|90948	0	19094	-1
9095	1	708	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	17	17	-1	10009092	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9100	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91001|91002|91003|91004|91005|91006|91007|91008	1	19100	-1
9101	1	702	-1	3000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	120	120	-1	10009100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9102	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91021|91022|91023|91024|91025|91026|91027|91028	1	19102	-1
9103	1	702	-1	3000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	120	120	-1	10009101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9104	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91041|91042|91043|91044|91045|91046|91047|91048	1	19104	-1
9105	1	702	-1	3000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	120	120	-1	10009102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9110	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91101|91102|91103|91104|91105|91106|91107|91108	0	19110	-1
9111	1	509	-1	10000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	5	5	-1	10009110	-1	-1	2	3	-1	6	6	10009110	-1	-1	-1	2	3	-1	7	7	10009110	-1	-1	-1	2	3	-1	8	8	10009110	-1	-1	-1	-1	0	-1	-1
9112	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91121|91122|91123|91124|91125|91126|91127|91128	0	19112	-1
9113	1	509	-1	10000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	5	5	-1	10009111	-1	-1	2	3	-1	6	6	10009111	-1	-1	-1	2	3	-1	7	7	10009111	-1	-1	-1	2	3	-1	8	8	10009111	-1	-1	-1	-1	0	-1	-1
9114	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91141|91142|91143|91144|91145|91146|91147|91148	0	19114	-1
9115	1	509	-1	10000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	5	5	-1	10009112	-1	-1	2	3	-1	6	6	10009112	-1	-1	-1	2	3	-1	7	7	10009112	-1	-1	-1	2	3	-1	8	8	10009112	-1	-1	-1	-1	0	-1	-1
9120	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91201|91202|91203|91204|91205|91206|91207|91208	1	19120	-1
9121	1	508	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	111	111	-1	10009120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9122	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91221|91222|91223|91224|91225|91226|91227|91228	1	19122	-1
9123	1	508	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	111	111	-1	10009121	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9124	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91241|91242|91243|91244|91245|91246|91247|91248	1	19124	-1
9125	1	508	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	111	111	-1	10009122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9130	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91301|91302|91303|91304|91305|91306|91307|91308	1	19130	-1
9131	1	705	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	23	23	-1	10009130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9132	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91321|91322|91323|91324|91325|91326|91327|91328	1	19132	-1
9133	1	705	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	23	23	-1	10009131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9134	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91341|91342|91343|91344|91345|91346|91347|91348	1	19134	-1
9135	1	705	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	23	23	-1	10009132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9140	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91401|91402|91403|91404|91405|91406|91407|91408	2	19140	-1
9141	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	1	1	-1	1	0	13	10009140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9142	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91421|91422|91423|91424|91425|91426|91427|91428	2	19142	-1
9143	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	1	1	-1	1	0	13	10009141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9144	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	256	-1	9144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91441|91442|91443|91444|91445|91446|91447|91448	2	19144	-1
9145	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	1	1	-1	1	0	13	10009142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9150	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91501|91502|91503|91504|91505|91506|91507|91508	2	19150	-1
9151	1	706	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	18	128	-1	2	0	10009150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9152	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91521|91522|91523|91524|91525|91526|91527|91528	2	19152	-1
9153	1	706	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	18	128	-1	2	0	10009151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9154	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91541|91542|91543|91544|91545|91546|91547|91548	2	19154	-1
9155	1	706	-1	5000	0	0	1	0	0	0	-1	-1	-1	-1	1	18	128	-1	2	0	10009152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9160	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	26	26	-1	10009160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91601|91602|91603|91604|91605|91606|91607|91608	0	19160	-1
9161	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	26	26	-1	10009161	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91611|91612|91613|91614|91615|91616|91617|91618	0	19161	-1
9162	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	26	26	-1	10009162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91621|91622|91623|91624|91625|91626|91627|91628	0	19162	-1
9170	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	12	12	-1	10009170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91701|91702|91703|91704|91705|91706|91707|91708	1	19170	-1
9171	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	12	12	-1	10009171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91711|91712|91713|91714|91715|91716|91717|91718	1	19171	-1
9172	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	12	12	-1	10009172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91721|91722|91723|91724|91725|91726|91727|91728	1	19172	-1
9180	1	708	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	15	15	-1	10009180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91801|91802|91803|91804|91805|91806|91807|91808	0	19180	-1
9181	1	708	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	15	15	-1	10009181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91811|91812|91813|91814|91815|91816|91817|91818	0	19181	-1
9182	1	708	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	15	15	-1	10009182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91821|91822|91823|91824|91825|91826|91827|91828	0	19182	-1
9190	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	100	0	9191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91901|91902|91903|91904|91905|91906|91907|91908	1	19190	-1
9191	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9190	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9192	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009190	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9193	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	150	0	9194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91931|91932|91933|91934|91935|91936|91937|91938	1	19193	-1
9194	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9193	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9195	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9196	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	200	0	9197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91961|91962|91963|91964|91965|91966|91967|91968	1	19196	-1
9197	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9196	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9198	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009192	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9199	0	500	-1	5000	0	7	1	0	1	1	-1	-1	-1	-1	1	9	3	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9200	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	200	0	9201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92001|92002|92003|92004|92005|92006|92007|92008	2	19200	-1
9201	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9200	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9202	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9203	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	200	0	9204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92031|92032|92033|92034|92035|92036|92037|92038	2	19203	-1
9204	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9203	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9205	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9206	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	200	0	9207	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92061|92062|92063|92064|92065|92066|92067|92068	2	19206	-1
9207	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9206	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9208	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9210	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	128	-1	200	0	9211	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92101|92102|92103|92104|92105|92106|92107|92108	0	19210	-1
9211	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9210	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9212	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009210	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9213	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	128	-1	300	0	9214	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92131|92132|92133|92134|92135|92136|92137|92138	0	19213	-1
9214	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9213	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9215	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009211	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9216	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	128	-1	400	0	9217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92161|92162|92163|92164|92165|92166|92167|92168	0	19216	-1
9217	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9216	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9218	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009212	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9220	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	200	0	9221	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92201|92202|92203|92204|92205|92206|92207|92208	1	19220	-1
