INT	STRING	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT
40308	日常:击杀巨大海兽	6	-1	0	-1	-1	-1	-1	-1	0	6	57	58	-1	1	1043	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	107875	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
40309	日常:击杀尖啸海怪	6	-1	0	-1	-1	-1	-1	-1	0	6	52	90	-1	1	1044	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	102675	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
40310	日常:击杀荒古魔蜥	6	-1	0	-1	-1	-1	-1	-1	0	6	40	110	-1	1	1045	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	102625	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
40401	日常:剿灭畸形兽	6	-1	0	-1	-1	-1	-1	-1	0	7	20	46	-1	1	1072	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	137675	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40402	日常:击杀沙漠巨蜥	6	-1	0	-1	-1	-1	-1	-1	0	7	59	31	-1	1	1073	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	128025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40403	日常:击杀魔化沙兵	6	-1	0	-1	-1	-1	-1	-1	0	7	135	116	-1	1	1075	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	108200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40404	日常:剿灭沙兵队长	6	-1	0	-1	-1	-1	-1	-1	0	7	136	76	-1	1	1076	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	121650	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40405	日常:击杀人面毒蝎	6	-1	0	-1	-1	-1	-1	-1	0	7	29	74	-1	1	1077	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	129900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40406	日常:剿灭蛇发女妖	6	-1	0	-1	-1	-1	-1	-1	0	7	31	103	-1	1	1079	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	122525	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40407	日常:击杀蛇发女妖精英	6	-1	0	-1	-1	-1	-1	-1	0	7	49	96	-1	1	1080	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	117850	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40408	日常:击杀破坏骑兵	6	-1	0	-1	-1	-1	-1	-1	0	7	108	41	-1	1	1081	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	124075	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40409	日常:剿灭破坏骑士	6	-1	0	-1	-1	-1	-1	-1	0	7	120	46	-1	1	1082	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	108825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40410	日常:击杀木乃伊	6	-1	0	-1	-1	-1	-1	-1	0	7	73	118	-1	1	1083	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40501	日常:剿灭虚空龙	6	-1	0	-1	-1	-1	-1	-1	0	8	73	26	-1	1	1052	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40502	日常:击杀虚空元素	6	-1	0	-1	-1	-1	-1	-1	0	8	67	46	-1	1	1053	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40503	日常:清理深渊元素	6	-1	0	-1	-1	-1	-1	-1	0	8	44	65	-1	1	1054	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40504	日常:歼灭天界守卫	6	-1	0	-1	-1	-1	-1	-1	0	8	24	85	-1	1	1055	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40505	日常:击杀虚空恐魔	6	-1	0	-1	-1	-1	-1	-1	0	8	30	107	-1	1	1056	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40506	日常:击杀虚空龙	6	-1	0	-1	-1	-1	-1	-1	0	8	73	26	-1	1	1052	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40507	日常:剿灭虚空元素	6	-1	0	-1	-1	-1	-1	-1	0	8	67	46	-1	1	1053	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40508	日常:击杀深渊元素	6	-1	0	-1	-1	-1	-1	-1	0	8	44	65	-1	1	1054	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40509	日常:清理天界守卫	6	-1	0	-1	-1	-1	-1	-1	0	8	24	85	-1	1	1055	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40510	日常:歼灭虚空恐魔	6	-1	0	-1	-1	-1	-1	-1	0	8	30	107	-1	1	1056	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	126825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
40601	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4450	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40602	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5525	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40603	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40604	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40605	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40606	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4650	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40607	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40608	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40609	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
40610	日常:350-400子任务-环1	6	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4975	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	101	-1	-1
41001	日常:玛雅大陆的货物	6	-1	0	-1	-1	-1	-1	-1	0	3	11	77	-1	3	1500	10017	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26350	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41002	日常:玛雅大陆的货物	6	-1	0	-1	-1	-1	-1	-1	0	3	10	110	-1	3	1500	10017	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	23350	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41003	日常:清理河道	6	-1	0	-1	-1	-1	-1	-1	0	3	111	34	-1	3	1500	10019	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24075	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41004	日常:地宫入口观察	6	-1	0	-1	-1	-1	-1	-1	0	2	95	108	-1	3	1500	10043	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24175	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41005	日常:查看魔狼	6	-1	0	-1	-1	-1	-1	-1	0	3	56	168	-1	3	1500	10044	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24975	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41006	日常:祭奠墓碑	6	-1	0	-1	-1	-1	-1	-1	0	3	93	16	-1	3	1500	10020	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25200	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41007	日常:检测喷泉	6	-1	0	-1	-1	-1	-1	-1	0	3	38	98	-1	3	1500	10021	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	28500	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41008	日常:给树木浇水	6	-1	0	-1	-1	-1	-1	-1	0	3	110	107	-1	3	1500	10022	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	28150	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41009	日常:修复防御设施	6	-1	0	-1	-1	-1	-1	-1	0	3	89	118	-1	3	1500	10045	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26650	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41010	日常:给树木浇水	6	-1	0	-1	-1	-1	-1	-1	0	3	110	107	-1	3	1500	10022	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25450	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41101	日常:给鲜花浇水	6	-1	0	-1	-1	-1	-1	-1	0	5	30	27	-1	3	1500	10023	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24700	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41102	日常:给鲜花浇水	6	-1	0	-1	-1	-1	-1	-1	0	5	120	18	-1	3	1500	10023	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25575	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41103	日常:给花浇水	6	-1	0	-1	-1	-1	-1	-1	0	5	137	40	-1	3	1500	10023	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26800	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41104	日常:丛林松松土	6	-1	0	-1	-1	-1	-1	-1	0	5	29	62	-1	3	1500	10024	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	27800	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41105	日常:丛林松土	6	-1	0	-1	-1	-1	-1	-1	0	5	26	105	-1	3	1500	10024	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	22300	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41106	日常:丛林松土	6	-1	0	-1	-1	-1	-1	-1	0	5	96	114	-1	3	1500	10024	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	21700	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41107	日常:给风车上油	6	-1	0	-1	-1	-1	-1	-1	0	5	120	68	-1	3	1500	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26100	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41108	日常:清理溪水	6	-1	0	-1	-1	-1	-1	-1	0	5	58	68	-1	3	1500	10026	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26300	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41109	日常:清理溪水	6	-1	0	-1	-1	-1	-1	-1	0	5	102	44	-1	3	1500	10026	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	22175	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41110	日常:清理小溪	6	-1	0	-1	-1	-1	-1	-1	0	5	129	32	-1	3	1500	10026	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	22700	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41201	日常:擦拭路标	6	-1	0	-1	-1	-1	-1	-1	0	1	77	56	-1	3	1500	10027	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	51050	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41202	日常:清理门前雪	6	-1	0	-1	-1	-1	-1	-1	0	1	123	58	-1	3	1500	10030	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	47025	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41203	日常:给路灯添油	6	-1	0	-1	-1	-1	-1	-1	0	1	84	99	-1	3	1500	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	47700	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41204	日常:擦拭路标	6	-1	0	-1	-1	-1	-1	-1	0	1	105	37	-1	3	1500	10027	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	45725	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41205	日常:给路灯添油	6	-1	0	-1	-1	-1	-1	-1	0	1	57	70	-1	3	1500	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	51875	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41206	日常:给路灯添油	6	-1	0	-1	-1	-1	-1	-1	0	1	90	28	-1	3	1500	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	46000	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41207	日常:室内墙壁清洁	6	-1	0	-1	-1	-1	-1	-1	0	1	109	53	-1	3	1500	10029	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	48200	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41208	日常:给火炉加炭	6	-1	0	-1	-1	-1	-1	-1	0	1	140	67	-1	3	1500	10029	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	45950	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41209	日常:清扫门前雪	6	-1	0	-1	-1	-1	-1	-1	0	1	150	47	-1	3	1500	10030	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	46775	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41210	日常:清理门前雪	6	-1	0	-1	-1	-1	-1	-1	0	1	123	58	-1	3	1500	10030	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	48775	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41301	日常:清理蜘蛛网	6	-1	0	-1	-1	-1	-1	-1	0	2	91	96	-1	3	1500	10031	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	65125	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41302	日常:清理蜘蛛网	6	-1	0	-1	-1	-1	-1	-1	0	2	77	60	-1	3	1500	10031	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	78700	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41303	日常:宫清蜘蛛网	6	-1	0	-1	-1	-1	-1	-1	0	2	28	81	-1	3	1500	10031	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85125	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41304	日常:打扫蜘蛛网	6	-1	0	-1	-1	-1	-1	-1	0	2	49	99	-1	3	1500	10031	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	71825	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41305	日常:扫蜘蛛网	6	-1	0	-1	-1	-1	-1	-1	0	2	42	46	-1	3	1500	10031	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	74725	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41306	日常:点燃蜡烛	6	-1	0	-1	-1	-1	-1	-1	0	2	40	64	-1	3	1500	10032	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	76950	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41307	日常:点燃蜡烛	6	-1	0	-1	-1	-1	-1	-1	0	2	27	102	-1	3	1500	10032	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	78450	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41308	日常:点燃蜡烛	6	-1	0	-1	-1	-1	-1	-1	0	2	62	102	-1	3	1500	10032	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	76450	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
41309	日常:点燃蜡烛	6	-1	0	-1	-1	-1	-1	-1	0	2	55	42	-1	3	1500	10032	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	76375	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1638000	-1	101	-1	-1
