INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT
130044	完成日常任务30个		1	1	-1	205	-1	-1	-1	-1	0	5	5	1	-1	-1	-1	7	30	20	-1	-1	1	17,200|25001,10	17,200|25005,10	17,200|25003,10	-1	-1	-1	-1
130045	合成1次果实		1	1	-1	207	-1	-1	-1	-1	0	6	6	1	-1	-1	-1	102|103|104|105|106|107|108|109	1	13	-1	-1	1	22002,1|2,50000	22002,1|2,50000	22002,1|2,50000	-1	-1	-1	-1
130046	合成5次果实		1	1	-1	207	-1	-1	-1	-1	0	6	6	1	-1	-1	-1	102|103|104|105|106|107|108|109	5	13	-1	-1	1	22002,5|2,100000	22002,5|2,100000	22002,5|2,100000	-1	-1	-1	-1
130047	合成10次果实		1	1	-1	207	-1	-1	-1	-1	0	6	6	1	-1	-1	-1	102|103|104|105|106|107|108|109	10	13	-1	-1	1	17,200|22002,5|2,200000	17,200|22002,5|2,200000	17,200|22002,5|2,200000	-1	-1	-1	-1
130048	竞技场获胜5次		1	1	-1	205	-1	-1	-1	-1	0	5	5	1	-1	-1	-1	49	5	14	-1	-1	1	17,100|11,1000	17,100|11,1000	17,100|11,1000	-1	-1	-1	-1
130049	竞技场获胜10次		1	1	-1	205	-1	-1	-1	-1	0	5	5	1	-1	-1	-1	49	10	14	-1	-1	1	17,200|11,2000	17,200|11,2000	17,200|11,2000	-1	-1	-1	-1
130050	达到160级		1	1	-1	207	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	160	19	-1	-1	1	17,800|2,500000	17,800|2,500000	17,800|2,500000	-1	-1	-1	-1
200000	累计消费26888钻石送神器	玛雅大陆自古流传下来一个传说，世界的本源由一把神器守护，在每次大陆面临灭世之时，它将会选择人类中的大机缘者，赐予无上力量率领人类联军抵御灭世天灾！（截止到开服第30天止）	1	1	-1	2	-1	-1	-1	-1	0	0	0	30	-1	79	-1		26888	16	-1	-1	1	600000,1	600001,1	600002,1	-1	-1	-1	-1
200001	战斗力大于10000		1	1	-1	98	-1	-1	-1	-1	0	0	0	14	-1	-1	-1		-1	10000	-1	-1	1	450034,1|2,6000000|22007,2|22001,10	450039,1|2,6000000|22007,2|22001,10	450044,1|2,6000000|22007,2|22001,10	-1	-1	-1	-1
201001	时装测试	熊猫时装	1	1	-1	17	-1	-1	-1	3	980	0	0	30	-1	-1	-1		-1	-1	-1	-1	1	16002,1	16102,1	16202,1	-1	-1	-1	-1
300001	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	23653,1	23653,1	23653,1	-1	-1	-1	-1
300002	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22007,1	22007,1	22007,1	-1	-1	-1	-1
300003	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		250	1	-1	-1	1	22001,5	22001,5	22001,5	-1	-1	-1	-1
300004	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	22000,5	22000,5	22000,5	-1	-1	-1	-1
300005	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22003,5	22003,5	22003,5	-1	-1	-1	-1
300006	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	10,20000	10,20000	10,20000	-1	-1	-1	-1
300007	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
300008	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300009	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300010	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1000	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300101	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22056,1	22056,1	22056,1	-1	-1	-1	-1
300102	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22055,1	22055,1	22055,1	-1	-1	-1	-1
300103	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	1	-1	-1	1	22054,1	22054,1	22054,1	-1	-1	-1	-1
300104	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		500	0	-1	-1	1	22018,10	22018,10	22018,10	-1	-1	-1	-1
300105	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22017,20	22017,20	22017,20	-1	-1	-1	-1
300106	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22019,3	22019,3	22019,3	-1	-1	-1	-1
300107	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
300108	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300109	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300110	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1001	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300201	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	36020,10	36020,10	36020,10	-1	-1	-1	-1
300202	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35021,20	35021,20	35021,20	-1	-1	-1	-1
300203	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35019,20	35019,20	35019,20	-1	-1	-1	-1
300204	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	35015,20	35015,20	35015,20	-1	-1	-1	-1
300205	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	35014,20	35014,20	35014,20	-1	-1	-1	-1
300206	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35007,20	35007,20	35007,20	-1	-1	-1	-1
300207	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35006,20	35006,20	35006,20	-1	-1	-1	-1
300208	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300209	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300210	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1002	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300301	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	20006,1	20106,1	20201,1	-1	-1	-1	-1
300302	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	20004,1	20104,1	20204,1	-1	-1	-1	-1
300303	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		150	1	-1	-1	1	20000,1	20100,1	20200,1	-1	-1	-1	-1
300304	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	20306,1	20306,1	20306,1	-1	-1	-1	-1
300305	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		900	0	-1	-1	1	20305,1	20305,1	20305,1	-1	-1	-1	-1
300306	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1200	0	-1	-1	1	20304,1	20304,1	20304,1	-1	-1	-1	-1
300307	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	5,5000	5,5000	5,5000	-1	-1	-1	-1
300308	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300309	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300310	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1003	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300401	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	40203,1	40203,1	40203,1	-1	-1	-1	-1
300402	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26930,1	26930,1	26930,1	-1	-1	-1	-1
300403	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26951,1	26951,1	26951,1	-1	-1	-1	-1
300404	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23580,1	23580,1	23580,1	-1	-1	-1	-1
300405	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23581,1	23581,1	23581,1	-1	-1	-1	-1
300406	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23582,1	23582,1	23582,1	-1	-1	-1	-1
300407	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	0	-1	-1	1	7,1800	7,1800	7,1800	-1	-1	-1	-1
300408	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300409	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300410	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1004	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300501	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22091,1	22091,1	22091,1	-1	-1	-1	-1
300502	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22086,1	22086,1	22086,1	-1	-1	-1	-1
300503	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	22085,1	22085,1	22085,1	-1	-1	-1	-1
300504	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		400	1	-1	-1	1	22084,1	22084,1	22084,1	-1	-1	-1	-1
300505	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	22083,1	22083,1	22083,1	-1	-1	-1	-1
300506	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1450	0	-1	-1	1	22082,1	22082,1	22082,1	-1	-1	-1	-1
300507	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22066,2	22066,2	22066,2	-1	-1	-1	-1
300508	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300509	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300510	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1005	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300601	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80406,1	80406,1	80406,1	-1	-1	-1	-1
300602	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80407,1	80407,1	80407,1	-1	-1	-1	-1
300603	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	18,10000	18,10000	18,10000	-1	-1	-1	-1
300604	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	12,20000	12,20000	12,20000	-1	-1	-1	-1
300605	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	20404,1	20404,1	20404,1	-1	-1	-1	-1
300606	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1500	0	-1	-1	1	20403,1	20403,1	20403,1	-1	-1	-1	-1
300607	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
300608	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300609	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300610	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1006	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300701	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	23653,1	23653,1	23653,1	-1	-1	-1	-1
300702	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22007,1	22007,1	22007,1	-1	-1	-1	-1
300703	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		250	1	-1	-1	1	22001,5	22001,5	22001,5	-1	-1	-1	-1
300704	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	22000,5	22000,5	22000,5	-1	-1	-1	-1
300705	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22003,5	22003,5	22003,5	-1	-1	-1	-1
300706	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	10,20000	10,20000	10,20000	-1	-1	-1	-1
300707	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
300708	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300709	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300710	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1007	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300801	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22056,1	22056,1	22056,1	-1	-1	-1	-1
300802	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22055,1	22055,1	22055,1	-1	-1	-1	-1
300803	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	1	-1	-1	1	22054,1	22054,1	22054,1	-1	-1	-1	-1
300804	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		500	0	-1	-1	1	22018,10	22018,10	22018,10	-1	-1	-1	-1
300805	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22017,20	22017,20	22017,20	-1	-1	-1	-1
300806	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22019,3	22019,3	22019,3	-1	-1	-1	-1
300807	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
300808	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300809	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300810	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1008	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
300901	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	36020,10	36020,10	36020,10	-1	-1	-1	-1
300902	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35021,20	35021,20	35021,20	-1	-1	-1	-1
300903	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35019,20	35019,20	35019,20	-1	-1	-1	-1
300904	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	35015,20	35015,20	35015,20	-1	-1	-1	-1
300905	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	35014,20	35014,20	35014,20	-1	-1	-1	-1
300906	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35007,20	35007,20	35007,20	-1	-1	-1	-1
300907	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35006,20	35006,20	35006,20	-1	-1	-1	-1
300908	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
300909	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
300910	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1009	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301001	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	20006,1	20106,1	20201,1	-1	-1	-1	-1
301002	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	20004,1	20104,1	20204,1	-1	-1	-1	-1
301003	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		150	1	-1	-1	1	20000,1	20100,1	20200,1	-1	-1	-1	-1
301004	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	20306,1	20306,1	20306,1	-1	-1	-1	-1
301005	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		900	0	-1	-1	1	20305,1	20305,1	20305,1	-1	-1	-1	-1
301006	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1200	0	-1	-1	1	20304,1	20304,1	20304,1	-1	-1	-1	-1
301007	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	5,5000	5,5000	5,5000	-1	-1	-1	-1
301008	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301009	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301010	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1010	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301101	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	40203,1	40203,1	40203,1	-1	-1	-1	-1
301102	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26930,1	26930,1	26930,1	-1	-1	-1	-1
301103	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26951,1	26951,1	26951,1	-1	-1	-1	-1
301104	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23580,1	23580,1	23580,1	-1	-1	-1	-1
301105	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23581,1	23581,1	23581,1	-1	-1	-1	-1
301106	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23582,1	23582,1	23582,1	-1	-1	-1	-1
301107	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	0	-1	-1	1	7,1800	7,1800	7,1800	-1	-1	-1	-1
301108	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301109	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301110	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1011	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
